timestamp,label,entry_tf,or_session_start,or_minutes,max_breakout_age_min,min_break_atr,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 15:46:47,smoke60,M5,14:00,30,180,0.1,1.0,1.5,htf_trend,0.5,184,67.4,41.65,1249.5,41.17,2.86,52.8,4,0.367,3499.14
