signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-06-02T21:50:00+07:00,2026-06-02T22:00:00+07:00,SELL,4504.77,4514.34,4428.38,BE,-0.2,S327 SELL Shock Self-Excitation 8R,"Hawkes-style ratio=2.5092, events=10, direction=-0.4249"
2026-06-05T20:45:00+07:00,2026-06-05T22:00:00+07:00,SELL,4440.23,4449.61,4365.1,TP,74.93,S327 SELL Shock Self-Excitation 8R,"Hawkes-style ratio=2.4813, events=8, direction=-0.8435"
2026-06-05T22:20:00+07:00,2026-06-05T22:30:00+07:00,SELL,4357.6,4371.2,4248.35,BE,-0.2,S327 SELL Shock Self-Excitation 8R,"Hawkes-style ratio=2.8637, events=10, direction=-0.4646"
2026-06-09T22:35:00+07:00,2026-06-10T07:40:00+07:00,SELL,4305.36,4315.82,4221.32,TP,83.84,S327 SELL Shock Self-Excitation 8R,"Hawkes-style ratio=2.6001, events=8, direction=-0.3678"
2026-06-29T22:10:00+07:00,2026-06-29T22:20:00+07:00,SELL,4008.86,4018.62,3931.14,BE,-0.2,S327 SELL Shock Self-Excitation 8R,"Hawkes-style ratio=2.5893, events=9, direction=-0.8902"
2026-07-01T19:05:00+07:00,2026-07-01T21:20:00+07:00,BUY,4010.48,4006.4,4043.3,TP,32.62,S327 BUY Shock Self-Excitation 8R,"Hawkes-style ratio=2.3701, events=7, direction=0.9629"
2026-07-02T21:00:00+07:00,2026-07-02T21:20:00+07:00,BUY,4126.9,4114.56,4225.35,SL,-12.54,S327 BUY Shock Self-Excitation 8R,"Hawkes-style ratio=2.5818, events=9, direction=0.3260"
2026-07-08T22:40:00+07:00,2026-07-08T22:50:00+07:00,SELL,4036.25,4049.79,3929.28,BE,-0.2,S327 SELL Shock Self-Excitation 8R,"Hawkes-style ratio=2.4070, events=7, direction=-0.7257"
2026-07-09T21:20:00+07:00,2026-07-09T21:30:00+07:00,BUY,4125.31,4118.11,4183.1,BE,-0.2,S327 BUY Shock Self-Excitation 8R,"Hawkes-style ratio=2.4866, events=10, direction=0.5229"
2026-07-20T16:10:00+07:00,2026-07-20T16:20:00+07:00,BUY,4024.26,4018.9,4065.79,BE,-0.2,S327 BUY Shock Self-Excitation 8R,"Hawkes-style ratio=2.6458, events=7, direction=0.3095"
2026-07-23T15:20:00+07:00,2026-07-23T15:25:00+07:00,SELL,4105.72,4110.1,4071.3,SL,-4.58,S327 SELL Shock Self-Excitation 8R,"Hawkes-style ratio=2.6945, events=6, direction=-0.4273"
2026-07-23T16:10:00+07:00,2026-07-23T16:20:00+07:00,SELL,4091.51,4098.24,4037.49,BE,-0.2,S327 SELL Shock Self-Excitation 8R,"Hawkes-style ratio=2.6476, events=11, direction=-0.2153"
