weight,pass_floor_streak,avg_day,min_day,worst_day
121.543,True,1047.2843,1017.38,-999.90965
121.544,False,1047.2843,1017.3801,-999.91544
121.545,False,1047.2844,1017.3801,-999.92268
121.546,False,1047.2845,1017.3802,-999.92992
121.547,False,1047.2845,1017.3803,-999.93716
121.548,False,1047.2846,1017.3804,-999.9444
121.549,False,1047.2847,1017.3804,-999.95164
121.55,False,1047.2848,1017.3805,-999.95888
121.551,False,1047.2848,1017.3806,-999.96612
121.552,False,1047.2849,1017.3806,-999.97336
121.553,False,1047.285,1017.3807,-999.9806
121.554,False,1047.285,1017.3808,-999.98784
121.555,False,1047.2851,1017.3809,-999.99508
121.556,False,1047.2852,1017.3809,-1000.00232
121.557,False,1047.2852,1017.381,-1000.00956
121.558,False,1047.2853,1017.3811,-1000.0168
121.559,False,1047.2854,1017.3811,-1000.02404
121.56,False,1047.2855,1017.3812,-1000.03128
121.561,False,1047.2855,1017.3813,-1000.03852
121.562,False,1047.2856,1017.3813,-1000.04576
121.563,False,1047.2857,1017.3814,-1000.053
121.564,False,1047.2857,1017.3815,-1000.06024
121.565,False,1047.2858,1017.3816,-1000.06748
121.566,False,1047.2859,1017.3816,-1000.07472
121.567,False,1047.2859,1017.3817,-1000.08196
121.568,False,1047.286,1017.3818,-1000.0892
121.569,False,1047.2861,1017.3818,-1000.09644
121.57,False,1047.2862,1017.3819,-1000.10368
121.571,False,1047.2862,1017.382,-1000.11092
121.572,False,1047.2863,1017.382,-1000.11816
121.573,False,1047.2864,1017.3821,-1000.1254
121.574,False,1047.2864,1017.3822,-1000.13264
121.575,False,1047.2865,1017.3823,-1000.13988
121.576,False,1047.2866,1017.3823,-1000.14712
121.577,False,1047.2866,1017.3824,-1000.15436
121.578,False,1047.2867,1017.3825,-1000.1616
121.579,False,1047.2868,1017.3825,-1000.16884
121.58,False,1047.2869,1017.3826,-1000.17608
121.581,False,1047.2869,1017.3827,-1000.18332
121.582,False,1047.287,1017.3828,-1000.19056
121.583,False,1047.2871,1017.3828,-1000.1978
121.584,False,1047.2871,1017.3829,-1000.20504
121.585,False,1047.2872,1017.383,-1000.21228
121.586,False,1047.2873,1017.383,-1000.21952
121.587,False,1047.2873,1017.3831,-1000.22676
121.588,False,1047.2874,1017.3832,-1000.234
121.589,False,1047.2875,1017.3832,-1000.24124
121.59,False,1047.2876,1017.3833,-1000.24848
121.591,False,1047.2876,1017.3834,-1000.25572
121.592,False,1047.2877,1017.3835,-1000.26296
121.593,False,1047.2878,1017.3835,-1000.2702
121.594,False,1047.2878,1017.3836,-1000.27744
121.595,False,1047.2879,1017.3837,-1000.28468
121.596,False,1047.288,1017.3837,-1000.29192
121.597,False,1047.288,1017.3838,-1000.29916
