time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2024-06-05 20:00,2024-06-05 20:55,SELL,2341.29,2345.44,2325.88,SL,-4.35,"Judas above Asian high 2341.65 (fake 2343.94, depth 0.9ATR) re-entered"
2024-06-05 20:35,2024-06-05 21:30,SELL,2340.73,2346.69,2325.94,SL,-6.16,"Judas above Asian high 2341.65 (fake 2345.19, depth 1.5ATR) re-entered"
2024-06-05 21:00,2024-06-05 21:30,SELL,2338.49,2347.37,2327.23,SL,-9.08,"Judas above Asian high 2341.65 (fake 2345.87, depth 1.4ATR) re-entered"
2024-06-13 20:00,2024-06-13 21:05,SELL,2320.43,2328.12,2308.16,TP,12.07,"Judas above Asian high 2322.84 (fake 2326.62, depth 0.9ATR) re-entered"
2024-06-13 21:15,2024-06-13 22:00,BUY,2309.64,2302.44,2316.32,TP,6.48,"Judas below Asian low 2308.98 (fake 2303.94, depth 1.2ATR) re-entered"
2024-06-13 22:20,2024-06-13 22:45,BUY,2309.42,2302.44,2316.32,SL,-7.18,"Judas below Asian low 2308.98 (fake 2303.94, depth 1.5ATR) re-entered"
2024-06-18 14:20,2024-06-18 14:45,BUY,2318.99,2316.12,2325.64,SL,-3.07,"Judas below Asian low 2318.80 (fake 2317.62, depth 1.0ATR) re-entered"
2024-06-18 22:20,2024-06-18 22:40,SELL,2324.05,2329.24,2318.8,SL,-5.39,"Judas above Asian high 2325.10 (fake 2327.74, depth 1.2ATR) re-entered"
2024-06-19 21:15,2024-06-20 08:00,BUY,2327.03,2322.32,2331.74,TP,4.51,"Judas below Asian low 2326.84 (fake 2323.82, depth 1.8ATR) re-entered"
2024-06-19 21:50,2024-06-20 08:00,BUY,2327.28,2322.32,2331.74,TP,4.26,"Judas below Asian low 2326.84 (fake 2323.82, depth 1.9ATR) re-entered"
2024-06-21 14:30,2024-06-21 15:15,BUY,2358.78,2353.62,2365.61,TP,6.63,"Judas below Asian low 2357.10 (fake 2355.12, depth 1.3ATR) re-entered"
2024-06-21 15:40,2024-06-21 20:20,SELL,2365.03,2369.58,2357.1,TP,7.73,"Judas above Asian high 2365.61 (fake 2368.08, depth 1.3ATR) re-entered"
2024-06-21 15:55,2024-06-21 20:20,SELL,2365.35,2369.58,2357.1,TP,8.05,"Judas above Asian high 2365.61 (fake 2368.08, depth 1.4ATR) re-entered"
2024-06-21 16:15,2024-06-21 20:20,SELL,2365.65,2369.58,2357.1,TP,8.35,"Judas above Asian high 2365.61 (fake 2368.08, depth 1.6ATR) re-entered"
2024-06-25 20:45,2024-06-25 22:30,BUY,2323.84,2318.77,2330.1,SL,-5.27,"Judas below Asian low 2322.73 (fake 2320.27, depth 0.9ATR) re-entered"
2024-06-25 21:10,2024-06-25 22:30,BUY,2323.72,2318.01,2330.1,SL,-5.91,"Judas below Asian low 2322.73 (fake 2319.51, depth 1.1ATR) re-entered"
2024-07-02 15:40,2024-07-02 19:40,BUY,2327.24,2321.84,2334.33,SL,-5.6,"Judas below Asian low 2324.92 (fake 2323.34, depth 1.1ATR) re-entered"
2024-07-02 21:55,2024-07-02 22:05,SELL,2334.31,2338.26,2324.92,TP,9.19,"Judas above Asian high 2334.33 (fake 2336.76, depth 1.0ATR) re-entered"
2024-07-02 22:10,2024-07-03 12:50,BUY,2326.93,2317.59,2334.33,TP,7.2,"Judas below Asian low 2324.92 (fake 2319.09, depth 1.9ATR) re-entered"
2024-07-02 22:25,2024-07-03 12:50,BUY,2326.53,2317.59,2334.33,TP,7.6,"Judas below Asian low 2324.92 (fake 2319.09, depth 1.8ATR) re-entered"
2024-07-02 22:55,2024-07-03 12:30,BUY,2326.62,2317.59,2333.41,TP,6.59,"Judas below Asian low 2324.92 (fake 2319.09, depth 1.8ATR) re-entered"
2024-07-04 22:35,2024-07-05 06:25,SELL,2360.06,2363.31,2355.51,TP,4.35,"Judas above Asian high 2360.61 (fake 2361.81, depth 1.1ATR) re-entered"
2024-07-09 15:30,2024-07-09 20:25,BUY,2359.89,2356.94,2368.77,SL,-3.15,"Judas below Asian low 2359.80 (fake 2358.44, depth 1.1ATR) re-entered"
2024-07-09 16:05,2024-07-09 20:25,BUY,2360.25,2356.88,2368.77,SL,-3.57,"Judas below Asian low 2359.80 (fake 2358.38, depth 1.2ATR) re-entered"
2024-07-09 21:10,2024-07-09 22:00,BUY,2362.32,2354.63,2368.77,TP,6.25,"Judas below Asian low 2360.25 (fake 2356.13, depth 1.9ATR) re-entered"
2024-07-18 14:45,2024-07-18 15:00,SELL,2469.89,2473.63,2457.42,SL,-3.94,"Judas above Asian high 2469.91 (fake 2472.13, depth 1.2ATR) re-entered"
2024-07-22 14:35,2024-07-22 20:00,BUY,2403.07,2397.53,2412.13,SL,-5.74,"Judas below Asian low 2402.99 (fake 2399.03, depth 1.7ATR) re-entered"
2024-07-23 14:35,2024-07-23 16:40,BUY,2391.29,2386.77,2403.97,TP,12.48,"Judas below Asian low 2390.76 (fake 2388.27, depth 1.4ATR) re-entered"
2024-07-23 15:05,2024-07-23 16:40,BUY,2391.73,2386.77,2403.97,TP,12.04,"Judas below Asian low 2390.76 (fake 2388.27, depth 1.3ATR) re-entered"
2024-07-24 20:35,2024-07-24 20:55,SELL,2418.25,2421.93,2405.0,SL,-3.88,"Judas above Asian high 2418.35 (fake 2420.43, depth 1.2ATR) re-entered"
2024-07-29 16:35,2024-07-29 22:40,BUY,2389.05,2385.44,2402.5,SL,-3.81,"Judas below Asian low 2388.71 (fake 2386.94, depth 0.9ATR) re-entered"
2024-07-29 22:20,2024-07-29 22:40,BUY,2390.85,2383.98,2396.19,SL,-7.07,"Judas below Asian low 2389.85 (fake 2385.48, depth 1.4ATR) re-entered"
2024-08-01 22:05,2024-08-02 01:00,SELL,2450.23,2463.77,2437.34,TP,12.69,"Judas above Asian high 2456.57 (fake 2462.27, depth 1.3ATR) re-entered"
2024-08-02 21:35,2024-08-02 22:40,SELL,2465.67,2479.53,2435.0,TP,30.47,"Judas above Asian high 2466.82 (fake 2477.48, depth 1.6ATR) re-entered"
2024-08-06 14:20,2024-08-06 20:35,BUY,2402.06,2393.35,2418.35,SL,-8.91,"Judas below Asian low 2398.22 (fake 2394.85, depth 1.0ATR) re-entered"
2024-08-08 15:10,2024-08-08 18:40,SELL,2396.11,2402.23,2382.82,SL,-6.32,"Judas above Asian high 2396.44 (fake 2400.73, depth 1.9ATR) re-entered"
2024-08-08 15:25,2024-08-08 18:40,SELL,2395.87,2402.23,2382.82,SL,-6.56,"Judas above Asian high 2396.44 (fake 2400.73, depth 1.9ATR) re-entered"
