timestamp,label,entry_tf,range_bars,sweep_atr_mult,min_range_atr,max_setup_age_bars,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 12:24:20,smoke60,M5,6,0.25,1.0,3,1.0,1.5,none,0.5,572,44.2,2.87,86.1,50.17,1.04,40.9,7,0.035,1172.07
