time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2025-10-15 17:15,2025-10-15 17:35,2025-10-15 20:35,SELL,4196.31,4209.77,4155.92,TRAIL,8.56,"Swept 4207.90 (age 19), disp 11.38/5.14ATR, confirm: FVG"
2025-10-16 01:10,2025-10-16 01:15,2025-10-16 02:05,SELL,4189.61,4201.71,4153.3,SL,-12.3,"Swept 4199.59 (age 8), disp 11.01/5.64ATR, confirm: FVG"
2025-11-07 21:30,2025-11-07 22:00,2025-11-07 22:50,SELL,3996.95,4007.11,3966.49,TRAIL,5.21,"Swept 4001.96 (age 13), disp 7.27/4.31ATR, confirm: FVG"
2025-11-12 15:20,2025-11-12 16:25,2025-11-12 19:50,BUY,4125.72,4115.78,4155.52,TRAIL,7.66,"Swept 4117.94 (age 57), disp 7.01/4.22ATR, confirm: FVG"
2025-11-17 17:50,2025-11-17 18:05,2025-11-17 18:40,SELL,4073.29,4082.79,4044.79,SL,-9.7,"Swept 4079.58 (age 22), disp 7.85/4.82ATR, confirm: FVG"
2025-11-28 12:05,2025-11-28 12:10,2025-11-28 15:00,SELL,4183.45,4190.22,4163.14,TRAIL,4.49,"Swept 4187.15 (age 10), disp 5.67/3.50ATR, confirm: FVG"
2025-12-01 12:15,2025-12-01 12:50,2025-12-01 14:55,SELL,4231.12,4244.04,4192.34,SL,-13.12,"Swept 4240.88 (age 18), disp 6.71/4.09ATR, confirm: FVG"
2025-12-02 13:20,2025-12-02 14:15,2025-12-02 16:35,SELL,4216.11,4225.63,4187.54,TP,28.37,"Swept 4223.22 (age 9), disp 9.37/3.51ATR, confirm: FVG"
2025-12-04 09:00,2025-12-04 09:10,2025-12-04 10:40,SELL,4205.1,4213.03,4181.3,TRAIL,7.97,"Swept 4209.52 (age 39), disp 6.88/4.17ATR, confirm: FVG"
2025-12-05 23:10,2025-12-05 23:25,2025-12-08 22:20,SELL,4214.31,4242.54,4129.61,TRAIL,26.31,"Swept 4239.38 (age 23), disp 23.38/8.09ATR, confirm: FVG"
2025-12-11 02:05,2025-12-11 02:10,2025-12-11 02:40,BUY,4208.96,4190.7,4263.74,SL,-18.46,"Swept 4196.93 (age 15), disp 9.75/4.51ATR, confirm: FVG"
2025-12-12 01:55,2025-12-12 02:15,2025-12-12 04:45,SELL,4272.05,4282.38,4241.07,SL,-10.53,"Swept 4279.01 (age 1), disp 9.50/4.21ATR, confirm: FVG"
2025-12-12 22:20,2025-12-12 22:45,2025-12-12 23:10,SELL,4319.94,4348.42,4234.52,TRAIL,32.12,"Swept 4344.93 (age 14), disp 17.36/8.88ATR, confirm: FVG"
2025-12-18 15:00,2025-12-18 15:05,2025-12-18 17:00,SELL,4329.33,4335.46,4310.92,TRAIL,4.38,"Swept 4332.20 (age 42), disp 4.18/2.76ATR, confirm: FVG"
2026-01-09 12:30,2026-01-09 12:40,2026-01-09 19:10,BUY,4467.28,4457.35,4497.09,TRAIL,6.28,"Swept 4461.65 (age 10), disp 5.80/3.25ATR, confirm: FVG"
2026-01-10 00:50,2026-01-10 01:05,2026-01-10 03:10,SELL,4492.14,4504.94,4453.76,SL,-13.0,"Swept 4500.37 (age 32), disp 10.29/4.99ATR, confirm: FVG"
2026-01-14 21:35,2026-01-14 21:40,2026-01-14 21:50,SELL,4623.76,4637.57,4582.3,TRAIL,8.46,"Swept 4635.31 (age 14), disp 10.85/6.18ATR, confirm: FVG"
2026-01-16 22:20,2026-01-16 23:35,2026-01-19 06:00,SELL,4597.34,4620.54,4527.74,SL,-23.4,"Swept 4609.42 (age 12), disp 13.28/8.15ATR, confirm: FVG"
2026-01-19 14:15,2026-01-19 14:25,2026-01-20 00:50,SELL,4667.67,4677.0,4639.67,SL,-9.53,"Swept 4671.93 (age 15), disp 5.46/3.59ATR, confirm: FVG"
2026-01-22 19:00,2026-01-22 19:20,2026-01-22 20:50,SELL,4828.37,4837.86,4799.88,TRAIL,9.81,"Swept 4831.80 (age 10), disp 6.17/3.63ATR, confirm: FVG"
2026-01-23 10:15,2026-01-23 10:20,2026-01-23 12:40,SELL,4945.3,4960.75,4898.96,SL,-15.65,"Swept 4956.23 (age 20), disp 15.40/5.12ATR, confirm: FVG"
2026-01-23 14:40,2026-01-23 14:45,2026-01-23 15:20,SELL,4949.37,4958.45,4922.13,TP,27.04,"Swept 4954.52 (age 45), disp 6.73/4.38ATR, confirm: FVG"
