idx,tf,n_dir,dir_sum,dir_pf,n_inv,inv_sum,inv_pf,cfg_str
300,M15,301,254.27,0.0,301,-17.09,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_zone_old_sl0.35_rr1
301,M15,301,61.35,0.0,301,35.09,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_zone_old_sl0.35_rr1.3
302,M15,301,510.76,0.0,301,-29.75,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1
303,M15,301,499.97,0.0,301,-209.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1.3
304,M15,216,214.53,0.0,216,23.57,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_swing_old_sl0.2_rr1
305,M15,216,248.08,0.0,216,-33.79,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_swing_old_sl0.2_rr1.3
306,M15,216,733.67,0.0,216,-227.11,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_swing_rr_sl0.2_rr1
307,M15,216,595.2,0.0,216,-412.53,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_swing_rr_sl0.2_rr1.3
308,M15,214,328.12,0.0,214,-59.71,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_swing_old_sl0.35_rr1
309,M15,214,364.25,0.0,214,-120.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_swing_old_sl0.35_rr1.3
310,M15,214,-38.62,0.0,214,-549.75,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_swing_rr_sl0.35_rr1
311,M15,214,-81.66,0.0,214,-700.47,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_swing_rr_sl0.35_rr1.3
312,M15,218,282.65,0.0,218,-136.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_zone_old_sl0.2_rr1
313,M15,218,-31.57,0.0,218,-102.82,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_zone_old_sl0.2_rr1.3
314,M15,218,446.95,0.0,218,-2.86,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_zone_rr_sl0.2_rr1
315,M15,218,662.82,0.0,218,-235.98,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_zone_rr_sl0.2_rr1.3
316,M15,218,117.6,0.0,218,-99.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_zone_old_sl0.35_rr1
317,M15,218,-213.45,0.0,218,-52.23,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_zone_old_sl0.35_rr1.3
318,M15,218,441.57,0.0,218,-10.45,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_zone_rr_sl0.35_rr1
319,M15,218,613.59,0.0,218,-246.33,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr1_tl16_tm1_zone_rr_sl0.35_rr1.3
320,M15,568,-313.28,0.0,568,-56.97,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_swing_old_sl0.2_rr1
321,M15,568,-204.9,0.0,568,-44.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_swing_old_sl0.2_rr1.3
322,M15,568,558.4,0.0,568,17.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1
323,M15,568,1028.62,0.0,568,78.39,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_swing_rr_sl0.2_rr1.3
324,M15,565,-280.07,0.0,565,-87.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_swing_old_sl0.35_rr1
325,M15,565,-173.6,0.0,565,-38.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_swing_old_sl0.35_rr1.3
326,M15,565,904.02,0.0,565,7.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1
327,M15,565,936.5,0.0,565,-240.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_swing_rr_sl0.35_rr1.3
328,M15,573,127.16,0.0,573,-314.62,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_zone_old_sl0.2_rr1
329,M15,573,69.42,0.0,573,-251.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_zone_old_sl0.2_rr1.3
330,M15,573,243.57,0.0,573,-27.56,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1
331,M15,573,362.01,0.0,573,-219.0,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_zone_rr_sl0.2_rr1.3
332,M15,573,-54.1,0.0,573,-141.51,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_zone_old_sl0.35_rr1
333,M15,573,-69.92,0.0,573,-80.02,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_zone_old_sl0.35_rr1.3
334,M15,573,63.47,0.0,573,-192.12,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1
335,M15,573,511.0,0.0,573,-223.09,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm0.6_zone_rr_sl0.35_rr1.3
336,M15,568,-313.28,0.0,568,-56.97,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_swing_old_sl0.2_rr1
337,M15,568,-204.9,0.0,568,-44.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_swing_old_sl0.2_rr1.3
338,M15,568,558.4,0.0,568,17.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_swing_rr_sl0.2_rr1
339,M15,568,1028.62,0.0,568,78.39,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_swing_rr_sl0.2_rr1.3
340,M15,565,-280.07,0.0,565,-87.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_swing_old_sl0.35_rr1
341,M15,565,-173.6,0.0,565,-38.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_swing_old_sl0.35_rr1.3
342,M15,565,904.02,0.0,565,7.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_swing_rr_sl0.35_rr1
343,M15,565,936.5,0.0,565,-240.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_swing_rr_sl0.35_rr1.3
344,M15,573,127.16,0.0,573,-314.62,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_zone_old_sl0.2_rr1
345,M15,573,69.42,0.0,573,-251.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_zone_old_sl0.2_rr1.3
346,M15,573,243.57,0.0,573,-27.56,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_zone_rr_sl0.2_rr1
347,M15,573,362.01,0.0,573,-219.0,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_zone_rr_sl0.2_rr1.3
348,M15,573,-54.1,0.0,573,-141.51,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_zone_old_sl0.35_rr1
349,M15,573,-69.92,0.0,573,-80.02,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_zone_old_sl0.35_rr1.3
350,M15,573,63.47,0.0,573,-192.12,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_zone_rr_sl0.35_rr1
351,M15,573,511.0,0.0,573,-223.09,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl12_tm1_zone_rr_sl0.35_rr1.3
352,M15,568,-313.28,0.0,568,-56.97,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_swing_old_sl0.2_rr1
353,M15,568,-204.9,0.0,568,-44.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_swing_old_sl0.2_rr1.3
354,M15,568,558.4,0.0,568,17.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1
355,M15,568,1028.62,0.0,568,78.39,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_swing_rr_sl0.2_rr1.3
356,M15,565,-280.07,0.0,565,-87.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_swing_old_sl0.35_rr1
357,M15,565,-173.6,0.0,565,-38.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_swing_old_sl0.35_rr1.3
358,M15,565,904.02,0.0,565,7.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1
359,M15,565,936.5,0.0,565,-240.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_swing_rr_sl0.35_rr1.3
360,M15,573,127.16,0.0,573,-314.62,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_zone_old_sl0.2_rr1
361,M15,573,69.42,0.0,573,-251.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_zone_old_sl0.2_rr1.3
362,M15,573,243.57,0.0,573,-27.56,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1
363,M15,573,362.01,0.0,573,-219.0,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_zone_rr_sl0.2_rr1.3
364,M15,573,-54.1,0.0,573,-141.51,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_zone_old_sl0.35_rr1
365,M15,573,-69.92,0.0,573,-80.02,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_zone_old_sl0.35_rr1.3
366,M15,573,63.47,0.0,573,-192.12,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_zone_rr_sl0.35_rr1
367,M15,573,511.0,0.0,573,-223.09,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm0.6_zone_rr_sl0.35_rr1.3
368,M15,568,-313.28,0.0,568,-56.97,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_swing_old_sl0.2_rr1
369,M15,568,-204.9,0.0,568,-44.61,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_swing_old_sl0.2_rr1.3
370,M15,568,558.4,0.0,568,17.85,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_swing_rr_sl0.2_rr1
371,M15,568,1028.62,0.0,568,78.39,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_swing_rr_sl0.2_rr1.3
372,M15,565,-280.07,0.0,565,-87.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_swing_old_sl0.35_rr1
373,M15,565,-173.6,0.0,565,-38.19,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_swing_old_sl0.35_rr1.3
374,M15,565,904.02,0.0,565,7.8,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_swing_rr_sl0.35_rr1
375,M15,565,936.5,0.0,565,-240.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_swing_rr_sl0.35_rr1.3
376,M15,573,127.16,0.0,573,-314.62,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_zone_old_sl0.2_rr1
377,M15,573,69.42,0.0,573,-251.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_zone_old_sl0.2_rr1.3
378,M15,573,243.57,0.0,573,-27.56,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_zone_rr_sl0.2_rr1
379,M15,573,362.01,0.0,573,-219.0,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_zone_rr_sl0.2_rr1.3
380,M15,573,-54.1,0.0,573,-141.51,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_zone_old_sl0.35_rr1
381,M15,573,-69.92,0.0,573,-80.02,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_zone_old_sl0.35_rr1.3
382,M15,573,63.47,0.0,573,-192.12,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_zone_rr_sl0.35_rr1
383,M15,573,511.0,0.0,573,-223.09,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.2_tr0_tl16_tm1_zone_rr_sl0.35_rr1.3
384,M15,282,-84.14,0.0,282,-65.36,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_swing_old_sl0.2_rr1
385,M15,282,16.15,0.0,282,-167.78,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_swing_old_sl0.2_rr1.3
386,M15,282,475.23,0.0,282,-359.99,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_swing_rr_sl0.2_rr1
387,M15,282,231.75,0.0,282,-229.04,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_swing_rr_sl0.2_rr1.3
388,M15,280,23.45,0.0,280,-198.45,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_swing_old_sl0.35_rr1
389,M15,280,147.0,0.0,280,-312.82,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_swing_old_sl0.35_rr1.3
390,M15,280,683.92,0.0,280,-689.69,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_swing_rr_sl0.35_rr1
391,M15,280,601.83,0.0,280,-361.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_swing_rr_sl0.35_rr1.3
392,M15,284,432.82,0.0,284,-213.97,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_zone_old_sl0.2_rr1
393,M15,284,170.18,0.0,284,9.76,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_zone_old_sl0.2_rr1.3
394,M15,284,372.17,0.0,284,-115.44,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_zone_rr_sl0.2_rr1
395,M15,284,840.74,0.0,284,70.68,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_zone_rr_sl0.2_rr1.3
396,M15,284,243.86,0.0,284,-136.96,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_zone_old_sl0.35_rr1
397,M15,284,84.68,0.0,284,69.0,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_zone_old_sl0.35_rr1.3
398,M15,284,432.72,0.0,284,-159.25,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_zone_rr_sl0.35_rr1
399,M15,284,567.23,0.0,284,28.79,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm0.6_zone_rr_sl0.35_rr1.3
400,M15,205,-82.11,0.0,205,251.48,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_swing_old_sl0.2_rr1
401,M15,205,7.23,0.0,205,170.7,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_swing_old_sl0.2_rr1.3
402,M15,205,329.97,0.0,205,-144.65,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.2_rr1
403,M15,205,451.6,0.0,205,-137.81,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.2_rr1.3
404,M15,203,45.99,0.0,203,85.83,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_swing_old_sl0.35_rr1
405,M15,203,161.85,0.0,203,14.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_swing_old_sl0.35_rr1.3
406,M15,203,415.07,0.0,203,69.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.35_rr1
407,M15,203,849.08,0.0,203,100.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_swing_rr_sl0.35_rr1.3
408,M15,206,323.47,0.0,206,-51.42,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_zone_old_sl0.2_rr1
409,M15,206,194.7,0.0,206,185.53,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_zone_old_sl0.2_rr1.3
410,M15,206,225.25,0.0,206,10.34,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.2_rr1
411,M15,206,419.81,0.0,206,78.2,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.2_rr1.3
412,M15,206,220.94,0.0,206,30.3,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_zone_old_sl0.35_rr1
413,M15,206,117.36,0.0,206,194.45,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_zone_old_sl0.35_rr1.3
414,M15,206,158.93,0.0,206,70.67,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.35_rr1
415,M15,206,430.32,0.0,206,-25.06,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl12_tm1_zone_rr_sl0.35_rr1.3
416,M15,266,209.09,0.0,266,-301.46,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.2_rr1
417,M15,266,252.54,0.0,266,-389.17,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.2_rr1.3
418,M15,266,1309.79,0.0,266,-80.31,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1
419,M15,266,1098.28,0.0,266,37.98,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.2_rr1.3
420,M15,264,334.64,0.0,264,-205.29,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.35_rr1
421,M15,264,248.74,0.0,264,-91.16,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_swing_old_sl0.35_rr1.3
422,M15,264,989.6,0.0,264,-134.21,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1
423,M15,264,1056.47,0.0,264,-247.88,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_swing_rr_sl0.35_rr1.3
424,M15,268,246.41,0.0,268,-242.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.2_rr1
425,M15,268,72.96,0.0,268,-128.25,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.2_rr1.3
426,M15,268,542.82,0.0,268,-407.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1
427,M15,268,191.3,0.0,268,-444.02,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.2_rr1.3
428,M15,268,202.26,0.0,268,-165.31,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.35_rr1
429,M15,268,19.52,0.0,268,-78.52,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_zone_old_sl0.35_rr1.3
430,M15,268,516.33,0.0,268,-355.97,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1
431,M15,268,215.41,0.0,268,-331.46,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm0.6_zone_rr_sl0.35_rr1.3
432,M15,195,-104.91,0.0,195,22.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_swing_old_sl0.2_rr1
433,M15,195,-79.88,0.0,195,-39.74,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_swing_old_sl0.2_rr1.3
434,M15,195,817.49,0.0,195,-152.59,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.2_rr1
435,M15,195,609.59,0.0,195,-233.64,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.2_rr1.3
436,M15,193,-56.96,0.0,193,37.57,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_swing_old_sl0.35_rr1
437,M15,193,-162.22,0.0,193,-28.2,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_swing_old_sl0.35_rr1.3
438,M15,193,56.91,0.0,193,-333.22,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.35_rr1
439,M15,193,-147.89,0.0,193,-303.67,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_swing_rr_sl0.35_rr1.3
440,M15,196,96.26,0.0,196,-25.73,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_zone_old_sl0.2_rr1
441,M15,196,-219.57,0.0,196,66.84,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_zone_old_sl0.2_rr1.3
442,M15,196,422.75,0.0,196,-80.66,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.2_rr1
443,M15,196,519.83,0.0,196,-175.71,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.2_rr1.3
444,M15,196,28.75,0.0,196,19.88,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_zone_old_sl0.35_rr1
445,M15,196,-290.83,0.0,196,79.41,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_zone_old_sl0.35_rr1.3
446,M15,196,465.32,0.0,196,-98.33,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.35_rr1
447,M15,196,544.15,0.0,196,-174.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr1_tl16_tm1_zone_rr_sl0.35_rr1.3
448,M15,512,-630.37,0.0,512,467.05,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.2_rr1
449,M15,512,-542.2,0.0,512,383.58,0.0,S86RUN_M15_lb48_imp1.6_zt0.06_body0.14_ratio0.35_tr0_tl12_tm0.6_swing_old_sl0.2_rr1.3
