date,trades,win,loss,net_profit,win_rate
2025-10-31,1,0,1,-25.99,0.0
2025-11-20,1,1,0,37.15,100.0
2025-11-25,1,0,1,-15.39,0.0
2025-12-02,1,0,1,-13.23,0.0
2026-04-24,1,1,0,39.74,100.0
2026-05-21,1,0,1,-13.47,0.0
2026-05-22,1,1,0,24.56,100.0
2026-06-03,1,0,1,-13.61,0.0
2026-06-22,1,1,0,18.12,100.0
