timestamp,label,entry_tf,zigzag_min_atr,zigzag_lookback_bars,max_wave4_age_bars,entry_break_atr_mult,sl_atr_mult,tp_rr,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 10:46:44,smoke60,M5,1.5,150,15,0.1,1.0,1.5,0.5,20,55.0,0.95,28.5,10.17,1.38,28.6,4,0.146,1056.78
