weight,pass_floor_streak,avg_day,min_day,worst_day
23.911,True,1038.7604,1008.8045,-999.90965
23.912,False,1038.7613,1008.805,-999.92746
23.913,False,1038.7621,1008.8056,-999.96679
23.914,False,1038.763,1008.8062,-1000.00612
23.915,False,1038.7639,1008.8068,-1000.04545
23.916,False,1038.7647,1008.8073,-1000.08478
23.917,False,1038.7656,1008.8079,-1000.12411
23.918,False,1038.7665,1008.8085,-1000.16344
23.919,False,1038.7673,1008.8091,-1000.20277
23.92,False,1038.7682,1008.8096,-1000.2421
23.921,False,1038.7691,1008.8102,-1000.28143
23.922,False,1038.77,1008.8108,-1000.32076
23.923,False,1038.7708,1008.8113,-1000.36009
23.924,False,1038.7717,1008.8119,-1000.39942
23.925,False,1038.7726,1008.8125,-1000.43875
23.926,False,1038.7734,1008.8131,-1000.47808
23.927,False,1038.7743,1008.8136,-1000.51741
23.928,False,1038.7752,1008.8142,-1000.55674
23.929,False,1038.7761,1008.8148,-1000.59607
23.93,False,1038.7769,1008.8154,-1000.6354
23.931,False,1038.7778,1008.8159,-1000.67473
23.932,False,1038.7787,1008.8165,-1000.71406
23.933,False,1038.7795,1008.8171,-1000.75339
23.934,False,1038.7804,1008.8176,-1000.79272
23.935,False,1038.7813,1008.8182,-1000.83205
23.936,False,1038.7822,1008.8188,-1000.87138
23.937,False,1038.783,1008.8194,-1000.91071
23.938,False,1038.7839,1008.8199,-1000.95004
23.939,False,1038.7848,1008.8205,-1000.98937
23.94,False,1038.7856,1008.8211,-1001.0287
23.941,False,1038.7865,1008.8217,-1001.06803
23.942,False,1038.7874,1008.8222,-1001.10736
23.943,False,1038.7882,1008.8228,-1001.14669
23.944,False,1038.7891,1008.8234,-1001.18602
23.945,False,1038.79,1008.824,-1001.22535
23.946,False,1038.7909,1008.8245,-1001.26468
23.947,False,1038.7917,1008.8251,-1001.30401
23.948,False,1038.7926,1008.8257,-1001.34334
23.949,False,1038.7935,1008.8262,-1001.38267
23.95,False,1038.7943,1008.8268,-1001.422
23.951,False,1038.7952,1008.8274,-1001.46133
23.952,False,1038.7961,1008.828,-1001.50066
23.953,False,1038.797,1008.8285,-1001.53999
23.954,False,1038.7978,1008.8291,-1001.57932
23.955,False,1038.7987,1008.8297,-1001.61865
23.956,False,1038.7996,1008.8303,-1001.65798
23.957,False,1038.8004,1008.8308,-1001.69731
23.958,False,1038.8013,1008.8314,-1001.73664
23.959,False,1038.8022,1008.832,-1001.77597
23.96,False,1038.8031,1008.8325,-1001.8153
23.961,False,1038.8039,1008.8331,-1001.85463
23.962,False,1038.8048,1008.8337,-1001.89396
