timestamp,label,entry_tf,pivot_wing,max_level_age_bars,touch_atr_mult,reject_atr_mult,sl_atr_mult,tp_rr,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 08:05:16,smoke60,M5,3,120,0.3,0.25,1.0,1.0,0.5,722,59.1,22.51,675.3,19.81,1.41,54.7,3,0.276,2350.7
