timestamp,label,entry_tf,min_wick_body_ratio,max_opposite_wick_ratio,min_range_atr,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-28 10:27:03,smoke,M5,2.0,0.3,0.5,1.0,1.5,htf_trend,0.5,193,44.0,3.89,116.7,18.95,1.18,44.7,7,0.119,1233.36
