timestamp,rank,label,candidate,w87,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,window_streak,window_worst_day,best_day,trade_units,by_leg
2026-07-03 11:46:36,0,S81_BASELINE,,,,339.82,313.6,4.368,3,-999.91,0.19,55.01,9727,90,343.02,4.777,3,-965.96,2843.84,5487.46,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60
2026-07-03 11:46:36,0,S81_BASELINE,,,,339.82,313.6,4.368,3,-999.91,0.19,55.01,9727,120,366.24,4.607,3,-937.32,5164.4,7181.53,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67
2026-07-03 11:46:36,0,S81_BASELINE,,,,339.82,313.6,4.368,3,-999.91,0.19,55.01,9727,150,313.6,4.368,3,-936.75,2766.76,8551.1,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67
2026-07-03 11:46:36,0,S81_BASELINE,,,,339.82,313.6,4.368,3,-999.91,0.19,55.01,9727,180,336.41,4.37,3,-999.91,2766.76,10320.24,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97
2026-07-03 11:46:36,1,S81+D1_H12_TURN_followx33.55,D1_H12_TURN_follow,33.55,"(1, 384.415329, 364.834626, -999.9079, 4.054559, -3)",384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,90,372.89,4.106,3,-965.96,2843.84,5890.06,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87:2688.03
2026-07-03 11:46:36,1,S81+D1_H12_TURN_followx33.55,D1_H12_TURN_follow,33.55,"(1, 384.415329, 364.834626, -999.9079, 4.054559, -3)",384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,120,431.59,4.628,3,-937.32,5164.4,7751.88,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87:7840.97
2026-07-03 11:46:36,1,S81+D1_H12_TURN_followx33.55,D1_H12_TURN_follow,33.55,"(1, 384.415329, 364.834626, -999.9079, 4.054559, -3)",384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,150,364.83,4.196,3,-998.76,4944.19,9322.75,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87:7685.63
2026-07-03 11:46:36,1,S81+D1_H12_TURN_followx33.55,D1_H12_TURN_follow,33.55,"(1, 384.415329, 364.834626, -999.9079, 4.054559, -3)",384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,180,368.35,4.055,3,-999.91,4944.19,11158.99,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87:5749.80
2026-07-03 11:46:36,2,S81+D1_H12_TURN_followx33.5,D1_H12_TURN_follow,33.5,"(1, 384.348866, 364.758266, -999.9079, 4.055814, -3)",384.35,364.76,4.056,3,-999.91,0.19,55.01,9727,90,372.84,4.107,3,-965.96,2843.84,5889.46,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87:2684.02
2026-07-03 11:46:36,2,S81+D1_H12_TURN_followx33.5,D1_H12_TURN_follow,33.5,"(1, 384.348866, 364.758266, -999.9079, 4.055814, -3)",384.35,364.76,4.056,3,-999.91,0.19,55.01,9727,120,431.49,4.629,3,-937.32,5164.4,7751.03,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87:7829.28
2026-07-03 11:46:36,2,S81+D1_H12_TURN_followx33.5,D1_H12_TURN_follow,33.5,"(1, 384.348866, 364.758266, -999.9079, 4.055814, -3)",384.35,364.76,4.056,3,-999.91,0.19,55.01,9727,150,364.76,4.197,3,-997.33,4936.25,9321.6,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87:7674.18
2026-07-03 11:46:36,2,S81+D1_H12_TURN_followx33.5,D1_H12_TURN_follow,33.5,"(1, 384.348866, 364.758266, -999.9079, 4.055814, -3)",384.35,364.76,4.056,3,-999.91,0.19,55.01,9727,180,368.3,4.056,3,-999.91,4936.25,11157.74,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87:5741.23
2026-07-03 11:46:36,3,S81+D1_H12_TURN_followx33.45,D1_H12_TURN_follow,33.45,"(1, 384.282402, 364.681906, -999.9079, 4.057071, -3)",384.28,364.68,4.057,3,-999.91,0.19,55.01,9727,90,372.8,4.109,3,-965.96,2843.84,5888.86,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87:2680.01
2026-07-03 11:46:36,3,S81+D1_H12_TURN_followx33.45,D1_H12_TURN_follow,33.45,"(1, 384.282402, 364.681906, -999.9079, 4.057071, -3)",384.28,364.68,4.057,3,-999.91,0.19,55.01,9727,120,431.39,4.63,3,-937.32,5164.4,7750.18,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87:7817.60
2026-07-03 11:46:36,3,S81+D1_H12_TURN_followx33.45,D1_H12_TURN_follow,33.45,"(1, 384.282402, 364.681906, -999.9079, 4.057071, -3)",384.28,364.68,4.057,3,-999.91,0.19,55.01,9727,150,364.68,4.198,3,-995.89,4928.31,9320.45,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87:7662.73
2026-07-03 11:46:36,3,S81+D1_H12_TURN_followx33.45,D1_H12_TURN_follow,33.45,"(1, 384.282402, 364.681906, -999.9079, 4.057071, -3)",384.28,364.68,4.057,3,-999.91,0.19,55.01,9727,180,368.26,4.057,3,-999.91,4928.31,11156.49,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87:5732.66
2026-07-03 11:46:36,4,S81+D1_H12_TURN_followx33.4,D1_H12_TURN_follow,33.4,"(1, 384.215938, 364.605546, -999.9079, 4.05833, -3)",384.22,364.61,4.058,3,-999.91,0.19,55.01,9727,90,372.76,4.11,3,-965.96,2843.84,5888.26,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87:2676.01
2026-07-03 11:46:36,4,S81+D1_H12_TURN_followx33.4,D1_H12_TURN_follow,33.4,"(1, 384.215938, 364.605546, -999.9079, 4.05833, -3)",384.22,364.61,4.058,3,-999.91,0.19,55.01,9727,120,431.29,4.631,3,-937.32,5164.4,7749.33,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87:7805.91
2026-07-03 11:46:36,4,S81+D1_H12_TURN_followx33.4,D1_H12_TURN_follow,33.4,"(1, 384.215938, 364.605546, -999.9079, 4.05833, -3)",384.22,364.61,4.058,3,-999.91,0.19,55.01,9727,150,364.61,4.199,3,-994.45,4920.37,9319.3,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87:7651.27
2026-07-03 11:46:36,4,S81+D1_H12_TURN_followx33.4,D1_H12_TURN_follow,33.4,"(1, 384.215938, 364.605546, -999.9079, 4.05833, -3)",384.22,364.61,4.058,3,-999.91,0.19,55.01,9727,180,368.21,4.058,3,-999.91,4920.37,11155.24,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87:5724.09
