signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-23T12:50:00+07:00,2026-01-23T15:20:00+07:00,SELL,4965.31,4967.4,4929.98,TP,35.13,S202 SELL Kurt-VR Confluence Sweep 16.9R,"Kurtosis=4.18, VR=0.72; structural sweep reclaimed"
2026-01-23T16:30:00+07:00,2026-01-26T08:10:00+07:00,BUY,4907.92,4899.15,5056.14,TP,148.02,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=4.87, VR=0.88; structural sweep reclaimed"
2026-01-28T20:05:00+07:00,2026-01-28T20:30:00+07:00,SELL,5284.59,5290.0,5193.16,BE,-0.2,S202 SELL Kurt-VR Confluence Sweep 16.9R,"Kurtosis=5.19, VR=0.72; structural sweep reclaimed"
2026-03-05T22:10:00+07:00,2026-03-05T23:10:00+07:00,BUY,5076.04,5059.31,5358.78,BE,-0.2,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=4.82, VR=0.74; structural sweep reclaimed"
2026-04-01T12:20:00+07:00,2026-04-01T15:35:00+07:00,BUY,4670.82,4666.68,4740.79,TP,69.77,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=2.83, VR=0.55; structural sweep reclaimed"
2026-04-07T22:10:00+07:00,2026-04-08T07:20:00+07:00,BUY,4618.93,4606.68,4825.96,TP,206.83,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=2.40, VR=0.91; structural sweep reclaimed"
2026-05-06T18:45:00+07:00,2026-05-06T18:50:00+07:00,SELL,4711.6,4716.66,4626.08,SL,-5.26,S202 SELL Kurt-VR Confluence Sweep 16.9R,"Kurtosis=3.55, VR=0.68; structural sweep reclaimed"
2026-05-21T18:40:00+07:00,2026-05-21T18:55:00+07:00,BUY,4511.58,4504.47,4631.74,BE,-0.2,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=5.92, VR=0.90; structural sweep reclaimed"
2026-05-21T21:00:00+07:00,2026-05-21T21:10:00+07:00,BUY,4505.83,4499.02,4620.92,BE,-0.2,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=4.18, VR=0.94; structural sweep reclaimed"
2026-05-27T13:45:00+07:00,2026-05-27T14:05:00+07:00,BUY,4495.15,4491.39,4558.7,BE,-0.2,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=2.08, VR=0.84; structural sweep reclaimed"
2026-06-01T22:00:00+07:00,2026-06-01T22:25:00+07:00,BUY,4451.16,4446.96,4522.14,BE,-0.2,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=3.59, VR=0.88; structural sweep reclaimed"
2026-06-04T21:45:00+07:00,2026-06-05T11:20:00+07:00,SELL,4511.39,4515.88,4435.5,TP,75.69,S202 SELL Kurt-VR Confluence Sweep 16.9R,"Kurtosis=2.98, VR=0.70; structural sweep reclaimed"
2026-06-09T22:20:00+07:00,2026-06-09T22:35:00+07:00,BUY,4314.81,4305.32,4475.2,BE,-0.2,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=10.15, VR=0.44; structural sweep reclaimed"
2026-06-10T21:50:00+07:00,2026-06-11T04:00:00+07:00,SELL,4181.29,4187.29,4079.89,TP,101.2,S202 SELL Kurt-VR Confluence Sweep 16.9R,"Kurtosis=3.70, VR=0.70; structural sweep reclaimed"
2026-06-12T13:40:00+07:00,2026-06-12T13:50:00+07:00,BUY,4177.73,4172.11,4272.71,BE,-0.2,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=5.05, VR=0.67; structural sweep reclaimed"
2026-06-18T13:50:00+07:00,2026-06-18T14:05:00+07:00,BUY,4305.75,4300.94,4387.04,SL,-5.01,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=2.38, VR=0.88; structural sweep reclaimed"
2026-06-18T16:00:00+07:00,2026-06-18T16:10:00+07:00,BUY,4288.91,4285.28,4350.26,SL,-3.83,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=2.36, VR=0.78; structural sweep reclaimed"
2026-06-23T14:10:00+07:00,2026-06-23T14:25:00+07:00,BUY,4118.01,4110.43,4246.12,BE,-0.2,S202 BUY Kurt-VR Confluence Sweep 16.9R,"Kurtosis=2.73, VR=0.68; structural sweep reclaimed"
2026-06-24T14:15:00+07:00,2026-06-24T21:00:00+07:00,SELL,4091.3,4098.12,3976.04,TP,115.06,S202 SELL Kurt-VR Confluence Sweep 16.9R,"Kurtosis=4.49, VR=0.83; structural sweep reclaimed"
2026-06-30T22:25:00+07:00,2026-07-01T15:15:00+07:00,SELL,4058.32,4064.12,3960.3,TP,97.82,S202 SELL Kurt-VR Confluence Sweep 16.9R,"Kurtosis=4.20, VR=0.79; structural sweep reclaimed"
