timestamp,label,entry_tf,entry_pattern,confirmation_type,htf_tf,dd_control,min_gap_bars,trades,wr,total_pnl,avg_per_day_span,avg_per_month,avg_per_day_active,trades_per_active_day,n_days_with_trades,span_days,days_hit_1000,max_dd_usd,max_dd_pct,lot_min,lot_max,risk_pct,final_equity,max_consec_loss,avg_r_multiple,profit_factor,skipped_by_circuit_breaker,ema_fast,engulf_min_ratio,strong_close_pct,strong_body_atr,sl_atr_mult,tp_rr,htf_ema_period,consec_loss_trigger,cooldown_trades,sessions
2026-06-26 23:54:13,gA018_engulfing_r1.6_sc0.7_gap1_sl0.8_rr0.8,M5,engulfing,htf_trend,M15,circuit_breaker,1,232,56.0,203.78,2.26,67.8,2.95,3.4,69,90,0,298.0,22.64,0.01,0.01,0.5,1203.78,6,0.174,1.16,180,8,1.6,0.7,0.5,0.8,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:18,gA019_engulfing_r1.6_sc0.7_gap1_sl0.8_rr1.0,M5,engulfing,htf_trend,M15,circuit_breaker,1,212,51.9,49.0,0.54,16.2,0.72,3.1,68,90,0,240.23,22.34,0.01,0.01,0.5,1049.0,9,0.067,1.04,200,8,1.6,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:22,gA020_engulfing_r1.6_sc0.7_gap2_sl0.5_rr0.8,M5,engulfing,htf_trend,M15,circuit_breaker,2,254,59.8,293.16,3.26,97.8,3.96,3.4,74,90,0,214.18,16.6,0.01,0.02,0.5,1293.16,9,0.213,1.26,160,8,1.6,0.7,0.5,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:27,gA021_engulfing_r1.6_sc0.7_gap2_sl0.5_rr1.0,M5,engulfing,htf_trend,M15,circuit_breaker,2,214,49.1,73.06,0.81,24.3,1.11,3.2,66,90,0,286.15,22.64,0.01,0.02,0.5,1073.06,9,0.081,1.06,200,8,1.6,0.7,0.5,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:31,gA022_engulfing_r1.6_sc0.7_gap2_sl0.8_rr0.8,M5,engulfing,htf_trend,M15,circuit_breaker,2,232,56.0,203.78,2.26,67.8,2.95,3.4,69,90,0,298.0,22.64,0.01,0.01,0.5,1203.78,6,0.174,1.16,180,8,1.6,0.7,0.5,0.8,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:35,gA023_engulfing_r1.6_sc0.7_gap2_sl0.8_rr1.0,M5,engulfing,htf_trend,M15,circuit_breaker,2,212,51.9,49.0,0.54,16.2,0.72,3.1,68,90,0,240.23,22.34,0.01,0.01,0.5,1049.0,9,0.067,1.04,200,8,1.6,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:39,gA024_strong_close_r1.3_sc0.62_gap1_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,1,1137,57.2,-1.66,-0.02,-0.6,-0.02,11.3,101,90,0,531.68,42.14,0.01,0.02,0.5,998.34,10,0.014,1.0,808,8,1.3,0.62,0.4,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:43,gA025_strong_close_r1.3_sc0.62_gap1_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,1,977,50.4,-191.67,-2.13,-63.9,-1.9,9.7,101,90,0,510.48,43.56,0.01,0.01,0.5,808.33,10,-0.02,0.97,968,8,1.3,0.62,0.4,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:48,gA026_strong_close_r1.3_sc0.62_gap2_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,2,1021,57.3,-52.82,-0.59,-17.7,-0.52,10.1,101,90,0,565.58,43.06,0.01,0.01,0.5,947.18,8,0.003,0.99,667,8,1.3,0.62,0.4,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:51,gA027_strong_close_r1.3_sc0.62_gap2_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,2,931,53.1,343.03,3.81,114.3,3.4,9.2,101,90,0,488.13,33.28,0.01,0.02,0.5,1343.03,10,0.077,1.07,757,8,1.3,0.62,0.4,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:54:56,gA028_strong_close_r1.3_sc0.62_gap1_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,1,780,56.4,-80.35,-0.89,-26.7,-0.83,8.0,97,90,0,774.28,51.22,0.01,0.01,0.5,919.65,7,-0.005,0.98,556,8,1.3,0.62,0.6,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:01,gA029_strong_close_r1.3_sc0.62_gap1_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,1,700,52.3,290.41,3.23,96.9,3.03,7.3,96,90,0,772.01,44.78,0.01,0.02,0.5,1290.41,10,0.088,1.07,636,8,1.3,0.62,0.6,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:05,gA030_strong_close_r1.3_sc0.62_gap2_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,2,706,55.7,-119.06,-1.32,-39.6,-1.24,7.4,96,90,0,652.79,47.11,0.01,0.01,0.5,880.94,8,-0.018,0.97,525,8,1.3,0.62,0.6,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:10,gA031_strong_close_r1.3_sc0.62_gap2_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,2,646,52.0,274.3,3.05,91.5,2.83,6.7,97,90,0,492.61,32.4,0.01,0.02,0.5,1274.3,11,0.091,1.07,585,8,1.3,0.62,0.6,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:15,gA032_strong_close_r1.3_sc0.7_gap1_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,1,1048,57.8,150.13,1.67,50.1,1.47,10.3,102,90,0,590.01,40.01,0.01,0.02,0.5,1150.13,9,0.038,1.03,728,8,1.3,0.7,0.4,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:19,gA033_strong_close_r1.3_sc0.7_gap1_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,1,928,51.5,248.57,2.76,82.8,2.44,9.1,102,90,0,574.79,40.23,0.01,0.01,0.5,1248.57,13,0.063,1.05,848,8,1.3,0.7,0.4,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:23,gA034_strong_close_r1.3_sc0.7_gap2_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,2,928,58.0,206.48,2.29,68.7,2.04,9.2,101,90,0,340.83,25.15,0.01,0.02,0.5,1206.48,7,0.051,1.05,617,8,1.3,0.7,0.4,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:27,gA035_strong_close_r1.3_sc0.7_gap2_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,2,838,52.9,301.28,3.35,100.5,2.98,8.3,101,90,0,350.39,27.99,0.01,0.01,0.5,1301.28,9,0.077,1.07,707,8,1.3,0.7,0.4,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:31,gA036_strong_close_r1.3_sc0.7_gap1_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,1,714,56.4,-113.48,-1.26,-37.8,-1.18,7.4,96,90,0,575.27,42.93,0.01,0.01,0.5,886.52,6,-0.018,0.97,526,8,1.3,0.7,0.6,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:35,gA037_strong_close_r1.3_sc0.7_gap1_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,1,634,51.9,296.76,3.3,99.0,3.06,6.5,97,90,0,491.01,30.93,0.01,0.01,0.5,1296.76,11,0.095,1.08,606,8,1.3,0.7,0.6,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:39,gA038_strong_close_r1.3_sc0.7_gap2_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,2,649,55.9,-113.7,-1.26,-37.8,-1.18,6.8,96,90,0,505.15,40.05,0.01,0.01,0.5,886.3,10,-0.021,0.97,495,8,1.3,0.7,0.6,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:43,gA039_strong_close_r1.3_sc0.7_gap2_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,2,589,52.3,350.44,3.89,116.7,3.61,6.1,97,90,0,363.11,23.82,0.01,0.02,0.5,1350.44,10,0.115,1.1,555,8,1.3,0.7,0.6,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:47,gA040_strong_close_r1.3_sc0.78_gap1_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,1,863,57.5,120.16,1.34,40.2,1.21,8.7,99,90,0,325.88,26.74,0.01,0.02,0.5,1120.16,10,0.038,1.03,626,8,1.3,0.78,0.4,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:51,gA041_strong_close_r1.3_sc0.78_gap1_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,1,773,52.0,164.0,1.82,54.6,1.69,8.0,97,90,0,464.24,34.79,0.01,0.01,0.5,1164.0,9,0.054,1.04,716,8,1.3,0.78,0.4,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:55,gA042_strong_close_r1.3_sc0.78_gap2_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,2,743,56.8,150.94,1.68,50.4,1.52,7.5,99,90,0,313.51,24.79,0.01,0.02,0.5,1150.94,11,0.049,1.04,580,8,1.3,0.78,0.4,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:55:58,gA043_strong_close_r1.3_sc0.78_gap2_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,2,683,52.4,341.66,3.8,114.0,3.45,6.9,99,90,0,406.89,29.08,0.01,0.02,0.5,1341.66,12,0.1,1.09,640,8,1.3,0.78,0.4,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:02,gA044_strong_close_r1.3_sc0.78_gap1_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,1,592,55.9,-249.7,-2.77,-83.1,-2.68,6.4,93,90,0,569.46,48.18,0.01,0.01,0.5,750.3,16,-0.075,0.92,475,8,1.3,0.78,0.6,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:06,gA045_strong_close_r1.3_sc0.78_gap1_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,1,542,50.6,-247.72,-2.75,-82.5,-2.69,5.9,92,90,0,749.8,59.58,0.01,0.01,0.5,752.28,10,-0.075,0.93,525,8,1.3,0.78,0.6,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:09,gA046_strong_close_r1.3_sc0.78_gap2_sl0.5_rr0.8,M5,strong_close,htf_trend,M15,circuit_breaker,2,567,56.6,39.07,0.43,12.9,0.43,6.3,90,90,0,543.47,38.53,0.01,0.01,0.5,1039.07,15,0.029,1.01,430,8,1.3,0.78,0.6,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:12,gA047_strong_close_r1.3_sc0.78_gap2_sl0.5_rr1.0,M5,strong_close,htf_trend,M15,circuit_breaker,2,527,52.9,298.07,3.31,99.3,3.35,5.9,89,90,0,528.26,34.57,0.01,0.01,0.5,1298.07,15,0.115,1.09,470,8,1.3,0.78,0.6,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:16,gA048_family_r1.3_sc0.62_gap1_sl0.5_rr0.8,M5,family,htf_trend,M15,circuit_breaker,1,1113,58.3,443.61,4.93,147.9,4.35,10.9,102,90,0,578.5,33.4,0.01,0.02,0.5,1443.61,15,0.075,1.08,688,8,1.3,0.62,0.5,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:21,gA049_family_r1.3_sc0.62_gap1_sl0.5_rr1.0,M5,family,htf_trend,M15,circuit_breaker,1,942,50.8,164.32,1.83,54.9,1.64,9.4,100,90,0,798.52,48.86,0.01,0.02,0.5,1164.32,18,0.047,1.03,859,8,1.3,0.62,0.5,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:24,gA050_family_r1.3_sc0.62_gap2_sl0.5_rr0.8,M5,family,htf_trend,M15,circuit_breaker,2,970,57.7,357.84,3.98,119.4,3.54,9.6,101,90,0,462.86,29.68,0.01,0.02,0.5,1357.84,8,0.073,1.07,627,8,1.3,0.62,0.5,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:28,gA051_family_r1.3_sc0.62_gap2_sl0.5_rr1.0,M5,family,htf_trend,M15,circuit_breaker,2,869,53.0,510.02,5.67,170.1,5.05,8.6,101,90,0,660.84,37.34,0.01,0.02,0.5,1510.02,9,0.106,1.1,728,8,1.3,0.62,0.5,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:32,gA052_family_r1.3_sc0.7_gap1_sl0.5_rr0.8,M5,family,htf_trend,M15,circuit_breaker,1,1045,58.4,502.15,5.58,167.4,4.97,10.3,101,90,0,311.25,19.68,0.01,0.02,0.5,1502.15,9,0.087,1.1,648,8,1.3,0.7,0.5,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:36,gA053_family_r1.3_sc0.7_gap1_sl0.5_rr1.0,M5,family,htf_trend,M15,circuit_breaker,1,924,53.2,855.87,9.51,285.3,8.47,9.1,101,90,0,506.56,25.62,0.01,0.03,0.5,1855.87,11,0.144,1.16,769,8,1.3,0.7,0.5,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:39,gA054_family_r1.3_sc0.7_gap2_sl0.5_rr0.8,M5,family,htf_trend,M15,circuit_breaker,2,919,57.9,220.43,2.45,73.5,2.18,9.1,101,90,0,507.68,33.77,0.01,0.02,0.5,1220.43,8,0.054,1.05,587,8,1.3,0.7,0.5,0.5,0.8,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:56:43,gA055_family_r1.3_sc0.7_gap2_sl0.5_rr1.0,M5,family,htf_trend,M15,circuit_breaker,2,828,54.0,638.11,7.09,212.7,6.38,8.3,100,90,0,440.17,26.75,0.01,0.02,0.5,1638.11,9,0.13,1.14,678,8,1.3,0.7,0.5,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:57:33,robust_gA003_60d,M5,engulfing,htf_trend,M15,circuit_breaker,1,228,55.7,217.78,3.63,108.9,4.03,4.2,54,60,0,195.49,18.41,0.01,0.01,0.5,1217.78,5,0.187,1.19,147,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:57:41,robust_gA003_120d,M5,engulfing,htf_trend,M15,circuit_breaker,1,428,53.5,672.44,5.6,168.0,6.28,4.0,107,120,0,220.14,18.88,0.01,0.02,0.5,1672.44,10,0.259,1.26,317,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:57:50,robust_gA003_150d,M5,engulfing,htf_trend,M15,circuit_breaker,1,535,53.5,715.78,4.77,143.1,5.38,4.0,133,150,0,220.14,18.27,0.01,0.02,0.5,1715.78,10,0.217,1.23,387,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:57:56,robust_gA053_60d,M5,family,htf_trend,M15,circuit_breaker,1,600,51.2,108.25,1.8,54.0,1.59,8.8,68,60,0,473.09,39.24,0.01,0.01,0.5,1108.25,11,0.05,1.03,519,8,1.3,0.7,0.5,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:58:04,robust_gA053_120d,M5,family,htf_trend,M15,circuit_breaker,1,1187,51.7,762.44,6.35,190.5,5.73,8.9,133,120,0,495.93,37.35,0.01,0.02,0.5,1762.44,11,0.114,1.1,1059,8,1.3,0.7,0.5,0.5,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-26 23:59:07,sanity_gA003,M5,engulfing,htf_trend,M15,circuit_breaker,1,131,61.1,269.84,8.99,269.7,9.3,4.5,29,30,0,103.29,10.08,0.01,0.01,0.5,1269.84,4,0.376,1.49,67,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-27 00:10:13,lot_risk0.5,M5,engulfing,htf_trend,M15,circuit_breaker,1,345,55.7,691.37,7.68,230.4,8.43,4.2,82,90,0,159.88,10.69,0.01,0.02,0.5,1691.37,7,0.318,1.36,227,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-27 00:10:22,lot_risk1,M5,engulfing,htf_trend,M15,circuit_breaker,1,345,55.7,604.78,6.72,201.6,7.38,4.2,82,90,0,278.49,18.96,0.01,0.03,1.0,1604.78,7,0.146,1.26,227,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-27 00:10:30,lot_risk2,M5,engulfing,htf_trend,M15,circuit_breaker,1,345,55.7,887.21,9.86,295.8,10.82,4.2,82,90,0,343.22,25.45,0.01,0.07,2.0,1887.21,7,0.103,1.23,227,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-27 00:10:39,lot_risk5,M5,engulfing,htf_trend,M15,circuit_breaker,1,345,55.7,2297.65,25.53,765.9,28.02,4.2,82,90,0,847.3,53.16,0.01,0.28,5.0,3297.65,7,0.094,1.23,227,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-27 00:10:47,lot_risk10,M5,engulfing,htf_trend,M15,circuit_breaker,1,345,55.7,3587.64,39.86,1195.8,43.75,4.2,82,90,1,1803.04,85.16,0.01,0.89,10.0,4587.64,7,0.094,1.19,227,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-27 00:10:55,lot_risk20,M5,engulfing,htf_trend,M15,circuit_breaker,1,345,55.7,1439.22,15.99,479.7,17.55,4.2,82,90,2,2385.16,100.16,0.01,1.25,20.0,2439.22,7,0.134,1.08,227,8,1.0,0.7,0.5,0.8,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-27 00:18:21,widesl_risk0.5,M5,engulfing,htf_trend,M15,circuit_breaker,1,325,55.7,705.32,7.84,235.2,9.16,4.2,77,90,0,148.27,11.2,0.01,0.01,0.5,1705.32,8,0.35,1.32,247,8,1.0,0.7,0.5,1.2,1.0,50,3,10,"[('14:00', '23:00')]"
2026-06-27 00:18:28,widesl_risk1,M5,engulfing,htf_trend,M15,circuit_breaker,1,325,55.7,750.44,8.34,250.2,9.75,4.2,77,90,0,158.11,11.2,0.01,0.02,1.0,1750.44,8,0.184,1.31,247,8,1.0,0.7,0.5,1.2,1.0,50,3,10,"[('14:00', '23:00')]"
