timestamp,label,entry_tf,breakout_lookback,volume_surge_mult,volume_sma_period,min_breakout_atr,sl_atr_mult,tp_rr,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 07:19:37,smoke_baseline,M5,12,1.5,20,0.1,1.2,1.0,0.5,73,49.3,0.12,3.6,13.81,1.02,41.5,6,0.013,1011.17
2026-06-27 07:27:10,validate_top_90d,M5,8,2.0,20,0.15,0.8,1.0,0.5,26,76.9,1.89,56.7,3.75,2.71,70.6,2,0.632,1170.03
2026-06-27 07:27:17,validate_top_150d,M5,8,2.0,20,0.15,0.8,1.0,0.5,32,75.0,0.89,26.7,5.97,2.33,66.7,3,0.386,1133.46
2026-06-27 07:27:54,validate_60d,M5,8,2.0,20,0.15,0.8,1.0,0.5,14,85.7,2.2,66.0,1.44,6.01,77.8,1,0.893,1131.87
2026-06-27 07:27:59,validate_120d,M5,8,2.0,20,0.15,0.8,1.0,0.5,21,76.2,0.88,26.4,6.13,2.31,66.7,3,0.387,1105.9
2026-06-27 07:28:08,validate_180d,M5,8,2.0,20,0.15,0.8,1.0,0.5,37,73.0,0.89,26.7,5.82,2.41,65.4,3,0.392,1160.84
