days,date,total
550,2025-06-24,5685.74829
550,2025-06-25,3547.95837
550,2025-06-26,947.75427
550,2025-06-27,860.74482
550,2025-06-28,0.0
550,2025-06-30,562.28679
550,2025-07-01,3336.65346
550,2025-07-02,1389.33903
550,2025-07-03,-968.97829
550,2025-07-04,-544.06343
550,2025-07-07,3679.11493
550,2025-07-08,776.80797
550,2025-07-09,-672.201
550,2025-07-10,-318.38659
550,2025-07-11,-294.32774
550,2025-07-14,0.00593
550,2025-07-15,-999.9954
550,2025-07-16,-875.74173
550,2025-07-17,2293.63601
550,2025-07-18,4049.26975
550,2025-07-21,3637.26985
550,2025-07-22,-887.52572
550,2025-07-23,-999.99827
550,2025-07-24,2312.53737
550,2025-07-25,1794.7148
550,2025-07-28,2285.02912
550,2025-07-29,756.66824
550,2025-07-30,4389.78915
550,2025-07-31,410.4836
550,2025-08-01,-952.98774
550,2025-08-04,2298.35636
550,2025-08-05,5498.74014
550,2025-08-06,2841.99921
550,2025-08-07,-832.98455
550,2025-08-08,0.25443
550,2025-08-11,-597.8593
550,2025-08-12,-984.21548
550,2025-08-13,-962.24122
550,2025-08-14,2237.21743
550,2025-08-15,4832.69524
550,2025-08-18,1226.22614
550,2025-08-19,6344.91486
550,2025-08-20,590.56631
550,2025-08-21,-396.18039
550,2025-08-22,5180.19556
550,2025-08-25,-999.99722
550,2025-08-26,2348.74374
550,2025-08-27,9471.6272
550,2025-08-28,-999.99609
550,2025-08-29,7803.05516
550,2025-09-01,-648.48611
550,2025-09-02,-999.99434
550,2025-09-03,2434.95166
550,2025-09-04,690.5692
550,2025-09-05,2202.16163
550,2025-09-08,-999.99905
550,2025-09-09,-999.99687
550,2025-09-10,-999.99986
550,2025-09-11,5131.28055
550,2025-09-12,1636.14482
550,2025-09-15,-545.85387
550,2025-09-16,1762.84558
550,2025-09-17,2197.70278
550,2025-09-18,-788.1192
550,2025-09-19,643.86427
550,2025-09-22,-999.99478
550,2025-09-23,-288.11258
550,2025-09-24,-690.18181
550,2025-09-25,805.52183
550,2025-09-26,-388.11731
550,2025-09-29,1968.03998
550,2025-09-30,1615.01111
550,2025-10-01,1381.97266
550,2025-10-02,5666.96453
550,2025-10-03,1737.59555
550,2025-10-06,171.78705
550,2025-10-07,-200.45092
550,2025-10-08,1335.03564
550,2025-10-09,657.2802
550,2025-10-10,560.66933
550,2025-10-13,9867.08451
550,2025-10-14,12.98101
550,2025-10-15,884.30456
550,2025-10-16,601.30346
550,2025-10-17,2394.36408
550,2025-10-20,41.20243
550,2025-10-21,1771.88638
550,2025-10-22,-91.87612
550,2025-10-23,360.40396
550,2025-10-24,-906.96958
550,2025-10-27,1166.07512
550,2025-10-28,10273.13328
550,2025-10-29,60.4693
550,2025-10-30,481.68033
550,2025-10-31,-718.52123
550,2025-11-03,1985.41957
550,2025-11-04,1344.54023
550,2025-11-05,122.32334
550,2025-11-06,4194.54165
550,2025-11-07,2520.52782
550,2025-11-10,-830.07104
550,2025-11-11,1418.95499
550,2025-11-12,-25.86921
550,2025-11-13,1149.5538
550,2025-11-14,-20.94801
550,2025-11-17,-308.35841
550,2025-11-18,4706.52524
550,2025-11-19,-999.99627
550,2025-11-20,1306.58748
550,2025-11-21,253.70009
550,2025-11-24,346.09403
550,2025-11-25,-334.40418
550,2025-11-26,2083.99699
550,2025-11-27,6161.89846
550,2025-11-28,-837.42009
550,2025-12-01,664.53255
550,2025-12-02,-744.5897
550,2025-12-03,-761.71528
550,2025-12-04,-999.98958
550,2025-12-05,228.46911
550,2025-12-08,1471.94116
550,2025-12-09,4564.59004
550,2025-12-10,13016.41607
550,2025-12-11,3317.80985
550,2025-12-12,538.40521
550,2025-12-15,343.34949
550,2025-12-16,-320.84277
550,2025-12-17,1869.08747
550,2025-12-18,-954.9783
550,2025-12-19,2595.68335
550,2025-12-22,2282.24269
550,2025-12-23,2213.87854
550,2025-12-24,3396.22062
550,2025-12-26,1680.2095
550,2025-12-29,1961.82337
550,2025-12-30,-999.99689
550,2025-12-31,-999.96537
550,2026-01-02,1076.81664
550,2026-01-05,1515.23403
550,2026-01-06,2919.87244
550,2026-01-07,-983.30377
550,2026-01-08,1786.81132
550,2026-01-09,1143.24056
550,2026-01-12,3293.88402
550,2026-01-13,-999.9983
550,2026-01-14,-652.63826
550,2026-01-15,1646.54002
550,2026-01-16,705.13827
550,2026-01-19,6137.79599
550,2026-01-20,-670.65435
550,2026-01-21,1312.12622
550,2026-01-22,-999.99664
550,2026-01-23,-179.56824
550,2026-01-26,0.0
550,2026-01-27,3845.9346
550,2026-01-28,-999.99792
550,2026-01-29,-566.37284
550,2026-01-30,7078.8809
550,2026-02-02,0.0
550,2026-02-03,-310.72992
550,2026-02-04,-999.97856
550,2026-02-05,432.01509
550,2026-02-06,10341.67848
550,2026-02-09,-172.81333
550,2026-02-10,1296.69274
550,2026-02-11,-307.33986
550,2026-02-12,476.31668
550,2026-02-13,6834.46251
550,2026-02-16,-344.07158
550,2026-02-17,1233.3352
550,2026-02-18,2837.45494
550,2026-02-19,2390.85742
550,2026-02-20,267.52511
550,2026-02-23,-999.99457
550,2026-02-24,14367.98838
550,2026-02-25,336.81899
550,2026-02-26,766.22869
550,2026-02-27,-776.18154
550,2026-03-02,22.18583
550,2026-03-03,13441.75636
550,2026-03-04,369.4968
550,2026-03-05,8778.93774
550,2026-03-06,4423.21011
550,2026-03-09,856.76769
550,2026-03-10,-350.66857
550,2026-03-11,1947.55966
550,2026-03-12,179.16035
550,2026-03-13,328.41564
550,2026-03-16,1133.50553
550,2026-03-17,3020.28474
550,2026-03-18,1925.56839
550,2026-03-19,-342.214
550,2026-03-20,-610.37665
550,2026-03-23,0.0
550,2026-03-24,-999.99842
550,2026-03-25,57.01491
550,2026-03-26,5142.98308
550,2026-03-27,-116.38644
550,2026-03-30,-999.99744
550,2026-03-31,-643.06
550,2026-04-01,0.0
550,2026-04-02,0.0
550,2026-04-06,-999.99666
550,2026-04-07,5708.59696
550,2026-04-08,1997.4027
550,2026-04-09,347.33464
550,2026-04-10,748.18674
550,2026-04-13,1686.9214
550,2026-04-14,892.11377
550,2026-04-15,1469.47264
550,2026-04-16,6475.46422
550,2026-04-17,-777.43171
550,2026-04-20,14.99818
550,2026-04-21,3145.87472
550,2026-04-22,-770.52963
550,2026-04-23,-846.38313
550,2026-04-24,904.44958
550,2026-04-27,89.78035
550,2026-04-28,3431.31772
550,2026-04-29,-421.97749
550,2026-04-30,-999.99744
550,2026-05-01,14767.27253
550,2026-05-04,1605.18819
550,2026-05-05,965.44018
550,2026-05-06,1461.93615
550,2026-05-07,777.47514
550,2026-05-08,-494.08027
550,2026-05-11,-999.99662
550,2026-05-12,327.26579
550,2026-05-13,473.68152
550,2026-05-14,-475.83711
550,2026-05-15,3002.2048
550,2026-05-18,434.01046
550,2026-05-19,6124.52464
550,2026-05-20,-824.52465
550,2026-05-21,1874.03092
550,2026-05-22,3520.53363
550,2026-05-25,2622.57561
550,2026-05-26,7091.72496
550,2026-05-27,2360.33071
550,2026-05-28,1775.78307
550,2026-05-29,1399.3633
550,2026-06-01,628.52084
550,2026-06-02,487.72418
550,2026-06-03,-643.09015
550,2026-06-04,1876.60953
550,2026-06-05,-637.7588
550,2026-06-08,3534.77706
550,2026-06-09,-999.98506
550,2026-06-10,1428.0003
550,2026-06-11,1556.43161
550,2026-06-12,-455.82339
550,2026-06-15,-999.99557
550,2026-06-16,994.55047
550,2026-06-17,464.66903
550,2026-06-18,-847.57252
550,2026-06-19,-206.78598
550,2026-06-22,3184.91589
550,2026-06-23,-209.15182
550,2026-06-24,-123.36614
550,2026-06-25,880.11196
550,2026-06-26,558.78462
550,2026-06-29,1183.21936
550,2026-06-30,-999.94802
550,2026-07-01,-0.67772
550,2026-07-02,2319.50304
550,2026-07-03,-465.10672
550,2026-07-06,-849.26369
550,2026-07-07,5974.78087
