signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-20T13:30:00+07:00,2026-05-20T13:50:00+07:00,BUY,4466.75,4461.48,4477.29,BE,-0.2,S115 Bull FTR,"BUY BOS through 4470.70; FVG=1.11ATR, BOS volume=1.04x; 4-bar FTR volume contracted to 0.78x before first closed continuation"
2026-05-25T22:20:00+07:00,2026-05-25T23:05:00+07:00,BUY,4566.63,4563.93,4572.03,BE,-0.2,S115 Bull FTR,"BUY BOS through 4565.57; FVG=0.60ATR, BOS volume=1.18x; 2-bar FTR volume contracted to 0.77x before first closed continuation"
2026-05-27T21:25:00+07:00,2026-05-27T21:35:00+07:00,SELL,4422.25,4432.73,4401.29,BE,-0.2,S115 Bear FTR,"SELL BOS through 4427.52; FVG=0.88ATR, BOS volume=1.48x; 2-bar FTR volume contracted to 0.90x before first closed continuation"
2026-05-28T15:15:00+07:00,2026-05-28T15:45:00+07:00,BUY,4386.43,4383.08,4393.13,BE,-0.2,S115 Bull FTR,"BUY BOS through 4385.48; FVG=0.41ATR, BOS volume=1.12x; 1-bar FTR volume contracted to 0.68x before first closed continuation"
2026-07-07T16:25:00+07:00,2026-07-07T16:35:00+07:00,BUY,4133.78,4129.54,4142.26,BE,-0.2,S115 Bull FTR,"BUY BOS through 4133.56; FVG=0.92ATR, BOS volume=1.33x; 1-bar FTR volume contracted to 0.75x before first closed continuation"
2026-07-15T13:25:00+07:00,2026-07-15T13:30:00+07:00,SELL,4028.63,4030.1,4025.69,TP,2.74,S115 Bear FTR,"SELL BOS through 4028.18; FVG=0.27ATR, BOS volume=1.09x; 1-bar FTR volume contracted to 0.78x before first closed continuation"
