timestamp,rank,mode,label,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_dd,skipped,min_trades,days,trades,day,pf,streak,window_worst_day
2026-07-03 11:00:14,1,scout,M5_continuation_body_mb0.12_mr0.9_wb1.2_wr0.35_tl14_tm1_sl0.35_rr1,"(1, 1, 1.439, 1.439, 1.713357, -3, -23.58)",1.44,1.44,1.713,3,-23.58,0.02,4.89,20,72,90,72,1.44,1.713,3,-23.58
2026-07-03 11:00:14,2,scout,M5_continuation_body_mb0.12_mr0.9_wb0.8_wr0.35_tl14_tm1.8_sl0.2_rr1,"(1, 1, 0.327444, 0.327444, 1.17853, -3, -23.75)",0.33,0.33,1.179,3,-23.75,0.02,5.7,26,60,90,60,0.33,1.179,3,-23.75
2026-07-03 11:00:14,3,scout,M5_continuation_body_mb0.12_mr0.9_wb0.8_wr0.35_tl14_tm1.8_sl0.35_rr1,"(1, 1, 0.044333, 0.044333, 1.019364, -3, -19.85)",0.04,0.04,1.019,3,-19.85,0.01,8.96,20,66,90,66,0.04,1.019,3,-19.85
2026-07-03 11:00:14,4,scout,M5_continuation_body_mb0.12_mr0.9_wb0.8_wr0.35_tl14_tm1.8_sl0.35_rr1.4,"(1, 1, -0.092, -0.092, 0.956467, -3, -24.2)",-0.09,-0.09,0.956,3,-24.2,0.01,9.16,30,56,90,56,-0.09,0.956,3,-24.2
2026-07-03 11:00:14,5,scout,M5_continuation_body_mb0.12_mr0.6_wb1.2_wr0.35_tl24_tm1_sl0.35_rr1,"(0, 1, 1.183778, 1.183778, 1.364901, -4, -34.33)",1.18,1.18,1.365,4,-34.33,0.02,10.69,70,109,90,109,1.18,1.365,4,-34.33
2026-07-03 11:00:14,6,scout,M5_continuation_body_mb0.12_mr0.6_wb1.2_wr0.35_tl14_tm1_sl0.35_rr1,"(0, 1, 1.103111, 1.103111, 1.433083, -5, -23.85)",1.1,1.1,1.433,5,-23.85,0.02,8.62,60,84,90,84,1.1,1.433,5,-23.85
2026-07-03 11:00:14,7,scout,M5_continuation_body_mb0.12_mr0.9_wb1.2_wr0.35_tl24_tm1.8_sl0.35_rr1,"(0, 1, 0.612444, 0.612444, 1.285685, -6, -29.1)",0.61,0.61,1.286,6,-29.1,0.01,7.26,23,62,90,62,0.61,1.286,6,-29.1
2026-07-03 11:00:14,8,scout,M5_continuation_body_mb0.12_mr0.9_wb1.2_wr0.35_tl14_tm1.8_sl0.35_rr1,"(0, 1, 0.316333, 0.316333, 1.206529, -5, -20.6)",0.32,0.32,1.207,5,-20.6,0.01,7.6,20,35,90,35,0.32,1.207,5,-20.6
2026-07-03 11:00:14,9,scout,M5_continuation_body_mb0.12_mr0.6_wb1.2_wr0.35_tl14_tm1.8_sl0.35_rr1,"(0, 1, 0.261333, 0.261333, 1.136364, -5, -34.86)",0.26,0.26,1.136,5,-34.86,0.02,9.59,40,48,90,48,0.26,1.136,5,-34.86
2026-07-03 11:00:14,10,scout,M5_continuation_body_mb0.12_mr0.9_wb1.2_wr0.35_tl14_tm1.8_sl0.35_rr1.4,"(0, 1, 0.129222, 0.129222, 1.086468, -5, -20.6)",0.13,0.13,1.086,5,-20.6,0.01,7.51,20,35,90,35,0.13,1.086,5,-20.6
2026-07-03 11:00:14,11,scout,M5_reversal_body_mb0.12_mr0.6_wb1.2_wr0.35_tl14_tm1_sl0.35_rr1,"(0, 1, 0.089778, 0.089778, 1.034868, -5, -26.86)",0.09,0.09,1.035,5,-26.86,0.02,12.23,70,107,90,107,0.09,1.035,5,-26.86
2026-07-03 11:00:14,12,scout,M5_continuation_body_mb0.12_mr0.9_wb1.2_wr0.35_tl14_tm1.8_sl0.2_rr1.4,"(0, 1, 0.073111, 0.073111, 1.050387, -5, -22.19)",0.07,0.07,1.05,5,-22.19,0.01,6.98,20,35,90,35,0.07,1.05,5,-22.19
2026-07-03 11:00:14,13,scout,M5_continuation_body_mb0.12_mr0.9_wb1.2_wr0.35_tl24_tm1_sl0.35_rr1,"(0, 1, 0.028556, 0.028556, 1.010923, -5, -24.14)",0.03,0.03,1.011,5,-24.14,0.01,10.61,33,81,90,81,0.03,1.011,5,-24.14
2026-07-03 11:00:14,14,scout,M5_reversal_body_mb0.12_mr0.6_wb0.8_wr0.35_tl24_tm1_sl0.2_rr1,"(0, 1, -0.422889, -0.422889, 0.893556, -5, -34.38)",-0.42,-0.42,0.894,5,-34.38,0.02,13.9,118,165,90,165,-0.42,0.894,5,-34.38
2026-07-03 11:00:14,15,scout,M5_reversal_body_mb0.12_mr0.6_wb0.8_wr0.35_tl24_tm1_sl0.35_rr1,"(0, 1, -0.580778, -0.580778, 0.869752, -5, -38.0)",-0.58,-0.58,0.87,5,-38.0,0.02,15.69,108,175,90,175,-0.58,0.87,5,-38.0
2026-07-03 11:00:14,16,scout,M5_reversal_body_mb0.12_mr0.6_wb1.2_wr0.35_tl24_tm1_sl0.35_rr1,"(0, 1, -0.671111, -0.671111, 0.788226, -8, -26.86)",-0.67,-0.67,0.788,8,-26.86,0.02,12.36,70,115,90,115,-0.67,0.788,8,-26.86
