signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-19T19:20:00+07:00,2026-01-19T19:30:00+07:00,SELL,4670.71,4672.42,4658.82,BE,-0.2,S418 SELL ICT Confluence 7R score=40,concepts=FVG+OB buy=0 sell=40
2026-01-19T19:35:00+07:00,2026-01-19T19:45:00+07:00,SELL,4671.69,4673.81,4656.21,BE,-0.2,S418 SELL ICT Confluence 7R score=60,concepts=FVG+OB+SWEEP buy=0 sell=60
2026-01-19T19:50:00+07:00,2026-01-19T20:00:00+07:00,SELL,4670.78,4674.11,4647.79,BE,-0.2,S418 SELL ICT Confluence 7R score=40,concepts=FVG+OB buy=0 sell=40
2026-01-19T20:05:00+07:00,2026-01-19T20:15:00+07:00,SELL,4670.74,4674.09,4646.89,BE,-0.2,S418 SELL ICT Confluence 7R score=40,concepts=FVG+OB buy=0 sell=40
2026-01-19T20:20:00+07:00,2026-01-19T20:30:00+07:00,SELL,4670.74,4674.08,4647.28,BE,-0.2,S418 SELL ICT Confluence 7R score=40,concepts=FVG+OB buy=0 sell=40
2026-01-19T22:40:00+07:00,2026-01-19T22:45:00+07:00,SELL,4670.32,4671.53,4662.01,SL,-1.41,S418 SELL ICT Confluence 7R score=40,concepts=FVG+SWEEP buy=0 sell=40
2026-01-20T18:50:00+07:00,2026-01-20T19:05:00+07:00,SELL,4730.89,4735.59,4698.47,BE,-0.2,S418 SELL ICT Confluence 7R score=40,concepts=OB+SWEEP buy=0 sell=40
2026-01-21T15:25:00+07:00,2026-01-21T16:20:00+07:00,SELL,4866.72,4870.28,4842.84,BE,-0.2,S418 SELL ICT Confluence 7R score=40,concepts=FVG+SWEEP buy=0 sell=40
2026-01-21T16:30:00+07:00,2026-01-21T18:25:00+07:00,SELL,4869.29,4877.76,4809.84,BE,-0.2,S418 SELL ICT Confluence 7R score=40,concepts=FVG+SWEEP buy=0 sell=40
2026-01-21T18:45:00+07:00,2026-01-21T19:15:00+07:00,BUY,4860.82,4854.89,4902.25,BE,-0.2,S418 BUY ICT Confluence 7R score=40,concepts=OB+SWEEP buy=40 sell=0
