timestamp,label,trades,wr,total_pnl,avg_per_day_span,avg_per_day_active,n_days_with_trades,span_days,days_hit_1000,max_dd_usd,max_dd_pct,lot_min,lot_max,risk_pct,final_equity,max_consec_loss,avg_r_multiple,profit_factor,swing_lookback,sweep_min_pierce_atr,rejection_wick_pct,rsi_overbought,rsi_oversold,sl_atr_mult,tp_rr,trend_filter
2026-06-26 20:01:04,grid009_lb15_p0.05_w0.45_ob62.0_sl0.6_rr1.0_against,212,51.4,-0.52,-0.01,-0.01,60,60,0,193.37,16.74,0.01,0.03,1.0,999.48,9,0.008,1.0,15,0.05,0.45,62.0,38.0,0.6,1.0,against
2026-06-26 20:01:06,grid010_lb15_p0.05_w0.45_ob62.0_sl0.6_rr1.5_none,219,41.1,-59.33,-0.99,-0.96,62,60,0,324.79,26.63,0.01,0.03,1.0,940.67,10,-0.016,0.96,15,0.05,0.45,62.0,38.0,0.6,1.5,none
2026-06-26 20:01:07,grid011_lb15_p0.05_w0.45_ob62.0_sl0.6_rr1.5_against,212,41.5,-1.62,-0.03,-0.03,62,60,0,331.9,26.1,0.01,0.03,1.0,998.38,10,0.011,1.0,15,0.05,0.45,62.0,38.0,0.6,1.5,against
2026-06-26 20:01:09,grid012_lb15_p0.05_w0.45_ob62.0_sl0.6_rr2.0_none,219,35.6,35.0,0.58,0.57,61,60,0,446.58,33.34,0.01,0.03,1.0,1035.0,10,0.031,1.02,15,0.05,0.45,62.0,38.0,0.6,2.0,none
2026-06-26 20:01:11,grid013_lb15_p0.05_w0.45_ob62.0_sl0.6_rr2.0_against,212,35.8,124.21,2.07,2.04,61,60,0,429.69,30.57,0.01,0.04,1.0,1124.21,10,0.071,1.07,15,0.05,0.45,62.0,38.0,0.6,2.0,against
2026-06-26 20:01:12,grid014_lb15_p0.05_w0.45_ob62.0_sl0.6_rr2.5_none,219,28.3,-242.01,-4.03,-3.9,62,60,0,622.31,52.33,0.01,0.03,1.0,757.99,17,-0.101,0.88,15,0.05,0.45,62.0,38.0,0.6,2.5,none
2026-06-26 20:01:14,grid015_lb15_p0.05_w0.45_ob62.0_sl0.6_rr2.5_against,212,28.8,-185.2,-3.09,-3.04,61,60,0,596.55,48.24,0.01,0.03,1.0,814.8,17,-0.073,0.9,15,0.05,0.45,62.0,38.0,0.6,2.5,against
2026-06-26 20:01:16,grid016_lb15_p0.05_w0.55_ob62.0_sl0.6_rr1.0_none,148,53.4,80.26,1.34,1.49,54,60,0,130.59,11.25,0.01,0.03,1.0,1080.26,5,0.06,1.09,15,0.05,0.55,62.0,38.0,0.6,1.0,none
2026-06-26 20:01:18,grid017_lb15_p0.05_w0.55_ob62.0_sl0.6_rr1.0_against,143,53.1,56.32,0.94,1.04,54,60,0,142.92,12.41,0.01,0.03,1.0,1056.32,5,0.046,1.06,15,0.05,0.55,62.0,38.0,0.6,1.0,against
2026-06-26 20:01:20,grid018_lb15_p0.05_w0.55_ob62.0_sl0.6_rr1.5_none,148,42.6,36.54,0.61,0.65,56,60,0,216.16,17.55,0.01,0.03,1.0,1036.54,6,0.036,1.03,15,0.05,0.55,62.0,38.0,0.6,1.5,none
2026-06-26 20:01:21,grid019_lb15_p0.05_w0.55_ob62.0_sl0.6_rr1.5_against,143,42.7,64.5,1.08,1.15,56,60,0,231.97,18.18,0.01,0.04,1.0,1064.5,6,0.055,1.06,15,0.05,0.55,62.0,38.0,0.6,1.5,against
2026-06-26 20:01:23,grid020_lb15_p0.05_w0.55_ob62.0_sl0.6_rr2.0_none,148,37.2,136.05,2.27,2.47,55,60,0,269.18,20.09,0.01,0.04,1.0,1136.05,11,0.101,1.11,15,0.05,0.55,62.0,38.0,0.6,2.0,none
2026-06-26 20:01:25,grid021_lb15_p0.05_w0.55_ob62.0_sl0.6_rr2.0_against,143,37.1,161.46,2.69,2.94,55,60,0,272.66,19.92,0.01,0.04,1.0,1161.46,12,0.12,1.13,15,0.05,0.55,62.0,38.0,0.6,2.0,against
2026-06-26 20:01:40,grid000_lb15_p0.05_w0.35_ob62.0_sl0.6_rr1.0_none,273,50.2,-141.25,-2.35,-2.28,62,60,0,304.66,27.27,0.01,0.04,1.0,858.75,10,-0.046,0.92,15,0.05,0.35,62.0,38.0,0.6,1.0,none
2026-06-26 20:01:42,grid001_lb15_p0.05_w0.35_ob62.0_sl0.6_rr1.0_against,265,50.6,-119.01,-1.98,-1.92,62,60,0,283.63,25.23,0.01,0.04,1.0,880.99,10,-0.039,0.93,15,0.05,0.35,62.0,38.0,0.6,1.0,against
2026-06-26 20:01:44,grid002_lb15_p0.05_w0.35_ob62.0_sl0.6_rr1.5_none,273,40.7,-175.65,-2.93,-2.74,64,60,0,394.84,33.34,0.01,0.04,1.0,824.35,11,-0.058,0.91,15,0.05,0.35,62.0,38.0,0.6,1.5,none
2026-06-26 20:01:46,grid003_lb15_p0.05_w0.35_ob62.0_sl0.6_rr1.5_against,265,41.1,-76.57,-1.28,-1.2,64,60,0,362.4,28.61,0.01,0.04,1.0,923.43,11,-0.018,0.96,15,0.05,0.35,62.0,38.0,0.6,1.5,against
2026-06-26 20:01:48,grid004_lb15_p0.05_w0.35_ob62.0_sl0.6_rr2.0_none,273,35.2,-106.92,-1.78,-1.7,63,60,0,547.31,40.58,0.01,0.04,1.0,893.08,13,-0.025,0.95,15,0.05,0.35,62.0,38.0,0.6,2.0,none
2026-06-26 20:01:49,grid005_lb15_p0.05_w0.35_ob62.0_sl0.6_rr2.0_against,265,35.5,19.47,0.32,0.31,63,60,0,531.5,37.27,0.01,0.04,1.0,1019.47,11,0.023,1.01,15,0.05,0.35,62.0,38.0,0.6,2.0,against
2026-06-26 20:01:51,grid006_lb15_p0.05_w0.35_ob62.0_sl0.6_rr2.5_none,273,27.5,-373.14,-6.22,-5.74,65,60,0,799.35,66.22,0.01,0.03,1.0,626.86,18,-0.139,0.84,15,0.05,0.35,62.0,38.0,0.6,2.5,none
