timestamp,rank,label,w_s63,w_s69,w_s64,score,min_pf,avg_pf,avg_day,avg_month,avg_sharpe,max_streak,days,trades,trade_units,fixed_per_day,fixed_per_month,fixed_pf,sharpe_like,max_losing_day_streak,by_leg
2026-07-02 22:24:36,4,S631_S692.5,1.0,2.5,0.0,"(1, 1.982, 0.3563, 4.17, -3)",1.982,2.132,4.17,125.07,0.356,3,180,95,116.0,3.73,111.89,1.982,0.302,3,S63:341.62;S69:329.73
2026-07-02 22:24:36,5,S631_S692,1.0,2.0,0.0,"(1, 1.928, 0.3488, 3.8, -3)",1.928,2.08,3.8,114.07,0.349,3,90,51,60.0,4.87,146.12,2.352,0.431,3,S63:284.20;S69:154.16
2026-07-02 22:24:36,5,S631_S692,1.0,2.0,0.0,"(1, 1.928, 0.3488, 3.8, -3)",1.928,2.08,3.8,114.07,0.349,3,120,62,72.0,3.73,112.05,2.029,0.345,3,S63:268.98;S69:179.22
2026-07-02 22:24:36,5,S631_S692,1.0,2.0,0.0,"(1, 1.928, 0.3488, 3.8, -3)",1.928,2.08,3.8,114.07,0.349,3,150,76,86.0,3.24,97.22,2.011,0.32,3,S63:306.89;S69:179.22
2026-07-02 22:24:36,5,S631_S692,1.0,2.0,0.0,"(1, 1.928, 0.3488, 3.8, -3)",1.928,2.08,3.8,114.07,0.349,3,180,95,109.0,3.36,100.9,1.928,0.299,3,S63:341.62;S69:263.78
2026-07-02 22:24:36,6,S631_S640.25_S693,1.0,3.0,0.25,"(1, 1.918, 0.3093, 5.0375, -3)",1.918,2.009,5.037,151.1,0.309,3,90,92,79.25,6.21,186.38,2.175,0.355,3,S63:284.20;S64:43.69;S69:231.24
2026-07-02 22:24:36,6,S631_S640.25_S693,1.0,3.0,0.25,"(1, 1.918, 0.3093, 5.0375, -3)",1.918,2.009,5.037,151.1,0.309,3,120,111,94.25,5.13,153.83,2.005,0.324,3,S63:268.98;S64:77.49;S69:268.83
2026-07-02 22:24:36,6,S631_S640.25_S693,1.0,3.0,0.25,"(1, 1.918, 0.3093, 5.0375, -3)",1.918,2.009,5.037,151.1,0.309,3,150,132,110.0,4.25,127.38,1.938,0.295,3,S63:306.89;S64:61.16;S69:268.83
2026-07-02 22:24:36,6,S631_S640.25_S693,1.0,3.0,0.25,"(1, 1.918, 0.3093, 5.0375, -3)",1.918,2.009,5.037,151.1,0.309,3,180,164,140.25,4.56,136.82,1.918,0.263,3,S63:341.62;S64:83.63;S69:395.67
2026-07-02 22:24:36,7,S631_S640.25_S692.5,1.0,2.5,0.25,"(1, 1.875, 0.3082, 4.6675, -3)",1.875,1.966,4.668,140.1,0.308,3,90,92,74.75,5.78,173.53,2.136,0.355,3,S63:284.20;S64:43.69;S69:192.70
2026-07-02 22:24:36,7,S631_S640.25_S692.5,1.0,2.5,0.25,"(1, 1.875, 0.3082, 4.6675, -3)",1.875,1.966,4.668,140.1,0.308,3,120,111,89.25,4.75,142.63,1.959,0.321,3,S63:268.98;S64:77.49;S69:224.03
2026-07-02 22:24:36,7,S631_S640.25_S692.5,1.0,2.5,0.25,"(1, 1.875, 0.3082, 4.6675, -3)",1.875,1.966,4.668,140.1,0.308,3,150,132,105.0,3.95,118.42,1.895,0.293,3,S63:306.89;S64:61.16;S69:224.03
2026-07-02 22:24:36,7,S631_S640.25_S692.5,1.0,2.5,0.25,"(1, 1.875, 0.3082, 4.6675, -3)",1.875,1.966,4.668,140.1,0.308,3,180,164,133.25,4.19,125.83,1.875,0.264,3,S63:341.62;S64:83.63;S69:329.73
2026-07-02 22:24:36,8,S631_S691.5,1.0,1.5,0.0,"(1, 1.869, 0.3367, 3.435, -3)",1.869,2.023,3.435,103.07,0.337,3,90,51,55.5,4.44,133.27,2.304,0.42,3,S63:284.20;S69:115.62
2026-07-02 22:24:36,8,S631_S691.5,1.0,1.5,0.0,"(1, 1.869, 0.3367, 3.435, -3)",1.869,2.023,3.435,103.07,0.337,3,120,62,67.0,3.36,100.85,1.965,0.328,3,S63:268.98;S69:134.42
2026-07-02 22:24:36,8,S631_S691.5,1.0,1.5,0.0,"(1, 1.869, 0.3367, 3.435, -3)",1.869,2.023,3.435,103.07,0.337,3,150,76,81.0,2.94,88.26,1.953,0.307,3,S63:306.89;S69:134.42
2026-07-02 22:24:36,8,S631_S691.5,1.0,1.5,0.0,"(1, 1.869, 0.3367, 3.435, -3)",1.869,2.023,3.435,103.07,0.337,3,180,95,102.0,3.0,89.91,1.869,0.292,3,S63:341.62;S69:197.83
2026-07-02 22:24:36,9,S631_S640.25_S692,1.0,2.0,0.25,"(1, 1.829, 0.3053, 4.305, -3)",1.829,1.921,4.305,129.1,0.305,3,90,92,70.25,5.36,160.68,2.095,0.353,3,S63:284.20;S64:43.69;S69:154.16
2026-07-02 22:24:36,9,S631_S640.25_S692,1.0,2.0,0.25,"(1, 1.829, 0.3053, 4.305, -3)",1.829,1.921,4.305,129.1,0.305,3,120,111,84.25,4.38,131.42,1.911,0.315,3,S63:268.98;S64:77.49;S69:179.22
2026-07-02 22:24:36,9,S631_S640.25_S692,1.0,2.0,0.25,"(1, 1.829, 0.3053, 4.305, -3)",1.829,1.921,4.305,129.1,0.305,3,150,132,100.0,3.65,109.46,1.85,0.288,3,S63:306.89;S64:61.16;S69:179.22
2026-07-02 22:24:36,9,S631_S640.25_S692,1.0,2.0,0.25,"(1, 1.829, 0.3053, 4.305, -3)",1.829,1.921,4.305,129.1,0.305,3,180,164,126.25,3.83,114.84,1.829,0.265,3,S63:341.62;S64:83.63;S69:263.78
2026-07-02 22:24:36,10,S631_S691,1.0,1.0,0.0,"(1, 1.803, 0.3192, 3.0675, -3)",1.803,1.96,3.067,92.08,0.319,3,90,51,51.0,4.01,120.43,2.251,0.401,3,S63:284.20;S69:77.08
2026-07-02 22:24:36,10,S631_S691,1.0,1.0,0.0,"(1, 1.803, 0.3192, 3.0675, -3)",1.803,1.96,3.067,92.08,0.319,3,120,62,62.0,2.99,89.65,1.896,0.307,3,S63:268.98;S69:89.61
2026-07-02 22:24:36,10,S631_S691,1.0,1.0,0.0,"(1, 1.803, 0.3192, 3.0675, -3)",1.803,1.96,3.067,92.08,0.319,3,150,76,76.0,2.64,79.3,1.89,0.289,3,S63:306.89;S69:89.61
2026-07-02 22:24:36,10,S631_S691,1.0,1.0,0.0,"(1, 1.803, 0.3192, 3.0675, -3)",1.803,1.96,3.067,92.08,0.319,3,180,95,95.0,2.63,78.92,1.803,0.28,3,S63:341.62;S69:131.89
2026-07-02 22:24:36,11,S631_S640.25_S691.5,1.0,1.5,0.25,"(1, 1.778, 0.2987, 3.9375, -3)",1.778,1.873,3.938,118.1,0.299,3,90,92,65.75,4.93,147.84,2.049,0.346,3,S63:284.20;S64:43.69;S69:115.62
2026-07-02 22:24:36,11,S631_S640.25_S691.5,1.0,1.5,0.25,"(1, 1.778, 0.2987, 3.9375, -3)",1.778,1.873,3.938,118.1,0.299,3,120,111,79.25,4.01,120.22,1.86,0.306,3,S63:268.98;S64:77.49;S69:134.42
2026-07-02 22:24:36,11,S631_S640.25_S691.5,1.0,1.5,0.25,"(1, 1.778, 0.2987, 3.9375, -3)",1.778,1.873,3.938,118.1,0.299,3,150,132,95.0,3.35,100.49,1.803,0.28,3,S63:306.89;S64:61.16;S69:134.42
2026-07-02 22:24:36,11,S631_S640.25_S691.5,1.0,1.5,0.25,"(1, 1.778, 0.2987, 3.9375, -3)",1.778,1.873,3.938,118.1,0.299,3,180,164,119.25,3.46,103.85,1.778,0.263,3,S63:341.62;S64:83.63;S69:197.83
2026-07-02 22:24:36,12,S631_S690.5,1.0,0.5,0.0,"(1, 1.729, 0.2953, 2.7, -3)",1.729,1.89,2.7,81.08,0.295,3,90,51,46.5,3.59,107.58,2.19,0.374,3,S63:284.20;S69:38.54
2026-07-02 22:24:36,12,S631_S690.5,1.0,0.5,0.0,"(1, 1.729, 0.2953, 2.7, -3)",1.729,1.89,2.7,81.08,0.295,3,120,62,57.0,2.61,78.45,1.82,0.279,3,S63:268.98;S69:44.81
2026-07-02 22:24:36,12,S631_S690.5,1.0,0.5,0.0,"(1, 1.729, 0.2953, 2.7, -3)",1.729,1.89,2.7,81.08,0.295,3,150,76,71.0,2.34,70.34,1.822,0.267,3,S63:306.89;S69:44.81
2026-07-02 22:24:36,12,S631_S690.5,1.0,0.5,0.0,"(1, 1.729, 0.2953, 2.7, -3)",1.729,1.89,2.7,81.08,0.295,3,180,95,88.0,2.26,67.93,1.729,0.261,3,S63:341.62;S69:65.95
2026-07-02 22:24:36,13,S631_S640.25_S691,1.0,1.0,0.25,"(1, 1.724, 0.288, 3.57, -3)",1.724,1.821,3.57,107.1,0.288,3,90,92,61.25,4.5,134.99,2.0,0.334,3,S63:284.20;S64:43.69;S69:77.08
2026-07-02 22:24:36,13,S631_S640.25_S691,1.0,1.0,0.25,"(1, 1.724, 0.288, 3.57, -3)",1.724,1.821,3.57,107.1,0.288,3,120,111,74.25,3.63,109.02,1.805,0.292,3,S63:268.98;S64:77.49;S69:89.61
2026-07-02 22:24:36,13,S631_S640.25_S691,1.0,1.0,0.25,"(1, 1.724, 0.288, 3.57, -3)",1.724,1.821,3.57,107.1,0.288,3,150,132,90.0,3.05,91.53,1.753,0.268,3,S63:306.89;S64:61.16;S69:89.61
2026-07-02 22:24:36,13,S631_S640.25_S691,1.0,1.0,0.25,"(1, 1.724, 0.288, 3.57, -3)",1.724,1.821,3.57,107.1,0.288,3,180,164,112.25,3.1,92.86,1.724,0.258,3,S63:341.62;S64:83.63;S69:131.89
2026-07-02 22:24:36,14,S631_S640.25_S690.5,1.0,0.5,0.25,"(1, 1.666, 0.2717, 3.2025, -3)",1.666,1.764,3.203,96.1,0.272,3,90,92,56.75,4.07,122.14,1.946,0.316,3,S63:284.20;S64:43.69;S69:38.54
2026-07-02 22:24:36,14,S631_S640.25_S690.5,1.0,0.5,0.25,"(1, 1.666, 0.2717, 3.2025, -3)",1.666,1.764,3.203,96.1,0.272,3,120,111,69.25,3.26,97.82,1.747,0.273,3,S63:268.98;S64:77.49;S69:44.81
2026-07-02 22:24:36,14,S631_S640.25_S690.5,1.0,0.5,0.25,"(1, 1.666, 0.2717, 3.2025, -3)",1.666,1.764,3.203,96.1,0.272,3,150,132,85.0,2.75,82.57,1.699,0.251,3,S63:306.89;S64:61.16;S69:44.81
2026-07-02 22:24:36,14,S631_S640.25_S690.5,1.0,0.5,0.25,"(1, 1.666, 0.2717, 3.2025, -3)",1.666,1.764,3.203,96.1,0.272,3,180,164,105.25,2.73,81.87,1.666,0.247,3,S63:341.62;S64:83.63;S69:65.95
2026-07-02 22:24:36,15,S631,1.0,0.0,0.0,"(1, 1.648, 0.2632, 2.3375, -3)",1.648,1.814,2.337,70.07,0.263,3,90,42,42.0,3.16,94.73,2.122,0.338,3,S63:284.20
2026-07-02 22:24:36,15,S631,1.0,0.0,0.0,"(1, 1.648, 0.2632, 2.3375, -3)",1.648,1.814,2.337,70.07,0.263,3,120,52,52.0,2.24,67.24,1.737,0.245,3,S63:268.98
2026-07-02 22:24:36,15,S631,1.0,0.0,0.0,"(1, 1.648, 0.2632, 2.3375, -3)",1.648,1.814,2.337,70.07,0.263,3,150,66,66.0,2.05,61.38,1.748,0.238,3,S63:306.89
2026-07-02 22:24:36,15,S631,1.0,0.0,0.0,"(1, 1.648, 0.2632, 2.3375, -3)",1.648,1.814,2.337,70.07,0.263,3,180,81,81.0,1.9,56.94,1.648,0.232,3,S63:341.62
2026-07-02 22:24:36,16,S631_S640.25,1.0,0.0,0.25,"(1, 1.602, 0.2492, 2.835, -3)",1.602,1.704,2.835,85.1,0.249,3,90,83,52.25,3.64,109.3,1.887,0.291,3,S63:284.20;S64:43.69
2026-07-02 22:24:36,16,S631_S640.25,1.0,0.0,0.25,"(1, 1.602, 0.2492, 2.835, -3)",1.602,1.704,2.835,85.1,0.249,3,120,101,64.25,2.89,86.62,1.685,0.248,3,S63:268.98;S64:77.49
2026-07-02 22:24:36,16,S631_S640.25,1.0,0.0,0.25,"(1, 1.602, 0.2492, 2.835, -3)",1.602,1.704,2.835,85.1,0.249,3,150,122,80.0,2.45,73.61,1.643,0.23,3,S63:306.89;S64:61.16
2026-07-02 22:24:36,16,S631_S640.25,1.0,0.0,0.25,"(1, 1.602, 0.2492, 2.835, -3)",1.602,1.704,2.835,85.1,0.249,3,180,150,98.25,2.36,70.88,1.602,0.228,3,S63:341.62;S64:83.63
2026-07-02 22:24:36,17,S631_S640.5_S694,1.0,4.0,0.5,"(0, 1.898, 0.3175, 6.27, -4)",1.898,1.972,6.27,188.12,0.318,4,90,92,98.5,7.55,226.63,2.084,0.361,3,S63:284.20;S64:87.38;S69:308.32
2026-07-02 22:24:36,17,S631_S640.5_S694,1.0,4.0,0.5,"(0, 1.898, 0.3175, 6.27, -4)",1.898,1.972,6.27,188.12,0.318,4,120,111,116.5,6.52,195.6,1.992,0.34,3,S63:268.98;S64:154.99;S69:358.44
2026-07-02 22:24:36,17,S631_S640.5_S694,1.0,4.0,0.5,"(0, 1.898, 0.3175, 6.27, -4)",1.898,1.972,6.27,188.12,0.318,4,150,132,134.0,5.25,157.53,1.898,0.301,4,S63:306.89;S64:122.33;S69:358.44
2026-07-02 22:24:36,17,S631_S640.5_S694,1.0,4.0,0.5,"(0, 1.898, 0.3175, 6.27, -4)",1.898,1.972,6.27,188.12,0.318,4,180,164,171.5,5.76,172.74,1.913,0.268,4,S63:341.62;S64:167.26;S69:527.56
2026-07-02 22:24:36,18,S631_S640.5_S693,1.0,3.0,0.5,"(0, 1.829, 0.318, 5.5375, -4)",1.829,1.902,5.537,166.13,0.318,4,90,92,89.5,6.7,200.94,2.018,0.364,3,S63:284.20;S64:87.38;S69:231.24
2026-07-02 22:24:36,18,S631_S640.5_S693,1.0,3.0,0.5,"(0, 1.829, 0.318, 5.5375, -4)",1.829,1.902,5.537,166.13,0.318,4,120,111,106.5,5.77,173.2,1.919,0.337,3,S63:268.98;S64:154.99;S69:268.83
2026-07-02 22:24:36,18,S631_S640.5_S693,1.0,3.0,0.5,"(0, 1.829, 0.318, 5.5375, -4)",1.829,1.902,5.537,166.13,0.318,4,150,132,124.0,4.65,139.61,1.829,0.298,4,S63:306.89;S64:122.33;S69:268.83
2026-07-02 22:24:36,18,S631_S640.5_S693,1.0,3.0,0.5,"(0, 1.829, 0.318, 5.5375, -4)",1.829,1.902,5.537,166.13,0.318,4,180,164,157.5,5.03,150.76,1.843,0.273,4,S63:341.62;S64:167.26;S69:395.67
2026-07-02 22:24:36,19,S631_S640.75_S694,1.0,4.0,0.75,"(0, 1.817, 0.3122, 6.7725, -4)",1.817,1.892,6.772,203.16,0.312,4,90,92,108.75,8.04,241.2,1.973,0.359,3,S63:284.20;S64:131.07;S69:308.32
2026-07-02 22:24:36,19,S631_S640.75_S694,1.0,4.0,0.75,"(0, 1.817, 0.3122, 6.7725, -4)",1.817,1.892,6.772,203.16,0.312,4,120,111,128.75,7.17,214.98,1.925,0.333,3,S63:268.98;S64:232.48;S69:358.44
2026-07-02 22:24:36,19,S631_S640.75_S694,1.0,4.0,0.75,"(0, 1.817, 0.3122, 6.7725, -4)",1.817,1.892,6.772,203.16,0.312,4,150,132,148.0,5.66,169.77,1.817,0.289,4,S63:306.89;S64:183.50;S69:358.44
2026-07-02 22:24:36,19,S631_S640.75_S694,1.0,4.0,0.75,"(0, 1.817, 0.3122, 6.7725, -4)",1.817,1.892,6.772,203.16,0.312,4,180,164,188.75,6.22,186.68,1.852,0.268,4,S63:341.62;S64:250.90;S69:527.56
2026-07-02 22:24:36,20,S631_S640.5_S692.5,1.0,2.5,0.5,"(0, 1.793, 0.3158, 5.17, -4)",1.793,1.865,5.17,155.13,0.316,4,90,92,85.0,6.27,188.09,1.983,0.363,3,S63:284.20;S64:87.38;S69:192.70
2026-07-02 22:24:36,20,S631_S640.5_S692.5,1.0,2.5,0.5,"(0, 1.793, 0.3158, 5.17, -4)",1.793,1.865,5.17,155.13,0.316,4,120,111,101.5,5.4,162.0,1.881,0.332,3,S63:268.98;S64:154.99;S69:224.03
2026-07-02 22:24:36,20,S631_S640.5_S692.5,1.0,2.5,0.5,"(0, 1.793, 0.3158, 5.17, -4)",1.793,1.865,5.17,155.13,0.316,4,150,132,119.0,4.35,130.65,1.793,0.294,4,S63:306.89;S64:122.33;S69:224.03
2026-07-02 22:24:36,20,S631_S640.5_S692.5,1.0,2.5,0.5,"(0, 1.793, 0.3158, 5.17, -4)",1.793,1.865,5.17,155.13,0.316,4,180,164,150.5,4.66,139.77,1.805,0.274,4,S63:341.62;S64:167.26;S69:329.73
2026-07-02 22:24:36,21,S631_S641_S694,1.0,4.0,1.0,"(0, 1.757, 0.2985, 7.275, -4)",1.757,1.833,7.275,218.18,0.298,4,90,92,119.0,8.53,255.76,1.893,0.347,3,S63:284.20;S64:174.76;S69:308.32
2026-07-02 22:24:36,21,S631_S641_S694,1.0,4.0,1.0,"(0, 1.757, 0.2985, 7.275, -4)",1.757,1.833,7.275,218.18,0.298,4,120,111,141.0,7.81,234.35,1.875,0.316,3,S63:268.98;S64:309.98;S69:358.44
2026-07-02 22:24:36,21,S631_S641_S694,1.0,4.0,1.0,"(0, 1.757, 0.2985, 7.275, -4)",1.757,1.833,7.275,218.18,0.298,4,150,132,162.0,6.07,182.0,1.757,0.269,4,S63:306.89;S64:244.66;S69:358.44
2026-07-02 22:24:36,21,S631_S641_S694,1.0,4.0,1.0,"(0, 1.757, 0.2985, 7.275, -4)",1.757,1.833,7.275,218.18,0.298,4,180,164,206.0,6.69,200.62,1.806,0.262,4,S63:341.62;S64:334.53;S69:527.56
2026-07-02 22:24:36,22,S631_S640.75_S693,1.0,3.0,0.75,"(0, 1.756, 0.308, 6.0375, -4)",1.756,1.83,6.037,181.15,0.308,4,90,92,99.75,7.18,215.5,1.913,0.357,3,S63:284.20;S64:131.07;S69:231.24
2026-07-02 22:24:36,22,S631_S640.75_S693,1.0,3.0,0.75,"(0, 1.756, 0.308, 6.0375, -4)",1.756,1.83,6.037,181.15,0.308,4,120,111,118.75,6.42,192.57,1.861,0.325,3,S63:268.98;S64:232.48;S69:268.83
2026-07-02 22:24:36,22,S631_S640.75_S693,1.0,3.0,0.75,"(0, 1.756, 0.308, 6.0375, -4)",1.756,1.83,6.037,181.15,0.308,4,150,132,138.0,5.06,151.84,1.756,0.281,4,S63:306.89;S64:183.50;S69:268.83
2026-07-02 22:24:36,22,S631_S640.75_S693,1.0,3.0,0.75,"(0, 1.756, 0.308, 6.0375, -4)",1.756,1.83,6.037,181.15,0.308,4,180,164,174.75,5.49,164.7,1.789,0.269,4,S63:341.62;S64:250.90;S69:395.67
2026-07-02 22:24:36,23,S631_S640.5_S692,1.0,2.0,0.5,"(0, 1.755, 0.311, 4.805, -4)",1.755,1.826,4.805,144.13,0.311,4,90,92,80.5,5.84,175.25,1.945,0.359,3,S63:284.20;S64:87.38;S69:154.16
2026-07-02 22:24:36,23,S631_S640.5_S692,1.0,2.0,0.5,"(0, 1.755, 0.311, 4.805, -4)",1.755,1.826,4.805,144.13,0.311,4,120,111,96.5,5.03,150.8,1.84,0.325,3,S63:268.98;S64:154.99;S69:179.22
2026-07-02 22:24:36,23,S631_S640.5_S692,1.0,2.0,0.5,"(0, 1.755, 0.311, 4.805, -4)",1.755,1.826,4.805,144.13,0.311,4,150,132,114.0,4.06,121.69,1.755,0.287,4,S63:306.89;S64:122.33;S69:179.22
2026-07-02 22:24:36,23,S631_S640.5_S692,1.0,2.0,0.5,"(0, 1.755, 0.311, 4.805, -4)",1.755,1.826,4.805,144.13,0.311,4,180,164,143.5,4.29,128.78,1.764,0.273,4,S63:341.62;S64:167.26;S69:263.78
2026-07-02 22:24:36,24,S631_S640.75_S692.5,1.0,2.5,0.75,"(0, 1.724, 0.3035, 5.6725, -4)",1.724,1.797,5.673,170.16,0.303,4,90,92,95.25,6.76,202.66,1.881,0.353,3,S63:284.20;S64:131.07;S69:192.70
2026-07-02 22:24:36,24,S631_S640.75_S692.5,1.0,2.5,0.75,"(0, 1.724, 0.3035, 5.6725, -4)",1.724,1.797,5.673,170.16,0.303,4,120,111,113.75,6.05,181.37,1.827,0.318,3,S63:268.98;S64:232.48;S69:224.03
2026-07-02 22:24:36,24,S631_S640.75_S692.5,1.0,2.5,0.75,"(0, 1.724, 0.3035, 5.6725, -4)",1.724,1.797,5.673,170.16,0.303,4,150,132,133.0,4.76,142.88,1.724,0.275,4,S63:306.89;S64:183.50;S69:224.03
2026-07-02 22:24:36,24,S631_S640.75_S692.5,1.0,2.5,0.75,"(0, 1.724, 0.3035, 5.6725, -4)",1.724,1.797,5.673,170.16,0.303,4,180,164,167.75,5.12,153.71,1.755,0.268,4,S63:341.62;S64:250.90;S69:329.73
2026-07-02 22:24:36,25,S631_S640.5_S691.5,1.0,1.5,0.5,"(0, 1.715, 0.3037, 4.4375, -4)",1.715,1.784,4.438,133.13,0.304,4,90,92,76.0,5.41,162.4,1.904,0.351,3,S63:284.20;S64:87.38;S69:115.62
2026-07-02 22:24:36,25,S631_S640.5_S691.5,1.0,1.5,0.5,"(0, 1.715, 0.3037, 4.4375, -4)",1.715,1.784,4.438,133.13,0.304,4,120,111,91.5,4.65,139.6,1.797,0.315,3,S63:268.98;S64:154.99;S69:134.42
2026-07-02 22:24:36,25,S631_S640.5_S691.5,1.0,1.5,0.5,"(0, 1.715, 0.3037, 4.4375, -4)",1.715,1.784,4.438,133.13,0.304,4,150,132,109.0,3.76,112.73,1.715,0.278,4,S63:306.89;S64:122.33;S69:134.42
2026-07-02 22:24:36,25,S631_S640.5_S691.5,1.0,1.5,0.5,"(0, 1.715, 0.3037, 4.4375, -4)",1.715,1.784,4.438,133.13,0.304,4,180,164,136.5,3.93,117.79,1.721,0.271,4,S63:341.62;S64:167.26;S69:197.83
2026-07-02 22:24:36,26,S631_S641_S693,1.0,3.0,1.0,"(0, 1.703, 0.2905, 6.5375, -4)",1.703,1.777,6.537,196.19,0.29,4,90,92,110.0,7.67,230.07,1.837,0.341,3,S63:284.20;S64:174.76;S69:231.24
2026-07-02 22:24:36,26,S631_S641_S693,1.0,3.0,1.0,"(0, 1.703, 0.2905, 6.5375, -4)",1.703,1.777,6.537,196.19,0.29,4,120,111,131.0,7.06,211.95,1.818,0.304,3,S63:268.98;S64:309.98;S69:268.83
2026-07-02 22:24:36,26,S631_S641_S693,1.0,3.0,1.0,"(0, 1.703, 0.2905, 6.5375, -4)",1.703,1.777,6.537,196.19,0.29,4,150,132,152.0,5.47,164.08,1.703,0.258,4,S63:306.89;S64:244.66;S69:268.83
2026-07-02 22:24:36,26,S631_S641_S693,1.0,3.0,1.0,"(0, 1.703, 0.2905, 6.5375, -4)",1.703,1.777,6.537,196.19,0.29,4,180,164,192.0,5.95,178.64,1.749,0.259,4,S63:341.62;S64:334.53;S69:395.67
2026-07-02 22:24:36,27,S631_S640.75_S692,1.0,2.0,0.75,"(0, 1.691, 0.2965, 5.305, -4)",1.691,1.762,5.305,159.16,0.296,4,90,92,90.75,6.33,189.81,1.847,0.346,3,S63:284.20;S64:131.07;S69:154.16
2026-07-02 22:24:36,27,S631_S640.75_S692,1.0,2.0,0.75,"(0, 1.691, 0.2965, 5.305, -4)",1.691,1.762,5.305,159.16,0.296,4,120,111,108.75,5.67,170.17,1.792,0.309,3,S63:268.98;S64:232.48;S69:179.22
2026-07-02 22:24:36,27,S631_S640.75_S692,1.0,2.0,0.75,"(0, 1.691, 0.2965, 5.305, -4)",1.691,1.762,5.305,159.16,0.296,4,150,132,128.0,4.46,133.92,1.691,0.266,4,S63:306.89;S64:183.50;S69:179.22
