timestamp,rank,label,w_s63,w_s69,w_s64,score,min_pf,avg_pf,avg_day,avg_month,avg_sharpe,max_streak,days,trades,trade_units,fixed_per_day,fixed_per_month,fixed_pf,sharpe_like,max_losing_day_streak,by_leg
2026-07-02 22:24:36,27,S631_S640.75_S692,1.0,2.0,0.75,"(0, 1.691, 0.2965, 5.305, -4)",1.691,1.762,5.305,159.16,0.296,4,180,164,160.75,4.76,142.72,1.719,0.265,4,S63:341.62;S64:250.90;S69:263.78
2026-07-02 22:24:36,28,S631_S641_S692.5,1.0,2.5,1.0,"(0, 1.675, 0.2843, 6.1725, -4)",1.675,1.748,6.173,185.18,0.284,4,90,92,105.5,7.24,217.22,1.808,0.334,3,S63:284.20;S64:174.76;S69:192.70
2026-07-02 22:24:36,28,S631_S641_S692.5,1.0,2.5,1.0,"(0, 1.675, 0.2843, 6.1725, -4)",1.675,1.748,6.173,185.18,0.284,4,120,111,126.0,6.69,200.75,1.789,0.296,3,S63:268.98;S64:309.98;S69:224.03
2026-07-02 22:24:36,28,S631_S641_S692.5,1.0,2.5,1.0,"(0, 1.675, 0.2843, 6.1725, -4)",1.675,1.748,6.173,185.18,0.284,4,150,132,147.0,5.17,155.11,1.675,0.251,4,S63:306.89;S64:244.66;S69:224.03
2026-07-02 22:24:36,28,S631_S641_S692.5,1.0,2.5,1.0,"(0, 1.675, 0.2843, 6.1725, -4)",1.675,1.748,6.173,185.18,0.284,4,180,164,185.0,5.59,167.65,1.718,0.256,4,S63:341.62;S64:334.53;S69:329.73
2026-07-02 22:24:36,29,S631_S640.5_S691,1.0,1.0,0.5,"(0, 1.673, 0.2925, 4.0725, -4)",1.673,1.74,4.072,122.13,0.292,4,90,92,71.5,4.99,149.55,1.861,0.338,3,S63:284.20;S64:87.38;S69:77.08
2026-07-02 22:24:36,29,S631_S640.5_S691,1.0,1.0,0.5,"(0, 1.673, 0.2925, 4.0725, -4)",1.673,1.74,4.072,122.13,0.292,4,120,111,86.5,4.28,128.39,1.752,0.301,3,S63:268.98;S64:154.99;S69:89.61
2026-07-02 22:24:36,29,S631_S640.5_S691,1.0,1.0,0.5,"(0, 1.673, 0.2925, 4.0725, -4)",1.673,1.74,4.072,122.13,0.292,4,150,132,104.0,3.46,103.77,1.673,0.266,4,S63:306.89;S64:122.33;S69:89.61
2026-07-02 22:24:36,29,S631_S640.5_S691,1.0,1.0,0.5,"(0, 1.673, 0.2925, 4.0725, -4)",1.673,1.74,4.072,122.13,0.292,4,180,164,129.5,3.56,106.8,1.676,0.265,4,S63:341.62;S64:167.26;S69:131.89
2026-07-02 22:24:36,30,S631_S640.75_S691.5,1.0,1.5,0.75,"(0, 1.657, 0.2875, 4.94, -4)",1.657,1.727,4.94,148.16,0.287,4,90,92,86.25,5.9,176.96,1.811,0.336,3,S63:284.20;S64:131.07;S69:115.62
2026-07-02 22:24:36,30,S631_S640.75_S691.5,1.0,1.5,0.75,"(0, 1.657, 0.2875, 4.94, -4)",1.657,1.727,4.94,148.16,0.287,4,120,111,103.75,5.3,158.97,1.756,0.298,3,S63:268.98;S64:232.48;S69:134.42
2026-07-02 22:24:36,30,S631_S640.75_S691.5,1.0,1.5,0.75,"(0, 1.657, 0.2875, 4.94, -4)",1.657,1.727,4.94,148.16,0.287,4,150,132,123.0,4.17,124.96,1.657,0.256,4,S63:306.89;S64:183.50;S69:134.42
2026-07-02 22:24:36,30,S631_S640.75_S691.5,1.0,1.5,0.75,"(0, 1.657, 0.2875, 4.94, -4)",1.657,1.727,4.94,148.16,0.287,4,180,164,153.75,4.39,131.73,1.682,0.26,4,S63:341.62;S64:250.90;S69:197.83
2026-07-02 22:24:36,31,S631_S641_S692,1.0,2.0,1.0,"(0, 1.646, 0.2762, 5.805, -4)",1.646,1.717,5.805,174.18,0.276,4,90,92,101.0,6.81,204.37,1.777,0.326,3,S63:284.20;S64:174.76;S69:154.16
2026-07-02 22:24:36,31,S631_S641_S692,1.0,2.0,1.0,"(0, 1.646, 0.2762, 5.805, -4)",1.646,1.717,5.805,174.18,0.276,4,120,111,121.0,6.32,189.54,1.758,0.286,3,S63:268.98;S64:309.98;S69:179.22
2026-07-02 22:24:36,31,S631_S641_S692,1.0,2.0,1.0,"(0, 1.646, 0.2762, 5.805, -4)",1.646,1.717,5.805,174.18,0.276,4,150,132,142.0,4.87,146.15,1.646,0.242,4,S63:306.89;S64:244.66;S69:179.22
2026-07-02 22:24:36,31,S631_S641_S692,1.0,2.0,1.0,"(0, 1.646, 0.2762, 5.805, -4)",1.646,1.717,5.805,174.18,0.276,4,180,164,178.0,5.22,156.66,1.686,0.251,4,S63:341.62;S64:334.53;S69:263.78
2026-07-02 22:24:36,32,S631_S640.5_S690.5,1.0,0.5,0.5,"(0, 1.627, 0.2765, 3.705, -4)",1.627,1.694,3.705,111.13,0.276,4,90,92,67.0,4.56,136.71,1.815,0.32,3,S63:284.20;S64:87.38;S69:38.54
2026-07-02 22:24:36,32,S631_S640.5_S690.5,1.0,0.5,0.5,"(0, 1.627, 0.2765, 3.705, -4)",1.627,1.694,3.705,111.13,0.276,4,120,111,81.5,3.91,117.19,1.705,0.283,3,S63:268.98;S64:154.99;S69:44.81
2026-07-02 22:24:36,32,S631_S640.5_S690.5,1.0,0.5,0.5,"(0, 1.627, 0.2765, 3.705, -4)",1.627,1.694,3.705,111.13,0.276,4,150,132,99.0,3.16,94.81,1.63,0.25,4,S63:306.89;S64:122.33;S69:44.81
2026-07-02 22:24:36,32,S631_S640.5_S690.5,1.0,0.5,0.5,"(0, 1.627, 0.2765, 3.705, -4)",1.627,1.694,3.705,111.13,0.276,4,180,164,122.5,3.19,95.8,1.627,0.253,4,S63:341.62;S64:167.26;S69:65.95
2026-07-02 22:24:36,33,S631_S640.75_S691,1.0,1.0,0.75,"(0, 1.621, 0.2755, 4.5725, -4)",1.621,1.688,4.572,137.16,0.275,4,90,92,81.75,5.47,164.12,1.773,0.323,3,S63:284.20;S64:131.07;S69:77.08
2026-07-02 22:24:36,33,S631_S640.75_S691,1.0,1.0,0.75,"(0, 1.621, 0.2755, 4.5725, -4)",1.621,1.688,4.572,137.16,0.275,4,120,111,98.75,4.93,147.77,1.717,0.283,3,S63:268.98;S64:232.48;S69:89.61
2026-07-02 22:24:36,33,S631_S640.75_S691,1.0,1.0,0.75,"(0, 1.621, 0.2755, 4.5725, -4)",1.621,1.688,4.572,137.16,0.275,4,150,132,118.0,3.87,116.0,1.621,0.244,4,S63:306.89;S64:183.50;S69:89.61
2026-07-02 22:24:36,33,S631_S640.75_S691,1.0,1.0,0.75,"(0, 1.621, 0.2755, 4.5725, -4)",1.621,1.688,4.572,137.16,0.275,4,180,164,146.75,4.02,120.73,1.642,0.252,4,S63:341.62;S64:250.90;S69:131.89
2026-07-02 22:24:36,34,S631_S641_S691.5,1.0,1.5,1.0,"(0, 1.616, 0.2665, 5.4375, -4)",1.616,1.685,5.438,163.18,0.267,4,90,92,96.5,6.38,191.53,1.745,0.315,3,S63:284.20;S64:174.76;S69:115.62
2026-07-02 22:24:36,34,S631_S641_S691.5,1.0,1.5,1.0,"(0, 1.616, 0.2665, 5.4375, -4)",1.616,1.685,5.438,163.18,0.267,4,120,111,116.0,5.94,178.34,1.726,0.275,3,S63:268.98;S64:309.98;S69:134.42
2026-07-02 22:24:36,34,S631_S641_S691.5,1.0,1.5,1.0,"(0, 1.616, 0.2665, 5.4375, -4)",1.616,1.685,5.438,163.18,0.267,4,150,132,137.0,4.57,137.19,1.616,0.232,4,S63:306.89;S64:244.66;S69:134.42
2026-07-02 22:24:36,34,S631_S641_S691.5,1.0,1.5,1.0,"(0, 1.616, 0.2665, 5.4375, -4)",1.616,1.685,5.438,163.18,0.267,4,180,164,171.0,4.86,145.66,1.653,0.244,4,S63:341.62;S64:334.53;S69:197.83
2026-07-02 22:24:36,35,S631_S640.75_S690.5,1.0,0.5,0.75,"(0, 1.585, 0.2602, 4.205, -4)",1.585,1.649,4.205,126.16,0.26,4,90,92,77.25,5.04,151.27,1.733,0.305,3,S63:284.20;S64:131.07;S69:38.54
2026-07-02 22:24:36,35,S631_S640.75_S690.5,1.0,0.5,0.75,"(0, 1.585, 0.2602, 4.205, -4)",1.585,1.649,4.205,126.16,0.26,4,120,111,93.75,4.55,136.57,1.678,0.267,3,S63:268.98;S64:232.48;S69:44.81
2026-07-02 22:24:36,35,S631_S640.75_S690.5,1.0,0.5,0.75,"(0, 1.585, 0.2602, 4.205, -4)",1.585,1.649,4.205,126.16,0.26,4,150,132,113.0,3.57,107.04,1.585,0.229,4,S63:306.89;S64:183.50;S69:44.81
2026-07-02 22:24:36,35,S631_S640.75_S690.5,1.0,0.5,0.75,"(0, 1.585, 0.2602, 4.205, -4)",1.585,1.649,4.205,126.16,0.26,4,180,164,139.75,3.66,109.74,1.6,0.24,4,S63:341.62;S64:250.90;S69:65.95
2026-07-02 22:24:36,36,S631_S641_S691,1.0,1.0,1.0,"(0, 1.585, 0.254, 5.0725, -4)",1.585,1.652,5.072,152.18,0.254,4,90,92,92.0,5.96,178.68,1.712,0.301,3,S63:284.20;S64:174.76;S69:77.08
2026-07-02 22:24:36,36,S631_S641_S691,1.0,1.0,1.0,"(0, 1.585, 0.254, 5.0725, -4)",1.585,1.652,5.072,152.18,0.254,4,120,111,111.0,5.57,167.14,1.693,0.261,3,S63:268.98;S64:309.98;S69:89.61
2026-07-02 22:24:36,36,S631_S641_S691,1.0,1.0,1.0,"(0, 1.585, 0.254, 5.0725, -4)",1.585,1.652,5.072,152.18,0.254,4,150,132,132.0,4.27,128.23,1.585,0.22,4,S63:306.89;S64:244.66;S69:89.61
2026-07-02 22:24:36,36,S631_S641_S691,1.0,1.0,1.0,"(0, 1.585, 0.254, 5.0725, -4)",1.585,1.652,5.072,152.18,0.254,4,180,164,164.0,4.49,134.67,1.618,0.234,4,S63:341.62;S64:334.53;S69:131.89
2026-07-02 22:24:36,37,S631_S640.5,1.0,0.0,0.5,"(0, 1.574, 0.2552, 3.3375, -4)",1.574,1.644,3.337,100.12,0.255,4,90,83,62.5,4.13,123.86,1.765,0.296,3,S63:284.20;S64:87.38
2026-07-02 22:24:36,37,S631_S640.5,1.0,0.0,0.5,"(0, 1.574, 0.2552, 3.3375, -4)",1.574,1.644,3.337,100.12,0.255,4,120,101,76.5,3.53,105.99,1.655,0.26,3,S63:268.98;S64:154.99
2026-07-02 22:24:36,37,S631_S640.5,1.0,0.0,0.5,"(0, 1.574, 0.2552, 3.3375, -4)",1.574,1.644,3.337,100.12,0.255,4,150,122,94.0,2.86,85.84,1.584,0.23,4,S63:306.89;S64:122.33
2026-07-02 22:24:36,37,S631_S640.5,1.0,0.0,0.5,"(0, 1.574, 0.2552, 3.3375, -4)",1.574,1.644,3.337,100.12,0.255,4,180,150,115.5,2.83,84.81,1.574,0.235,4,S63:341.62;S64:167.26
2026-07-02 22:24:36,38,S631_S641_S690.5,1.0,0.5,1.0,"(0, 1.553, 0.2397, 4.7075, -4)",1.553,1.617,4.708,141.18,0.24,4,90,92,87.5,5.53,165.83,1.676,0.284,3,S63:284.20;S64:174.76;S69:38.54
2026-07-02 22:24:36,38,S631_S641_S690.5,1.0,0.5,1.0,"(0, 1.553, 0.2397, 4.7075, -4)",1.553,1.617,4.708,141.18,0.24,4,120,111,106.0,5.2,155.94,1.658,0.246,3,S63:268.98;S64:309.98;S69:44.81
2026-07-02 22:24:36,38,S631_S641_S690.5,1.0,0.5,1.0,"(0, 1.553, 0.2397, 4.7075, -4)",1.553,1.617,4.708,141.18,0.24,4,150,132,127.0,3.98,119.27,1.553,0.207,4,S63:306.89;S64:244.66;S69:44.81
2026-07-02 22:24:36,38,S631_S641_S690.5,1.0,0.5,1.0,"(0, 1.553, 0.2397, 4.7075, -4)",1.553,1.617,4.708,141.18,0.24,4,180,164,157.0,4.12,123.68,1.582,0.222,4,S63:341.62;S64:334.53;S69:65.95
2026-07-02 22:24:36,39,S631_S640.75,1.0,0.0,0.75,"(0, 1.546, 0.2412, 3.8375, -4)",1.546,1.607,3.837,115.15,0.241,4,90,83,72.75,4.61,138.42,1.69,0.283,3,S63:284.20;S64:131.07
2026-07-02 22:24:36,39,S631_S640.75,1.0,0.0,0.75,"(0, 1.546, 0.2412, 3.8375, -4)",1.546,1.607,3.837,115.15,0.241,4,120,101,88.75,4.18,125.37,1.636,0.247,3,S63:268.98;S64:232.48
2026-07-02 22:24:36,39,S631_S640.75,1.0,0.0,0.75,"(0, 1.546, 0.2412, 3.8375, -4)",1.546,1.607,3.837,115.15,0.241,4,150,122,108.0,3.27,98.08,1.546,0.212,4,S63:306.89;S64:183.50
2026-07-02 22:24:36,39,S631_S640.75,1.0,0.0,0.75,"(0, 1.546, 0.2412, 3.8375, -4)",1.546,1.607,3.837,115.15,0.241,4,180,150,132.75,3.29,98.75,1.556,0.223,4,S63:341.62;S64:250.90
2026-07-02 22:24:36,40,S631_S641,1.0,0.0,1.0,"(0, 1.52, 0.2235, 4.34, -4)",1.52,1.581,4.34,130.18,0.224,4,90,83,83.0,5.1,152.99,1.639,0.264,3,S63:284.20;S64:174.76
2026-07-02 22:24:36,40,S631_S641,1.0,0.0,1.0,"(0, 1.52, 0.2235, 4.34, -4)",1.52,1.581,4.34,130.18,0.224,4,120,101,101.0,4.82,144.74,1.623,0.23,3,S63:268.98;S64:309.98
2026-07-02 22:24:36,40,S631_S641,1.0,0.0,1.0,"(0, 1.52, 0.2235, 4.34, -4)",1.52,1.581,4.34,130.18,0.224,4,150,122,122.0,3.68,110.31,1.52,0.193,4,S63:306.89;S64:244.66
2026-07-02 22:24:36,40,S631_S641,1.0,0.0,1.0,"(0, 1.52, 0.2235, 4.34, -4)",1.52,1.581,4.34,130.18,0.224,4,180,150,150.0,3.76,112.69,1.543,0.207,4,S63:341.62;S64:334.53
