timestamp,label,entry_tf,pivot_wing,max_level_age_bars,min_price_diff_atr,min_rsi_diff,max_confirm_age_bars,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 11:28:13,smoke60,M5,3,80,0.3,3.0,10,1.0,1.2,none,0.5,50,48.0,-0.45,-13.5,15.25,0.95,50.0,2,-0.025,973.16
