timestamp,rank,label,add_leg,add_weight,score,avg_day,min_day,min_pf,max_streak,worst_day,max_lot,max_leg_dd_pct,skipped_by_cb,days,day,daily_pf,window_streak,window_worst_day,best_day,trade_units,by_leg
2026-07-03 15:58:04,0,S82_BASELINE,,,,384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,90,372.89,4.106,3,-965.96,2843.84,5890.06,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_MAIN:2688.03
2026-07-03 15:58:04,0,S82_BASELINE,,,,384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,120,431.59,4.628,3,-937.32,5164.4,7751.88,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_MAIN:7840.97
2026-07-03 15:58:04,0,S82_BASELINE,,,,384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,150,364.83,4.196,3,-998.76,4944.19,9322.75,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_MAIN:7685.63
2026-07-03 15:58:04,0,S82_BASELINE,,,,384.42,364.83,4.055,3,-999.91,0.19,55.01,9727,180,368.35,4.055,3,-999.91,4944.19,11158.99,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_MAIN:5749.80
2026-07-03 15:58:04,1,S82+S87_D1_LAST_INVx5,S87_D1_LAST_INV,5.0,"(0, 401.115093, 379.22396, -1058.3363, 4.154643, -3)",401.12,379.22,4.155,3,-1058.34,0.19,55.01,9755,90,395.18,4.387,3,-965.96,2843.84,6060.06,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:2006.20;S87_MAIN:2688.03
2026-07-03 15:58:04,1,S82+S87_D1_LAST_INVx5,S87_D1_LAST_INV,5.0,"(0, 401.115093, 379.22396, -1058.3363, 4.154643, -3)",401.12,379.22,4.155,3,-1058.34,0.19,55.01,9755,120,449.24,4.767,3,-995.97,5504.05,8011.88,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:2118.20;S87_MAIN:7840.97
2026-07-03 15:58:04,1,S82+S87_D1_LAST_INVx5,S87_D1_LAST_INV,5.0,"(0, 401.115093, 379.22396, -1058.3363, 4.154643, -3)",401.12,379.22,4.155,3,-1058.34,0.19,55.01,9755,150,379.22,4.333,3,-998.76,5504.05,9622.75,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:2158.40;S87_MAIN:7685.63
2026-07-03 15:58:04,1,S82+S87_D1_LAST_INVx5,S87_D1_LAST_INV,5.0,"(0, 401.115093, 379.22396, -1058.3363, 4.154643, -3)",401.12,379.22,4.155,3,-1058.34,0.19,55.01,9755,180,380.82,4.155,3,-1058.34,5504.05,11493.99,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:2244.05;S87_MAIN:5749.80
2026-07-03 15:58:04,2,S82+S87_D1_LAST_INVx4.9,S87_D1_LAST_INV,4.9,"(0, 400.781098, 378.936173, -1057.1633, 4.154989, -3)",400.78,378.94,4.155,3,-1057.16,0.19,55.01,9755,90,394.73,4.387,3,-965.96,2843.84,6056.66,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:1966.08;S87_MAIN:2688.03
2026-07-03 15:58:04,2,S82+S87_D1_LAST_INVx4.9,S87_D1_LAST_INV,4.9,"(0, 400.781098, 378.936173, -1057.1633, 4.154989, -3)",400.78,378.94,4.155,3,-1057.16,0.19,55.01,9755,120,448.89,4.769,3,-994.79,5492.85,8006.68,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:2075.84;S87_MAIN:7840.97
2026-07-03 15:58:04,2,S82+S87_D1_LAST_INVx4.9,S87_D1_LAST_INV,4.9,"(0, 400.781098, 378.936173, -1057.1633, 4.154989, -3)",400.78,378.94,4.155,3,-1057.16,0.19,55.01,9755,150,378.94,4.334,3,-998.76,5492.85,9616.75,A:780.28;B:124.85;C:124.02;D:7728.02;E:1464.27;F:7216.66;G:360.85;H:58.67;I:1137.89;K:8681.18;L:425.38;M:3967.04;N:2834.46;P:140.01;Q:569.77;R:8307.25;S63:1899.52;S64:-769.23;S69:1988.67;S87_D1_LAST_INV:2115.23;S87_MAIN:7685.63
2026-07-03 15:58:04,2,S82+S87_D1_LAST_INVx4.9,S87_D1_LAST_INV,4.9,"(0, 400.781098, 378.936173, -1057.1633, 4.154989, -3)",400.78,378.94,4.155,3,-1057.16,0.19,55.01,9755,180,380.57,4.155,3,-1057.16,5492.85,11487.29,A:670.87;B:152.23;C:153.56;D:8229.83;E:1823.52;F:11568.15;G:336.37;H:280.54;I:1301.36;K:12014.20;L:1353.65;M:4372.46;N:3687.01;P:169.81;Q:1015.99;R:7526.49;S63:2492.67;S64:477.72;S69:2926.97;S87_D1_LAST_INV:2199.17;S87_MAIN:5749.80
2026-07-03 15:58:04,3,S82+S87_D1_LAST_INVx4.8,S87_D1_LAST_INV,4.8,"(0, 400.447103, 378.648386, -1055.9903, 4.155335, -3)",400.45,378.65,4.155,3,-1055.99,0.19,55.01,9755,90,394.29,4.386,3,-965.96,2843.84,6053.26,A:727.79;B:183.20;C:100.49;D:6154.91;E:947.06;F:3769.80;G:281.39;H:212.88;I:739.34;K:5249.59;L:382.39;M:2377.48;N:692.90;P:314.04;Q:182.88;R:4530.82;S63:2187.90;S64:126.54;S69:1710.60;S87_D1_LAST_INV:1925.95;S87_MAIN:2688.03
2026-07-03 15:58:04,3,S82+S87_D1_LAST_INVx4.8,S87_D1_LAST_INV,4.8,"(0, 400.447103, 378.648386, -1055.9903, 4.155335, -3)",400.45,378.65,4.155,3,-1055.99,0.19,55.01,9755,120,448.53,4.77,3,-993.62,5481.65,8001.48,A:767.05;B:97.29;C:92.10;D:7579.72;E:1508.81;F:5419.94;G:279.66;H:245.09;I:1235.77;K:7939.22;L:413.75;M:3727.53;N:2746.43;P:103.57;Q:402.57;R:5892.88;S63:1993.09;S64:1516.26;S69:1988.67;S87_D1_LAST_INV:2033.47;S87_MAIN:7840.97
