timestamp,label,entry_tf,touch_atr_mult,reject_atr_mult,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-28 15:05:43,smoke,M5,0.3,0.15,1.0,1.5,htf_trend,0.5,108,59.3,7.27,218.1,12.36,1.76,54.5,4,0.261,1436.25
