signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-18T08:45:00+07:00,2026-05-19T21:30:00+07:00,BUY,4488.43,4479.58,4638.0,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=5.59, share=0.82; structural sweep reclaimed"
2026-05-21T15:30:00+07:00,2026-05-21T15:45:00+07:00,BUY,4514.75,4511.51,4569.51,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=4.26, share=0.77; structural sweep reclaimed"
2026-05-21T16:15:00+07:00,2026-05-21T16:30:00+07:00,SELL,4533.44,4537.16,4470.57,BE,-0.2,S193 SELL Bipower Jump Sweep 16.9R,"Bipower jump score=4.13, share=0.76; structural sweep reclaimed"
2026-05-22T21:50:00+07:00,2026-05-22T22:00:00+07:00,BUY,4513.99,4509.95,4582.27,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=4.31, share=0.77; structural sweep reclaimed"
2026-05-25T09:10:00+07:00,2026-05-25T09:40:00+07:00,BUY,4564.32,4560.17,4634.46,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=5.28, share=0.81; structural sweep reclaimed"
2026-05-26T07:45:00+07:00,2026-05-26T08:00:00+07:00,BUY,4558.98,4554.84,4628.95,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=6.13, share=0.84; structural sweep reclaimed"
2026-05-27T07:45:00+07:00,2026-05-27T08:05:00+07:00,SELL,4523.99,4528.01,4456.05,BE,-0.2,S193 SELL Bipower Jump Sweep 16.9R,"Bipower jump score=24.49, share=0.96; structural sweep reclaimed"
2026-05-27T13:45:00+07:00,2026-05-27T14:05:00+07:00,BUY,4495.15,4491.39,4558.7,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=4.38, share=0.77; structural sweep reclaimed"
2026-05-27T21:30:00+07:00,2026-05-28T09:50:00+07:00,BUY,4414.44,4400.52,4649.69,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=6.28, share=0.84; structural sweep reclaimed"
2026-06-03T14:00:00+07:00,2026-06-03T14:25:00+07:00,BUY,4462.07,4456.28,4559.93,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=4.23, share=0.76; structural sweep reclaimed"
2026-06-05T21:00:00+07:00,2026-06-05T21:25:00+07:00,BUY,4409.22,4399.21,4578.39,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=9.73, share=0.90; structural sweep reclaimed"
2026-06-09T22:20:00+07:00,2026-06-09T22:35:00+07:00,BUY,4314.81,4305.32,4475.2,BE,-0.2,S193 BUY Bipower Jump Sweep 16.9R,"Bipower jump score=5.21, share=0.81; structural sweep reclaimed"
