timestamp,label,entry_tf,macd_fast,macd_slow,macd_signal,sl_atr_mult,tp_rr,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 17:21:39,smoke,M5,12,26,9,1.0,1.5,0.5,133,45.1,1.44,43.2,3.57,1.19,47.8,3,0.133,1086.17
