timestamp,label,entry_tf,swing_lookback_bars,min_swing_atr,ote_low,ote_high,max_retrace_age_bars,sl_atr_mult,tp_rr,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 09:12:34,smoke60,M5,40,3.0,0.618,0.786,20,1.0,1.5,0.5,122,50.8,10.94,328.2,17.58,1.58,45.7,3,0.19,1656.2
