signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-22T12:55:00+07:00,2026-01-22T16:30:00+07:00,BUY,4819.72,4815.29,4850.74,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.27, net=3.00ATR; high-volume 10-bar structural breakout"
2026-01-22T19:55:00+07:00,2026-01-22T20:10:00+07:00,SELL,4822.83,4826.31,4798.46,SL,-3.68,S171 SELL Return Persistence 7R,"rho1=0.32, net=-1.22ATR; high-volume 10-bar structural breakout"
2026-01-27T02:45:00+07:00,2026-01-27T03:00:00+07:00,SELL,5026.09,5038.85,4936.76,SL,-12.96,S171 SELL Return Persistence 7R,"rho1=0.13, net=-2.75ATR; high-volume 10-bar structural breakout"
2026-01-28T07:50:00+07:00,2026-01-28T08:00:00+07:00,BUY,5174.34,5169.73,5206.62,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.17, net=13.31ATR; high-volume 10-bar structural breakout"
2026-01-29T06:15:00+07:00,2026-01-29T06:20:00+07:00,BUY,5483.19,5472.24,5559.84,SL,-11.15,S171 BUY Return Persistence 7R,"rho1=0.28, net=12.20ATR; high-volume 10-bar structural breakout"
2026-02-03T13:40:00+07:00,2026-02-03T13:50:00+07:00,BUY,4883.27,4872.26,4960.35,SL,-11.21,S171 BUY Return Persistence 7R,"rho1=0.12, net=6.74ATR; high-volume 10-bar structural breakout"
2026-02-03T20:25:00+07:00,2026-02-03T20:55:00+07:00,BUY,4928.2,4921.45,4975.45,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.19, net=1.52ATR; high-volume 10-bar structural breakout"
2026-02-04T14:25:00+07:00,2026-02-04T14:30:00+07:00,BUY,5085.36,5079.57,5125.89,SL,-5.99,S171 BUY Return Persistence 7R,"rho1=0.18, net=4.01ATR; high-volume 10-bar structural breakout"
2026-02-12T13:30:00+07:00,2026-02-12T13:40:00+07:00,SELL,5052.9,5057.95,5017.54,BE,-0.2,S171 SELL Return Persistence 7R,"rho1=0.13, net=-1.83ATR; high-volume 10-bar structural breakout"
2026-02-13T01:05:00+07:00,2026-02-13T01:25:00+07:00,SELL,4931.39,4940.47,4867.83,BE,-0.2,S171 SELL Return Persistence 7R,"rho1=0.17, net=-8.42ATR; high-volume 10-bar structural breakout"
2026-02-17T10:25:00+07:00,2026-02-17T10:30:00+07:00,SELL,4956.75,4959.3,4938.89,SL,-2.75,S171 SELL Return Persistence 7R,"rho1=0.32, net=-8.62ATR; high-volume 10-bar structural breakout"
2026-02-17T10:35:00+07:00,2026-02-17T10:40:00+07:00,SELL,4953.06,4955.47,4936.19,SL,-2.61,S171 SELL Return Persistence 7R,"rho1=0.31, net=-7.62ATR; high-volume 10-bar structural breakout"
2026-02-19T15:40:00+07:00,2026-02-19T15:50:00+07:00,BUY,5017.68,5014.62,5039.11,SL,-3.26,S171 BUY Return Persistence 7R,"rho1=0.22, net=9.27ATR; high-volume 10-bar structural breakout"
2026-02-19T21:50:00+07:00,2026-02-19T23:05:00+07:00,BUY,5002.77,4994.21,5062.7,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.13, net=1.14ATR; high-volume 10-bar structural breakout"
2026-02-20T23:30:00+07:00,2026-02-21T00:20:00+07:00,BUY,5060.43,5052.11,5118.68,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.12, net=3.64ATR; high-volume 10-bar structural breakout"
2026-02-23T06:50:00+07:00,2026-02-23T07:00:00+07:00,BUY,5162.04,5156.73,5199.22,SL,-5.51,S171 BUY Return Persistence 7R,"rho1=0.12, net=10.47ATR; high-volume 10-bar structural breakout"
2026-02-23T19:40:00+07:00,2026-02-23T20:00:00+07:00,BUY,5161.21,5157.25,5188.93,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.15, net=7.38ATR; high-volume 10-bar structural breakout"
2026-02-23T21:40:00+07:00,2026-02-23T22:00:00+07:00,BUY,5187.23,5181.8,5225.24,SL,-5.63,S171 BUY Return Persistence 7R,"rho1=0.29, net=5.21ATR; high-volume 10-bar structural breakout"
2026-02-26T22:50:00+07:00,2026-02-26T23:00:00+07:00,BUY,5186.11,5180.11,5228.11,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.15, net=0.86ATR; high-volume 10-bar structural breakout"
2026-02-27T20:15:00+07:00,2026-02-27T20:40:00+07:00,BUY,5215.64,5212.37,5238.54,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.24, net=6.93ATR; high-volume 10-bar structural breakout"
2026-02-27T22:10:00+07:00,2026-02-27T22:15:00+07:00,BUY,5234.16,5229.82,5264.54,SL,-4.54,S171 BUY Return Persistence 7R,"rho1=0.21, net=5.53ATR; high-volume 10-bar structural breakout"
2026-03-04T20:10:00+07:00,2026-03-04T20:20:00+07:00,BUY,5191.23,5186.59,5223.71,SL,-4.84,S171 BUY Return Persistence 7R,"rho1=0.19, net=2.35ATR; high-volume 10-bar structural breakout"
2026-03-04T21:10:00+07:00,2026-03-04T21:20:00+07:00,SELL,5169.66,5174.82,5133.54,BE,-0.2,S171 SELL Return Persistence 7R,"rho1=0.15, net=-2.15ATR; high-volume 10-bar structural breakout"
2026-03-06T22:20:00+07:00,2026-03-06T22:30:00+07:00,BUY,5158.11,5149.02,5221.74,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.22, net=3.82ATR; high-volume 10-bar structural breakout"
2026-03-09T17:30:00+07:00,2026-03-09T17:40:00+07:00,SELL,5096.4,5100.05,5070.84,SL,-3.85,S171 SELL Return Persistence 7R,"rho1=0.17, net=-3.47ATR; high-volume 10-bar structural breakout"
2026-03-11T09:50:00+07:00,2026-03-11T10:05:00+07:00,BUY,5216.64,5212.99,5242.2,BE,-0.2,S171 BUY Return Persistence 7R,"rho1=0.16, net=4.38ATR; high-volume 10-bar structural breakout"
2026-03-13T22:50:00+07:00,2026-03-13T23:30:00+07:00,SELL,5043.11,5054.91,4960.5,BE,-0.2,S171 SELL Return Persistence 7R,"rho1=0.20, net=-3.44ATR; high-volume 10-bar structural breakout"
2026-03-16T19:25:00+07:00,2026-03-16T19:50:00+07:00,BUY,5018.26,5013.25,5053.34,SL,-5.21,S171 BUY Return Persistence 7R,"rho1=0.36, net=1.57ATR; high-volume 10-bar structural breakout"
2026-03-18T09:55:00+07:00,2026-03-18T10:15:00+07:00,SELL,4994.01,4996.36,4977.56,BE,-0.2,S171 SELL Return Persistence 7R,"rho1=0.18, net=-0.66ATR; high-volume 10-bar structural breakout"
2026-03-18T18:25:00+07:00,2026-03-18T19:30:00+07:00,SELL,4957.38,4966.61,4892.77,TP,64.41,S171 SELL Return Persistence 7R,"rho1=0.16, net=-4.82ATR; high-volume 10-bar structural breakout"
2026-03-19T13:50:00+07:00,2026-03-19T13:55:00+07:00,SELL,4760.73,4768.37,4707.24,SL,-7.84,S171 SELL Return Persistence 7R,"rho1=0.24, net=-7.82ATR; high-volume 10-bar structural breakout"
2026-03-24T14:10:00+07:00,2026-03-24T14:20:00+07:00,BUY,4420.07,4414.17,4461.37,SL,-6.1,S171 BUY Return Persistence 7R,"rho1=0.21, net=4.08ATR; high-volume 10-bar structural breakout"
2026-03-26T15:20:00+07:00,2026-03-26T15:55:00+07:00,SELL,4438.69,4447.22,4378.97,BE,-0.2,S171 SELL Return Persistence 7R,"rho1=0.19, net=-7.31ATR; high-volume 10-bar structural breakout"
