label,days,date,total,base,siglevel,weight
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.86,150,2026-03-09,-1020.5541,-994.1177,-26.4364,0.86
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.86,180,2026-03-09,-1026.0741,-999.6377,-26.4364,0.86
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.85,90,2026-02-18,-1029.4903,-965.9613,-63.529,0.85
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.85,120,2026-03-09,-1010.2167,-984.0877,-26.129,0.85
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.85,150,2026-03-09,-1020.2467,-994.1177,-26.129,0.85
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.85,180,2026-03-09,-1025.7667,-999.6377,-26.129,0.85
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.84,90,2026-02-18,-1028.7429,-965.9613,-62.7816,0.84
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.84,120,2026-03-09,-1009.9093,-984.0877,-25.8216,0.84
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.84,150,2026-03-09,-1019.9393,-994.1177,-25.8216,0.84
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.84,180,2026-03-09,-1025.4593,-999.6377,-25.8216,0.84
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.83,90,2026-02-18,-1027.9955,-965.9613,-62.0342,0.83
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.83,120,2026-03-09,-1009.6019,-984.0877,-25.5142,0.83
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.83,150,2026-03-09,-1019.6319,-994.1177,-25.5142,0.83
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.83,180,2026-03-09,-1025.1519,-999.6377,-25.5142,0.83
