label,days,date,total,base,siglevel,weight
S86_BASELINE,90,2026-05-07,-999.8417,-999.8417,0.0,0.0
S86_BASELINE,120,2026-03-09,-984.0877,-984.0877,0.0,0.0
S86_BASELINE,150,2025-12-18,-998.7615,-998.7615,0.0,0.0
S86_BASELINE,180,2025-10-14,-999.9079,-999.9079,0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.01,90,2026-05-07,-999.9283,-999.8417,-0.0866,0.01
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.01,120,2026-03-09,-984.3951,-984.0877,-0.3074,0.01
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.01,150,2025-12-18,-998.7615,-998.7615,0.0,0.01
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.01,180,2026-03-09,-999.9451,-999.6377,-0.3074,0.01
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0,90,2026-05-07,-999.8417,-999.8417,-0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0,120,2026-03-09,-984.0877,-984.0877,-0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0,150,2025-12-18,-998.7615,-998.7615,0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0,180,2025-10-14,-999.9079,-999.9079,0.0,0.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x1,90,2026-02-18,-1040.7013,-965.9613,-74.74,1.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x1,120,2026-03-09,-1014.8277,-984.0877,-30.74,1.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x1,150,2026-03-09,-1024.8577,-994.1177,-30.74,1.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x1,180,2026-03-09,-1030.3777,-999.6377,-30.74,1.0
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.99,90,2026-02-18,-1039.9539,-965.9613,-73.9926,0.99
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.99,120,2026-03-09,-1014.5203,-984.0877,-30.4326,0.99
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.99,150,2026-03-09,-1024.5503,-994.1177,-30.4326,0.99
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.99,180,2026-03-09,-1030.0703,-999.6377,-30.4326,0.99
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.98,90,2026-02-18,-1039.2065,-965.9613,-73.2452,0.98
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.98,120,2026-03-09,-1014.2129,-984.0877,-30.1252,0.98
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.98,150,2026-03-09,-1024.2429,-994.1177,-30.1252,0.98
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.98,180,2026-03-09,-1029.7629,-999.6377,-30.1252,0.98
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.97,90,2026-02-18,-1038.4591,-965.9613,-72.4978,0.97
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.97,120,2026-03-09,-1013.9055,-984.0877,-29.8178,0.97
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.97,150,2026-03-09,-1023.9355,-994.1177,-29.8178,0.97
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.97,180,2026-03-09,-1029.4555,-999.6377,-29.8178,0.97
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.96,90,2026-02-18,-1037.7117,-965.9613,-71.7504,0.96
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.96,120,2026-03-09,-1013.5981,-984.0877,-29.5104,0.96
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.96,150,2026-03-09,-1023.6281,-994.1177,-29.5104,0.96
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.96,180,2026-03-09,-1029.1481,-999.6377,-29.5104,0.96
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.95,90,2026-02-18,-1036.9643,-965.9613,-71.003,0.95
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.95,120,2026-03-09,-1013.2907,-984.0877,-29.203,0.95
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.95,150,2026-03-09,-1023.3207,-994.1177,-29.203,0.95
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.95,180,2026-03-09,-1028.8407,-999.6377,-29.203,0.95
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.94,90,2026-02-18,-1036.2169,-965.9613,-70.2556,0.94
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.94,120,2026-03-09,-1012.9833,-984.0877,-28.8956,0.94
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.94,150,2026-03-09,-1023.0133,-994.1177,-28.8956,0.94
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.94,180,2026-03-09,-1028.5333,-999.6377,-28.8956,0.94
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.93,90,2026-02-18,-1035.4695,-965.9613,-69.5082,0.93
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.93,120,2026-03-09,-1012.6759,-984.0877,-28.5882,0.93
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.93,150,2026-03-09,-1022.7059,-994.1177,-28.5882,0.93
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.93,180,2026-03-09,-1028.2259,-999.6377,-28.5882,0.93
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.92,90,2026-02-18,-1034.7221,-965.9613,-68.7608,0.92
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.92,120,2026-03-09,-1012.3685,-984.0877,-28.2808,0.92
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.92,150,2026-03-09,-1022.3985,-994.1177,-28.2808,0.92
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.92,180,2026-03-09,-1027.9185,-999.6377,-28.2808,0.92
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.91,90,2026-02-18,-1033.9747,-965.9613,-68.0134,0.91
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.91,120,2026-03-09,-1012.0611,-984.0877,-27.9734,0.91
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.91,150,2026-03-09,-1022.0911,-994.1177,-27.9734,0.91
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.91,180,2026-03-09,-1027.6111,-999.6377,-27.9734,0.91
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.9,90,2026-02-18,-1033.2273,-965.9613,-67.266,0.9
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.9,120,2026-03-09,-1011.7537,-984.0877,-27.666,0.9
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.9,150,2026-03-09,-1021.7837,-994.1177,-27.666,0.9
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.9,180,2026-03-09,-1027.3037,-999.6377,-27.666,0.9
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.89,90,2026-02-18,-1032.4799,-965.9613,-66.5186,0.89
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.89,120,2026-03-09,-1011.4463,-984.0877,-27.3586,0.89
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.89,150,2026-03-09,-1021.4763,-994.1177,-27.3586,0.89
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.89,180,2026-03-09,-1026.9963,-999.6377,-27.3586,0.89
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.88,90,2026-02-18,-1031.7325,-965.9613,-65.7712,0.88
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.88,120,2026-03-09,-1011.1389,-984.0877,-27.0512,0.88
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.88,150,2026-03-09,-1021.1689,-994.1177,-27.0512,0.88
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.88,180,2026-03-09,-1026.6889,-999.6377,-27.0512,0.88
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.87,90,2026-02-18,-1030.9851,-965.9613,-65.0238,0.87
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.87,120,2026-03-09,-1010.8315,-984.0877,-26.7438,0.87
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.87,150,2026-03-09,-1020.8615,-994.1177,-26.7438,0.87
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.87,180,2026-03-09,-1026.3815,-999.6377,-26.7438,0.87
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.86,90,2026-02-18,-1030.2377,-965.9613,-64.2764,0.86
S85SIG_M30_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0.86,120,2026-03-09,-1010.5241,-984.0877,-26.4364,0.86
