timestamp,label,entry_tf,trades,wr,total_pnl,avg_per_day_span,avg_per_day_active,trades_per_active_day,n_days_with_trades,span_days,days_hit_1000,max_dd_usd,max_dd_pct,lot_min,lot_max,risk_pct,final_equity,max_consec_loss,avg_r_multiple,profit_factor,sweep_min_atr,sweep_max_atr,body_rev_pct,sl_atr_mult,tp_rr,min_range_atr,max_range_atr,max_trades_per_day,rsi_filter,momentum_filter,volume_filter,atr_regime_filter
2026-06-26 21:31:06,g121_E_maxday_d5_rr1.5,M5,111,34.2,-354.65,-11.82,-12.67,4.0,28,30,0,786.63,55.77,0.01,0.07,2.0,645.35,13,-0.183,0.76,0.02,5.0,0.3,0.3,1.5,0.3,20.0,5,False,False,False,False
2026-06-26 21:31:06,g122_E_maxday_d5_rr2.0,M5,111,28.8,-339.1,-11.3,-12.11,4.0,28,30,0,980.47,61.37,0.01,0.09,2.0,660.9,18,-0.167,0.8,0.02,5.0,0.3,0.3,2.0,0.3,20.0,5,False,False,False,False
2026-06-26 21:31:07,g123_E_maxday_d15_rr1.5,M5,153,32.7,-519.89,-17.33,-18.57,5.5,28,30,0,893.27,65.72,0.01,0.07,2.0,480.11,20,-0.225,0.73,0.02,5.0,0.3,0.3,1.5,0.3,20.0,15,False,False,False,False
2026-06-26 21:31:07,g124_E_maxday_d15_rr2.0,M5,153,26.1,-539.52,-17.98,-19.27,5.5,28,30,0,1095.31,71.74,0.01,0.08,2.0,460.48,22,-0.235,0.74,0.02,5.0,0.3,0.3,2.0,0.3,20.0,15,False,False,False,False
2026-06-26 21:31:07,g125_F_M15_sw0.02_rr1.5,M15,100,26.0,-482.82,-16.09,-13.05,2.7,37,30,0,564.04,54.58,0.01,0.04,2.0,517.18,20,-0.311,0.59,0.02,5.0,0.3,0.3,1.5,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:07,g126_F_M15_sw0.02_rr2.0,M15,100,23.0,-464.1,-15.47,-12.89,2.8,36,30,0,596.45,56.87,0.01,0.04,2.0,535.9,20,-0.288,0.63,0.02,5.0,0.3,0.3,2.0,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:07,g127_F_M15_sw0.02_rr3.0,M15,100,19.0,-388.97,-12.97,-11.11,2.9,35,30,0,620.74,55.38,0.01,0.05,2.0,611.03,20,-0.214,0.72,0.02,5.0,0.3,0.3,3.0,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:07,g128_F_M15_sw0.1_rr1.5,M15,92,22.8,-545.17,-18.17,-15.14,2.6,36,30,0,625.67,59.75,0.01,0.05,2.0,454.83,20,-0.409,0.5,0.1,5.0,0.3,0.3,1.5,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:08,g129_F_M15_sw0.1_rr2.0,M15,92,20.7,-536.2,-17.87,-15.32,2.6,35,30,0,633.5,60.41,0.01,0.05,2.0,463.8,20,-0.393,0.54,0.1,5.0,0.3,0.3,2.0,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:08,g130_F_M15_sw0.1_rr3.0,M15,92,17.4,-448.59,-14.95,-12.82,2.6,35,30,0,733.93,60.84,0.01,0.05,2.0,551.41,20,-0.293,0.67,0.1,5.0,0.3,0.3,3.0,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:08,g131_G_combo_rr1.5_ob65,M5,4,25.0,-28.0,-0.93,-7.0,1.0,4,30,0,35.08,3.48,0.01,0.05,2.0,972.0,2,-0.343,0.51,0.02,5.0,0.3,0.3,1.5,0.3,20.0,10,True,True,False,False
2026-06-26 21:31:08,g132_G_combo_rr1.5_ob70,M5,1,0.0,-14.92,-0.5,-14.92,1.0,1,30,0,14.92,1.49,0.01,0.01,2.0,985.08,1,-0.746,0.0,0.02,5.0,0.3,0.3,1.5,0.3,20.0,10,True,True,False,False
2026-06-26 21:31:09,g133_G_combo_rr2.0_ob65,M5,4,25.0,-18.04,-0.6,-4.51,1.0,4,30,0,35.08,3.45,0.01,0.05,2.0,981.96,2,-0.211,0.68,0.02,5.0,0.3,0.3,2.0,0.3,20.0,10,True,True,False,False
2026-06-26 21:31:09,g134_G_combo_rr2.0_ob70,M5,1,0.0,-14.92,-0.5,-14.92,1.0,1,30,0,14.92,1.49,0.01,0.01,2.0,985.08,1,-0.746,0.0,0.02,5.0,0.3,0.3,2.0,0.3,20.0,10,True,True,False,False
2026-06-26 21:31:09,g135_H_sess_london_rr2,M5,65,29.2,-211.86,-7.06,-9.63,3.0,22,30,0,655.65,46.71,0.01,0.07,2.0,788.14,14,-0.165,0.79,0.02,5.0,0.3,0.3,2.0,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:10,g136_H_sess_ny_rr2,M5,37,18.9,-272.21,-9.07,-16.01,2.2,17,30,0,327.41,31.03,0.01,0.04,2.0,727.79,10,-0.413,0.49,0.02,5.0,0.3,0.3,2.0,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:10,g137_H_sess_london_ny_rr2,M5,94,24.5,-442.35,-14.75,-19.23,4.1,23,30,0,773.62,58.11,0.01,0.06,2.0,557.65,16,-0.292,0.68,0.02,5.0,0.3,0.3,2.0,0.3,20.0,10,False,False,False,False
2026-06-26 21:31:10,g138_H_sess_pre_london_rr2,M5,81,25.9,-359.39,-11.98,-13.82,3.1,26,30,0,701.52,56.34,0.01,0.07,2.0,640.61,24,-0.256,0.66,0.02,5.0,0.3,0.3,2.0,0.3,20.0,10,False,False,False,False
