weight,valid,avg_day,min_day,worst_day,streak
200.0,True,4174.7689,3955.9975,-1000.0,3
200.001,True,4174.7691,3955.9977,-1000.0,3
200.002,True,4174.7692,3955.9978,-1000.0,3
200.003,True,4174.7693,3955.9979,-1000.0,3
200.004,True,4174.7695,3955.9981,-1000.0,3
200.005,True,4174.7696,3955.9982,-1000.0,3
200.006,True,4174.7697,3955.9984,-1000.0,3
200.007,True,4174.7699,3955.9985,-1000.0,3
200.008,True,4174.77,3955.9987,-1000.0,3
200.009,True,4174.7701,3955.9988,-1000.0,3
200.01,True,4174.7703,3955.999,-1000.0,3
200.011,True,4174.7704,3955.9991,-1000.0,3
200.012,True,4174.7706,3955.9993,-1000.0,3
200.013,True,4174.7707,3955.9994,-1000.0,3
200.014,True,4174.7708,3955.9996,-1000.0,3
200.015,True,4174.771,3955.9997,-1000.0,3
200.016,True,4174.7711,3955.9998,-1000.0,3
200.017,True,4174.7712,3956.0,-1000.0,3
200.018,True,4174.7714,3956.0001,-1000.0,3
200.019,True,4174.7715,3956.0003,-1000.0,3
200.02,True,4174.7716,3956.0004,-1000.0,3
200.021,True,4174.7718,3956.0006,-1000.0,3
200.022,True,4174.7719,3956.0007,-1000.0,3
200.023,True,4174.772,3956.0009,-1000.0,3
200.024,True,4174.7722,3956.001,-1000.0,3
200.025,True,4174.7723,3956.0012,-1000.0,3
200.026,True,4174.7724,3956.0013,-1000.0,3
200.027,True,4174.7726,3956.0015,-1000.0,3
200.028,True,4174.7727,3956.0016,-1000.0,3
200.029,True,4174.7728,3956.0017,-1000.0,3
200.03,True,4174.773,3956.0019,-1000.0,3
200.031,True,4174.7731,3956.002,-1000.0,3
200.032,True,4174.7732,3956.0022,-1000.0,3
200.033,True,4174.7734,3956.0023,-1000.0,3
200.034,True,4174.7735,3956.0025,-1000.0,3
200.035,True,4174.7736,3956.0026,-1000.0,3
200.036,True,4174.7738,3956.0028,-1000.0,3
200.037,True,4174.7739,3956.0029,-1000.0,3
200.038,True,4174.774,3956.0031,-1000.0,3
200.039,True,4174.7742,3956.0032,-1000.0,3
200.04,True,4174.7743,3956.0034,-1000.0,3
200.041,True,4174.7744,3956.0035,-1000.0,3
200.042,True,4174.7746,3956.0036,-1000.0,3
200.043,True,4174.7747,3956.0038,-1000.0,3
200.044,True,4174.7749,3956.0039,-1000.0,3
200.045,True,4174.775,3956.0041,-1000.0,3
200.046,True,4174.7751,3956.0042,-1000.0,3
200.047,True,4174.7753,3956.0044,-1000.0,3
200.048,True,4174.7754,3956.0045,-1000.0,3
200.049,True,4174.7755,3956.0047,-1000.0,3
200.05,True,4174.7757,3956.0048,-1000.0,3
200.051,True,4174.7758,3956.005,-1000.0,3
200.052,True,4174.7759,3956.0051,-1000.0,3
200.053,True,4174.7761,3956.0053,-1000.0,3
200.054,True,4174.7762,3956.0054,-1000.0,3
200.055,True,4174.7763,3956.0055,-1000.0,3
200.056,True,4174.7765,3956.0057,-1000.0,3
200.057,True,4174.7766,3956.0058,-1000.0,3
200.058,True,4174.7767,3956.006,-1000.0,3
200.059,True,4174.7769,3956.0061,-1000.0,3
200.06,True,4174.777,3956.0063,-1000.0,3
200.061,True,4174.7771,3956.0064,-1000.0,3
200.062,True,4174.7773,3956.0066,-1000.0,3
200.063,True,4174.7774,3956.0067,-1000.0,3
200.064,True,4174.7775,3956.0069,-1000.0,3
200.065,True,4174.7777,3956.007,-1000.0,3
200.066,True,4174.7778,3956.0072,-1000.0,3
200.067,True,4174.7779,3956.0073,-1000.0,3
200.068,True,4174.7781,3956.0075,-1000.0,3
200.069,True,4174.7782,3956.0076,-1000.0,3
200.07,True,4174.7783,3956.0077,-1000.0,3
200.071,True,4174.7785,3956.0079,-1000.0,3
200.072,True,4174.7786,3956.008,-1000.0,3
200.073,True,4174.7787,3956.0082,-1000.0,3
200.074,True,4174.7789,3956.0083,-1000.0,3
200.075,True,4174.779,3956.0085,-1000.0,3
200.076,True,4174.7792,3956.0086,-1000.0,3
200.077,True,4174.7793,3956.0088,-1000.0,3
200.078,True,4174.7794,3956.0089,-1000.0,3
200.079,True,4174.7796,3956.0091,-1000.0,3
200.08,True,4174.7797,3956.0092,-1000.0,3
200.081,True,4174.7798,3956.0094,-1000.0,3
200.082,True,4174.78,3956.0095,-1000.0,3
200.083,True,4174.7801,3956.0096,-1000.0,3
200.084,True,4174.7802,3956.0098,-1000.0,3
200.085,True,4174.7804,3956.0099,-1000.0,3
200.086,True,4174.7805,3956.0101,-1000.0,3
200.087,True,4174.7806,3956.0102,-1000.0,3
200.088,True,4174.7808,3956.0104,-1000.0,3
200.089,True,4174.7809,3956.0105,-1000.0,3
200.09,True,4174.781,3956.0107,-1000.0,3
200.091,True,4174.7812,3956.0108,-1000.0,3
200.092,True,4174.7813,3956.011,-1000.0,3
200.093,True,4174.7814,3956.0111,-1000.0,3
200.094,True,4174.7816,3956.0113,-1000.0,3
200.095,True,4174.7817,3956.0114,-1000.0,3
200.096,True,4174.7818,3956.0115,-1000.0,3
200.097,True,4174.782,3956.0117,-1000.0,3
200.098,True,4174.7821,3956.0118,-1000.0,3
200.099,True,4174.7822,3956.012,-1000.0,3
200.1,True,4174.7824,3956.0121,-1000.0,3
200.101,True,4174.7825,3956.0123,-1000.0,3
200.102,True,4174.7826,3956.0124,-1000.0,3
200.103,True,4174.7828,3956.0126,-1000.0,3
200.104,True,4174.7829,3956.0127,-1000.0,3
200.105,True,4174.783,3956.0129,-1000.0,3
200.106,True,4174.7832,3956.013,-1000.0,3
200.107,True,4174.7833,3956.0132,-1000.0,3
200.108,True,4174.7834,3956.0133,-1000.0,3
200.109,True,4174.7836,3956.0134,-1000.0,3
200.11,True,4174.7837,3956.0136,-1000.0,3
200.111,True,4174.7839,3956.0137,-1000.0,3
200.112,True,4174.784,3956.0139,-1000.0,3
200.113,True,4174.7841,3956.014,-1000.0,3
200.114,True,4174.7843,3956.0142,-1000.0,3
