signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2025-07-31T04:40:00+07:00,2025-08-01T20:30:00+07:00,BUY,3274.33,3269.21,3325.97,TP,51.44,S310 BUY Drive-Routed Run 10R,"3-bar expanding run of 1.44 ATR inside the rollover window; drive regime rate=0.59 (n=17), HTF reference=3294.41"
2025-08-21T04:25:00+07:00,2025-08-21T04:50:00+07:00,BUY,3349.13,3347.43,3366.02,SL,-1.9,S310 BUY Fade-Routed Run 10R,"3-bar expanding run of 1.60 ATR inside the rollover window; fade regime rate=0.41 (n=27), HTF reference=3344.47"
2025-08-30T04:25:00+07:00,2025-09-01T06:05:00+07:00,BUY,3450.07,3446.29,3487.98,SL,-3.98,S310 BUY Fade-Routed Run 10R,"3-bar expanding run of 1.37 ATR inside the rollover window; fade regime rate=0.53 (n=19), HTF reference=3439.06"
2025-09-11T04:25:00+07:00,2025-09-11T06:05:00+07:00,SELL,3639.76,3641.61,3621.36,SL,-2.05,S310 SELL Fade-Routed Run 10R,"3-bar expanding run of 0.80 ATR inside the rollover window; fade regime rate=0.54 (n=26), HTF reference=3645.72"
2025-09-23T04:25:00+07:00,2025-09-23T06:10:00+07:00,BUY,3747.67,3745.35,3770.98,SL,-2.52,S310 BUY Fade-Routed Run 10R,"3-bar expanding run of 1.17 ATR inside the rollover window; fade regime rate=0.51 (n=35), HTF reference=3734.50"
2025-10-16T04:50:00+07:00,2025-10-16T06:05:00+07:00,SELL,4207.11,4211.47,4165.27,SL,-4.56,S310 SELL Drive-Routed Run 10R,"3-bar expanding run of 1.28 ATR inside the rollover window; drive regime rate=0.69 (n=29), HTF reference=4198.99"
2025-10-23T04:35:00+07:00,2025-10-23T07:10:00+07:00,BUY,4100.19,4088.04,4222.58,SL,-12.35,S310 BUY Fade-Routed Run 10R,"3-bar expanding run of 1.68 ATR inside the rollover window; fade regime rate=0.52 (n=33), HTF reference=4062.12"
2025-12-27T04:30:00+07:00,2025-12-29T06:10:00+07:00,BUY,4533.12,4528.07,4583.19,BE,-0.2,S310 BUY Fade-Routed Run 10R,"3-bar expanding run of 1.02 ATR inside the rollover window; fade regime rate=0.50 (n=26), HTF reference=4528.17"
2026-01-01T04:35:00+07:00,2026-01-02T20:10:00+07:00,BUY,4315.56,4307.39,4400.89,TP,85.13,S310 BUY Drive-Routed Run 10R,"3-bar expanding run of 1.63 ATR inside the rollover window; drive regime rate=0.57 (n=28), HTF reference=4324.91"
2026-01-06T04:30:00+07:00,2026-01-06T06:30:00+07:00,BUY,4447.63,4443.07,4494.12,BE,-0.2,S310 BUY Fade-Routed Run 10R,"3-bar expanding run of 1.33 ATR inside the rollover window; fade regime rate=0.43 (n=30), HTF reference=4440.35"
2026-01-10T04:30:00+07:00,2026-01-10T04:40:00+07:00,SELL,4507.94,4510.72,4480.35,SL,-2.98,S310 SELL Drive-Routed Run 10R,"3-bar expanding run of 0.77 ATR inside the rollover window; drive regime rate=0.56 (n=32), HTF reference=4499.97"
2026-01-15T04:10:00+07:00,2026-01-15T23:15:00+07:00,SELL,4624.46,4633.49,4534.71,BE,-0.2,S310 SELL Fade-Routed Run 10R,"3-bar expanding run of 1.27 ATR inside the rollover window; fade regime rate=0.35 (n=23), HTF reference=4625.30"
