weight,valid,avg_day,min_day,worst_day,streak
130.0,True,2337.2154,2110.5663,-999.9958,3
130.001,True,2337.216,2110.5663,-999.9958,3
130.002,True,2337.2165,2110.5664,-999.9958,3
130.003,True,2337.2171,2110.5665,-999.9958,3
130.004,True,2337.2176,2110.5666,-999.9958,3
130.005,True,2337.2182,2110.5667,-999.9958,3
130.006,True,2337.2187,2110.5668,-999.9958,3
130.007,True,2337.2193,2110.5669,-999.9958,3
130.008,True,2337.2199,2110.567,-999.9958,3
130.009,True,2337.2204,2110.5671,-999.9958,3
130.01,True,2337.221,2110.5672,-999.9958,3
130.011,True,2337.2215,2110.5673,-999.9958,3
130.012,True,2337.2221,2110.5674,-999.9958,3
130.013,True,2337.2226,2110.5675,-999.9958,3
130.014,True,2337.2232,2110.5676,-999.9958,3
130.015,True,2337.2237,2110.5677,-999.9958,3
130.016,True,2337.2243,2110.5678,-999.9958,3
130.017,True,2337.2248,2110.5679,-999.9958,3
130.018,True,2337.2254,2110.568,-999.9958,3
130.019,True,2337.2259,2110.5681,-999.9958,3
130.02,True,2337.2265,2110.5682,-999.9958,3
130.021,True,2337.2271,2110.5683,-999.9958,3
130.022,True,2337.2276,2110.5684,-999.9958,3
130.023,True,2337.2282,2110.5685,-999.9958,3
130.024,True,2337.2287,2110.5686,-999.9958,3
130.025,True,2337.2293,2110.5687,-999.9958,3
130.026,True,2337.2298,2110.5688,-999.9958,3
130.027,True,2337.2304,2110.5689,-999.9958,3
130.028,True,2337.2309,2110.569,-999.9958,3
130.029,True,2337.2315,2110.5691,-999.9958,3
130.03,True,2337.232,2110.5692,-999.9958,3
130.031,True,2337.2326,2110.5693,-999.9958,3
130.032,True,2337.2331,2110.5694,-999.9958,3
130.033,True,2337.2337,2110.5695,-999.9958,3
130.034,True,2337.2342,2110.5696,-999.9958,3
130.035,True,2337.2348,2110.5697,-999.9958,3
130.036,True,2337.2354,2110.5698,-999.9958,3
130.037,True,2337.2359,2110.5699,-999.9958,3
130.038,True,2337.2365,2110.57,-999.9958,3
130.039,True,2337.237,2110.5701,-999.9958,3
130.04,True,2337.2376,2110.5702,-999.9958,3
130.041,True,2337.2381,2110.5703,-999.9958,3
130.042,True,2337.2387,2110.5704,-999.9958,3
130.043,True,2337.2392,2110.5705,-999.9958,3
130.044,True,2337.2398,2110.5706,-999.9958,3
130.045,True,2337.2403,2110.5707,-999.9958,3
130.046,True,2337.2409,2110.5708,-999.9958,3
130.047,True,2337.2414,2110.5709,-999.9958,3
130.048,True,2337.242,2110.571,-999.9958,3
130.049,True,2337.2426,2110.5711,-999.9958,3
130.05,True,2337.2431,2110.5712,-999.9958,3
130.051,True,2337.2437,2110.5713,-999.9958,3
130.052,True,2337.2442,2110.5714,-999.9958,3
130.053,True,2337.2448,2110.5715,-999.9958,3
130.054,True,2337.2453,2110.5716,-999.9958,3
130.055,True,2337.2459,2110.5717,-999.9958,3
130.056,True,2337.2464,2110.5718,-999.9958,3
130.057,True,2337.247,2110.5719,-999.9958,3
130.058,True,2337.2475,2110.572,-999.9958,3
130.059,True,2337.2481,2110.5721,-999.9958,3
130.06,True,2337.2486,2110.5722,-999.9958,3
130.061,True,2337.2492,2110.5723,-999.9958,3
130.062,True,2337.2497,2110.5724,-999.9958,3
130.063,True,2337.2503,2110.5725,-999.9958,3
130.064,True,2337.2509,2110.5726,-999.9958,3
130.065,True,2337.2514,2110.5727,-999.9958,3
130.066,True,2337.252,2110.5728,-999.9958,3
130.067,True,2337.2525,2110.5729,-999.9958,3
130.068,True,2337.2531,2110.573,-999.9958,3
130.069,True,2337.2536,2110.5731,-999.9958,3
130.07,True,2337.2542,2110.5732,-999.9958,3
130.071,True,2337.2547,2110.5733,-999.9958,3
130.072,True,2337.2553,2110.5734,-999.9958,3
130.073,True,2337.2558,2110.5735,-999.9958,3
130.074,True,2337.2564,2110.5736,-999.9958,3
130.075,True,2337.2569,2110.5737,-999.9958,3
130.076,True,2337.2575,2110.5738,-999.9958,3
130.077,True,2337.2581,2110.5739,-999.9958,3
130.078,True,2337.2586,2110.574,-999.9958,3
130.079,True,2337.2592,2110.5741,-999.9958,3
130.08,True,2337.2597,2110.5742,-999.9958,3
130.081,True,2337.2603,2110.5743,-999.9958,3
130.082,True,2337.2608,2110.5744,-999.9958,3
130.083,True,2337.2614,2110.5745,-999.9958,3
130.084,True,2337.2619,2110.5746,-999.9958,3
130.085,True,2337.2625,2110.5747,-999.9958,3
130.086,True,2337.263,2110.5748,-999.9958,3
130.087,True,2337.2636,2110.5749,-999.9958,3
130.088,True,2337.2641,2110.575,-999.9958,3
130.089,True,2337.2647,2110.5751,-999.9958,3
130.09,True,2337.2653,2110.5752,-999.9958,3
130.091,True,2337.2658,2110.5753,-999.9958,3
130.092,True,2337.2664,2110.5754,-999.9958,3
130.093,True,2337.2669,2110.5755,-999.9958,3
130.094,True,2337.2675,2110.5756,-999.9958,3
130.095,True,2337.268,2110.5757,-999.9958,3
130.096,True,2337.2686,2110.5758,-999.9958,3
130.097,True,2337.2691,2110.5759,-999.9958,3
130.098,True,2337.2697,2110.576,-999.9958,3
130.099,True,2337.2702,2110.5761,-999.9958,3
130.1,True,2337.2708,2110.5762,-999.9958,3
130.101,True,2337.2713,2110.5762,-999.9958,3
130.102,True,2337.2719,2110.5763,-999.9958,3
130.103,True,2337.2724,2110.5764,-999.9958,3
130.104,True,2337.273,2110.5765,-999.9958,3
130.105,True,2337.2736,2110.5766,-999.9958,3
130.106,True,2337.2741,2110.5767,-999.9958,3
130.107,True,2337.2747,2110.5768,-999.9958,3
130.108,True,2337.2752,2110.5769,-999.9958,3
130.109,True,2337.2758,2110.577,-999.9958,3
130.11,True,2337.2763,2110.5771,-999.9958,3
130.111,True,2337.2769,2110.5772,-999.9958,3
130.112,True,2337.2774,2110.5773,-999.9958,3
130.113,True,2337.278,2110.5774,-999.9958,3
130.114,True,2337.2785,2110.5775,-999.9958,3
130.115,True,2337.2791,2110.5776,-999.9958,3
130.116,True,2337.2796,2110.5777,-999.9958,3
130.117,True,2337.2802,2110.5778,-999.9958,3
130.118,True,2337.2808,2110.5779,-999.9958,3
130.119,True,2337.2813,2110.578,-999.9958,3
130.12,True,2337.2819,2110.5781,-999.9958,3
130.121,True,2337.2824,2110.5782,-999.9958,3
130.122,True,2337.283,2110.5783,-999.9958,3
130.123,True,2337.2835,2110.5784,-999.9958,3
130.124,True,2337.2841,2110.5785,-999.9958,3
130.125,True,2337.2846,2110.5786,-999.9958,3
130.126,True,2337.2852,2110.5787,-999.9958,3
130.127,True,2337.2857,2110.5788,-999.9958,3
130.128,True,2337.2863,2110.5789,-999.9958,3
130.129,True,2337.2868,2110.579,-999.9958,3
130.13,True,2337.2874,2110.5791,-999.9958,3
130.131,True,2337.2879,2110.5792,-999.9958,3
130.132,True,2337.2885,2110.5793,-999.9958,3
130.133,True,2337.2891,2110.5794,-999.9958,3
130.134,True,2337.2896,2110.5795,-999.9958,3
130.135,True,2337.2902,2110.5796,-999.9958,3
130.136,True,2337.2907,2110.5797,-999.9958,3
130.137,True,2337.2913,2110.5798,-999.9958,3
130.138,True,2337.2918,2110.5799,-999.9958,3
130.139,True,2337.2924,2110.58,-999.9958,3
130.14,True,2337.2929,2110.5801,-999.9958,3
130.141,True,2337.2935,2110.5802,-999.9958,3
130.142,True,2337.294,2110.5803,-999.9958,3
130.143,True,2337.2946,2110.5804,-999.9958,3
130.144,True,2337.2951,2110.5805,-999.9958,3
130.145,True,2337.2957,2110.5806,-999.9958,3
130.146,True,2337.2963,2110.5807,-999.9958,3
130.147,True,2337.2968,2110.5808,-999.9958,3
130.148,True,2337.2974,2110.5809,-999.9958,3
130.149,True,2337.2979,2110.581,-999.9958,3
130.15,True,2337.2985,2110.5811,-999.9958,3
130.151,True,2337.299,2110.5812,-999.9958,3
130.152,True,2337.2996,2110.5813,-999.9958,3
130.153,True,2337.3001,2110.5814,-999.9958,3
130.154,True,2337.3007,2110.5815,-999.9958,3
130.155,True,2337.3012,2110.5816,-999.9958,3
130.156,True,2337.3018,2110.5817,-999.9958,3
130.157,True,2337.3023,2110.5818,-999.9958,3
130.158,True,2337.3029,2110.5819,-999.9958,3
130.159,True,2337.3035,2110.582,-999.9958,3
130.16,True,2337.304,2110.5821,-999.9958,3
130.161,True,2337.3046,2110.5822,-999.9958,3
130.162,True,2337.3051,2110.5823,-999.9958,3
130.163,True,2337.3057,2110.5824,-999.9958,3
130.164,True,2337.3062,2110.5825,-999.9958,3
130.165,True,2337.3068,2110.5826,-999.9958,3
130.166,True,2337.3073,2110.5827,-999.9958,3
130.167,True,2337.3079,2110.5828,-999.9958,3
130.168,True,2337.3084,2110.5829,-999.9958,3
130.169,True,2337.309,2110.583,-999.9958,3
130.17,True,2337.3095,2110.5831,-999.9958,3
130.171,True,2337.3101,2110.5832,-999.9958,3
130.172,True,2337.3106,2110.5833,-999.9958,3
130.173,True,2337.3112,2110.5834,-999.9958,3
130.174,True,2337.3118,2110.5835,-999.9958,3
130.175,True,2337.3123,2110.5836,-999.9958,3
130.176,True,2337.3129,2110.5837,-999.9958,3
130.177,True,2337.3134,2110.5838,-999.9958,3
130.178,True,2337.314,2110.5839,-999.9958,3
130.179,True,2337.3145,2110.584,-999.9958,3
130.18,True,2337.3151,2110.5841,-999.9958,3
130.181,True,2337.3156,2110.5842,-999.9958,3
130.182,True,2337.3162,2110.5843,-999.9958,3
130.183,True,2337.3167,2110.5844,-999.9958,3
130.184,True,2337.3173,2110.5845,-999.9958,3
130.185,True,2337.3178,2110.5846,-999.9958,3
130.186,True,2337.3184,2110.5847,-999.9958,3
130.187,True,2337.319,2110.5848,-999.9958,3
130.188,True,2337.3195,2110.5849,-999.9958,3
130.189,True,2337.3201,2110.585,-999.9958,3
130.19,True,2337.3206,2110.5851,-999.9958,3
130.191,True,2337.3212,2110.5852,-999.9958,3
130.192,True,2337.3217,2110.5853,-999.9958,3
130.193,True,2337.3223,2110.5854,-999.9958,3
130.194,True,2337.3228,2110.5855,-999.9958,3
130.195,True,2337.3234,2110.5856,-999.9958,3
130.196,True,2337.3239,2110.5857,-999.9958,3
130.197,True,2337.3245,2110.5858,-999.9958,3
130.198,True,2337.325,2110.5859,-999.9958,3
130.199,True,2337.3256,2110.586,-999.9958,3
130.2,True,2337.3261,2110.5861,-999.9958,3
130.201,True,2337.3267,2110.5861,-999.9958,3
130.202,True,2337.3273,2110.5862,-999.9958,3
130.203,True,2337.3278,2110.5863,-999.9958,3
130.204,True,2337.3284,2110.5864,-999.9958,3
130.205,True,2337.3289,2110.5865,-999.9958,3
130.206,True,2337.3295,2110.5866,-999.9958,3
130.207,True,2337.33,2110.5867,-999.9958,3
130.208,True,2337.3306,2110.5868,-999.9958,3
130.209,True,2337.3311,2110.5869,-999.9958,3
130.21,True,2337.3317,2110.587,-999.9958,3
130.211,True,2337.3322,2110.5871,-999.9958,3
130.212,True,2337.3328,2110.5872,-999.9958,3
130.213,True,2337.3333,2110.5873,-999.9958,3
130.214,True,2337.3339,2110.5874,-999.9958,3
130.215,True,2337.3345,2110.5875,-999.9958,3
130.216,True,2337.335,2110.5876,-999.9958,3
130.217,True,2337.3356,2110.5877,-999.9958,3
130.218,True,2337.3361,2110.5878,-999.9958,3
130.219,True,2337.3367,2110.5879,-999.9958,3
130.22,True,2337.3372,2110.588,-999.9958,3
130.221,True,2337.3378,2110.5881,-999.9958,3
130.222,True,2337.3383,2110.5882,-999.9958,3
130.223,True,2337.3389,2110.5883,-999.9958,3
130.224,True,2337.3394,2110.5884,-999.9958,3
130.225,True,2337.34,2110.5885,-999.9958,3
130.226,True,2337.3405,2110.5886,-999.9958,3
130.227,True,2337.3411,2110.5887,-999.9958,3
130.228,True,2337.3417,2110.5888,-999.9958,3
130.229,True,2337.3422,2110.5889,-999.9958,3
130.23,True,2337.3428,2110.589,-999.9958,3
130.231,True,2337.3433,2110.5891,-999.9958,3
130.232,True,2337.3439,2110.5892,-999.9958,3
130.233,True,2337.3444,2110.5893,-999.9958,3
130.234,True,2337.345,2110.5894,-999.9958,3
130.235,True,2337.3455,2110.5895,-999.9958,3
130.236,True,2337.3461,2110.5896,-999.9958,3
130.237,True,2337.3466,2110.5897,-999.9958,3
130.238,True,2337.3472,2110.5898,-999.9958,3
130.239,True,2337.3477,2110.5899,-999.9958,3
130.24,True,2337.3483,2110.59,-999.9958,3
130.241,True,2337.3488,2110.5901,-999.9958,3
130.242,True,2337.3494,2110.5902,-999.9958,3
130.243,True,2337.35,2110.5903,-999.9958,3
130.244,True,2337.3505,2110.5904,-999.9958,3
130.245,True,2337.3511,2110.5905,-999.9958,3
130.246,True,2337.3516,2110.5906,-999.9958,3
130.247,True,2337.3522,2110.5907,-999.9958,3
130.248,True,2337.3527,2110.5908,-999.9958,3
130.249,True,2337.3533,2110.5909,-999.9958,3
130.25,True,2337.3538,2110.591,-999.9958,3
130.251,True,2337.3544,2110.5911,-999.9958,3
130.252,True,2337.3549,2110.5912,-999.9958,3
130.253,True,2337.3555,2110.5913,-999.9958,3
130.254,True,2337.356,2110.5914,-999.9958,3
130.255,True,2337.3566,2110.5915,-999.9958,3
130.256,True,2337.3572,2110.5916,-999.9958,3
130.257,True,2337.3577,2110.5917,-999.9958,3
130.258,True,2337.3583,2110.5918,-999.9958,3
130.259,True,2337.3588,2110.5919,-999.9958,3
130.26,True,2337.3594,2110.592,-999.9958,3
130.261,True,2337.3599,2110.5921,-999.9958,3
130.262,True,2337.3605,2110.5922,-999.9958,3
130.263,True,2337.361,2110.5923,-999.9958,3
130.264,True,2337.3616,2110.5924,-999.9958,3
130.265,True,2337.3621,2110.5925,-999.9958,3
130.266,True,2337.3627,2110.5926,-999.9958,3
130.267,True,2337.3632,2110.5927,-999.9958,3
130.268,True,2337.3638,2110.5928,-999.9958,3
130.269,True,2337.3643,2110.5929,-999.9958,3
130.27,True,2337.3649,2110.593,-999.9958,3
130.271,True,2337.3655,2110.5931,-999.9958,3
130.272,True,2337.366,2110.5932,-999.9958,3
130.273,True,2337.3666,2110.5933,-999.9958,3
130.274,True,2337.3671,2110.5934,-999.9958,3
130.275,True,2337.3677,2110.5935,-999.9958,3
130.276,True,2337.3682,2110.5936,-999.9958,3
