timestamp,label,entry_tf,base_bars,base_atr_mult,impulse_atr_mult,max_zone_age_bars,sl_atr_mult,tp_rr,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 10:15:57,smoke60b,M5,3,1.0,0.8,40,1.0,1.5,0.5,316,50.0,9.6,288.0,27.9,1.34,44.0,7,0.162,1576.03
2026-06-27 10:16:03,smoke60c,M5,3,1.5,0.6,40,1.0,1.5,0.5,490,51.0,21.09,632.7,30.24,1.39,49.3,4,0.245,2265.18
