weight,pass_floor_streak,avg_day,min_day,worst_day
20.491,True,2189.5502,2001.0534,-999.90946
20.492,False,2189.5508,2001.0541,-999.94279
20.493,False,2189.5514,2001.0549,-999.97628
20.494,False,2189.552,2001.0557,-1000.00977
20.495,False,2189.5525,2001.0564,-1000.04326
20.496,False,2189.5531,2001.0572,-1000.07675
20.497,False,2189.5537,2001.058,-1000.11024
20.498,False,2189.5543,2001.0587,-1000.14373
20.499,False,2189.5549,2001.0595,-1000.17722
20.5,False,2189.5554,2001.0603,-1000.21071
20.501,False,2189.556,2001.061,-1000.2442
20.502,False,2189.5566,2001.0618,-1000.27769
20.503,False,2189.5572,2001.0626,-1000.31118
20.504,False,2189.5577,2001.0633,-1000.34467
20.505,False,2189.5583,2001.0641,-1000.37816
20.506,False,2189.5589,2001.0649,-1000.41165
20.507,False,2189.5595,2001.0656,-1000.44514
20.508,False,2189.5601,2001.0664,-1000.47863
20.509,False,2189.5606,2001.0672,-1000.51212
20.51,False,2189.5612,2001.0679,-1000.54561
20.511,False,2189.5618,2001.0687,-1000.5791
20.512,False,2189.5624,2001.0695,-1000.61259
20.513,False,2189.563,2001.0702,-1000.64608
20.514,False,2189.5635,2001.071,-1000.67957
20.515,False,2189.5641,2001.0718,-1000.71306
20.516,False,2189.5647,2001.0725,-1000.74655
20.517,False,2189.5653,2001.0733,-1000.78004
20.518,False,2189.5658,2001.0741,-1000.81353
20.519,False,2189.5664,2001.0748,-1000.84702
20.52,False,2189.567,2001.0756,-1000.88051
20.521,False,2189.5676,2001.0764,-1000.914
20.522,False,2189.5682,2001.0771,-1000.94749
20.523,False,2189.5687,2001.0779,-1000.98098
20.524,False,2189.5693,2001.0787,-1001.01447
20.525,False,2189.5699,2001.0794,-1001.04796
20.526,False,2189.5705,2001.0802,-1001.08145
20.527,False,2189.571,2001.081,-1001.11494
20.528,False,2189.5716,2001.0817,-1001.14843
20.529,False,2189.5722,2001.0825,-1001.18192
20.53,False,2189.5728,2001.0832,-1001.21541
20.531,False,2189.5734,2001.084,-1001.2489
20.532,False,2189.5739,2001.0848,-1001.28239
20.533,False,2189.5745,2001.0855,-1001.31588
20.534,False,2189.5751,2001.0863,-1001.34937
20.535,False,2189.5757,2001.0871,-1001.38286
20.536,False,2189.5763,2001.0878,-1001.41635
20.537,False,2189.5768,2001.0886,-1001.44984
20.538,False,2189.5774,2001.0894,-1001.48333
20.539,False,2189.578,2001.0901,-1001.51682
20.54,False,2189.5786,2001.0909,-1001.55031
20.541,False,2189.5791,2001.0917,-1001.5838
20.542,False,2189.5797,2001.0924,-1001.61729
20.543,False,2189.5803,2001.0932,-1001.65078
20.544,False,2189.5809,2001.094,-1001.68427
20.545,False,2189.5815,2001.0947,-1001.71776
20.546,False,2189.582,2001.0955,-1001.75125
20.547,False,2189.5826,2001.0963,-1001.78474
20.548,False,2189.5832,2001.097,-1001.81823
20.549,False,2189.5838,2001.0978,-1001.85172
20.55,False,2189.5843,2001.0986,-1001.88521
20.551,False,2189.5849,2001.0993,-1001.9187
20.552,False,2189.5855,2001.1001,-1001.95219
20.553,False,2189.5861,2001.1009,-1001.98568
20.554,False,2189.5867,2001.1016,-1002.01917
20.555,False,2189.5872,2001.1024,-1002.05266
20.556,False,2189.5878,2001.1032,-1002.08615
20.557,False,2189.5884,2001.1039,-1002.11964
20.558,False,2189.589,2001.1047,-1002.15313
20.559,False,2189.5896,2001.1055,-1002.18662
20.56,False,2189.5901,2001.1062,-1002.22011
20.561,False,2189.5907,2001.107,-1002.2536
20.562,False,2189.5913,2001.1078,-1002.28709
20.563,False,2189.5919,2001.1085,-1002.32058
20.564,False,2189.5924,2001.1093,-1002.35407
20.565,False,2189.593,2001.1101,-1002.38756
20.566,False,2189.5936,2001.1108,-1002.42105
20.567,False,2189.5942,2001.1116,-1002.45454
20.568,False,2189.5948,2001.1123,-1002.48803
20.569,False,2189.5953,2001.1131,-1002.52152
20.57,False,2189.5959,2001.1139,-1002.55501
20.571,False,2189.5965,2001.1146,-1002.5885
20.572,False,2189.5971,2001.1154,-1002.62199
20.573,False,2189.5976,2001.1162,-1002.65548
20.574,False,2189.5982,2001.1169,-1002.68897
20.575,False,2189.5988,2001.1177,-1002.72246
20.576,False,2189.5994,2001.1185,-1002.75595
20.577,False,2189.6,2001.1192,-1002.78944
20.578,False,2189.6005,2001.12,-1002.82293
20.579,False,2189.6011,2001.1208,-1002.85642
20.58,False,2189.6017,2001.1215,-1002.88991
20.581,False,2189.6023,2001.1223,-1002.9234
20.582,False,2189.6029,2001.1231,-1002.95689
20.583,False,2189.6034,2001.1238,-1002.99038
20.584,False,2189.604,2001.1246,-1003.02387
20.585,False,2189.6046,2001.1254,-1003.05736
20.586,False,2189.6052,2001.1261,-1003.09085
20.587,False,2189.6057,2001.1269,-1003.12434
20.588,False,2189.6063,2001.1277,-1003.15783
20.589,False,2189.6069,2001.1284,-1003.19132
20.59,False,2189.6075,2001.1292,-1003.22481
20.591,False,2189.6081,2001.13,-1003.2583
20.592,False,2189.6086,2001.1307,-1003.29179
20.593,False,2189.6092,2001.1315,-1003.32528
20.594,False,2189.6098,2001.1323,-1003.35877
20.595,False,2189.6104,2001.133,-1003.39226
20.596,False,2189.611,2001.1338,-1003.42575
20.597,False,2189.6115,2001.1346,-1003.45924
20.598,False,2189.6121,2001.1353,-1003.49273
20.599,False,2189.6127,2001.1361,-1003.52622
20.6,False,2189.6133,2001.1369,-1003.55971
20.601,False,2189.6138,2001.1376,-1003.5932
20.602,False,2189.6144,2001.1384,-1003.62669
20.603,False,2189.615,2001.1391,-1003.66018
20.604,False,2189.6156,2001.1399,-1003.69367
20.605,False,2189.6162,2001.1407,-1003.72716
20.606,False,2189.6167,2001.1414,-1003.76065
20.607,False,2189.6173,2001.1422,-1003.79414
20.608,False,2189.6179,2001.143,-1003.82763
20.609,False,2189.6185,2001.1437,-1003.86112
20.61,False,2189.619,2001.1445,-1003.89461
20.611,False,2189.6196,2001.1453,-1003.9281
20.612,False,2189.6202,2001.146,-1003.96159
20.613,False,2189.6208,2001.1468,-1003.99508
20.614,False,2189.6214,2001.1476,-1004.02857
20.615,False,2189.6219,2001.1483,-1004.06206
20.616,False,2189.6225,2001.1491,-1004.09555
