timestamp,label,entry_tf,lookback,ref_min_wick_atr,ref_wick_body_mult,eat_tol_atr,close_fail_atr,require_opposite_close,min_body_atr,min_range_atr,target_mode,mode,sl_atr_mult,tp_rr,trades,wr,avg_per_day_span,max_dd_pct,profit_factor,fixed_per_day,fixed_per_month,fixed_pf,fixed_avg,pct_pos_days,max_losing_day_streak,sharpe_like
2026-07-10 10:15:51,baseline,M5,48,0.35,0.8,0.08,0.05,True,0.08,0.35,mid,revisit,0.25,1.1,913,44.1,-8.07,35.1,0.87,-22.77,-683.05,0.792,-0.748,31.4,11,-0.645
