time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2025-11-19 21:55,2025-11-19 22:00,2025-11-19 22:45,BUY,4126.86,4108.33,4182.43,SL,-18.73,"Box 4100.80-4119.84 (w=19.04), break body 10.32, vol x1.6, retest-limit above box"
2025-12-15 20:55,2025-12-15 21:00,2025-12-15 21:55,SELL,4332.89,4342.6,4303.79,TRAIL,8.58,"Box 4333.80-4348.39 (w=14.59), break body 7.62, vol x1.8, retest-limit below box"
2025-12-18 15:00,2025-12-18 15:05,2025-12-18 19:35,SELL,4327.75,4335.43,4304.73,TRAIL,4.91,"Box 4330.08-4337.78 (w=7.70), break body 4.18, vol x1.3, retest-limit below box"
2025-12-23 20:50,2025-12-23 20:55,2025-12-23 21:55,SELL,4479.78,4491.85,4443.57,TP,36.01,"Box 4483.09-4497.29 (w=14.20), break body 9.54, vol x2.1, retest-limit below box"
2026-01-09 20:30,2026-01-09 20:35,2026-01-09 23:05,BUY,4485.97,4468.79,4537.52,TRAIL,21.12,"Box 4461.18-4480.51 (w=19.33), break body 13.99, vol x2.3, retest-limit above box"
2026-01-14 21:35,2026-01-14 21:40,2026-01-15 00:50,SELL,4619.69,4634.83,4574.25,TRAIL,7.65,"Box 4624.05-4641.91 (w=17.86), break body 10.85, vol x1.8, retest-limit below box"
2026-01-21 20:35,2026-01-21 20:40,2026-01-21 21:00,BUY,4877.54,4861.9,4924.45,SL,-15.84,"Box 4855.25-4871.92 (w=16.67), break body 6.95, vol x1.3, retest-limit above box"
2026-01-21 22:15,2026-01-21 22:30,2026-01-22 03:00,SELL,4833.56,4864.91,4739.51,TRAIL,48.74,"Box 4839.56-4880.90 (w=41.34), break body 29.10, vol x1.4, retest-limit below box"
2026-01-29 22:00,2026-01-29 22:05,2026-01-29 22:20,SELL,5461.36,5527.5,5262.94,TRAIL,105.2,"Box 5491.25-5549.83 (w=58.58), break body 39.03, vol x1.3, retest-limit below box"
2026-02-04 21:30,2026-02-04 21:35,2026-02-04 21:45,SELL,5016.94,5047.18,4926.21,TRAIL,17.87,"Box 5022.05-5063.44 (w=41.39), break body 16.57, vol x1.6, retest-limit below box"
2026-02-09 21:30,2026-02-09 21:35,2026-02-10 00:00,BUY,5034.02,5006.9,5115.38,TRAIL,32.0,"Box 4995.19-5024.61 (w=29.42), break body 14.73, vol x1.6, retest-limit above box"
2026-04-16 21:50,2026-04-16 21:55,2026-04-17 09:35,SELL,4795.63,4818.46,4727.13,TRAIL,17.87,"Box 4808.68-4823.85 (w=15.17), break body 19.60, vol x2.0, retest-limit below box"
2026-05-26 15:55,2026-05-26 16:00,2026-05-26 16:10,BUY,4537.47,4527.4,4567.69,SL,-10.27,"Box 4521.70-4536.17 (w=14.47), break body 6.59, vol x1.3, retest-limit above box"
2026-06-01 21:10,2026-06-01 21:15,2026-06-01 22:05,SELL,4485.41,4506.55,4421.97,TRAIL,25.87,"Box 4495.64-4512.92 (w=17.28), break body 16.76, vol x2.6, retest-limit below box"
2026-06-02 20:45,2026-06-02 20:50,2026-06-02 21:40,SELL,4520.98,4529.69,4494.83,TRAIL,7.06,"Box 4521.70-4534.69 (w=12.99), break body 4.76, vol x1.1, retest-limit below box"
2026-06-03 21:40,2026-06-03 21:45,2026-06-03 22:50,SELL,4428.69,4459.29,4336.9,SL,-30.8,"Box 4445.90-4468.07 (w=22.17), break body 21.17, vol x1.8, retest-limit below box"
2026-06-09 21:45,2026-06-09 21:50,2026-06-09 21:55,BUY,4350.97,4333.17,4404.37,SL,-18.0,"Box 4325.28-4345.50 (w=20.22), break body 21.86, vol x2.0, retest-limit above box"
2026-07-02 20:30,2026-07-02 20:35,2026-07-03 09:40,BUY,4125.91,4062.75,4315.4,TRAIL,55.89,"Box 4057.46-4073.59 (w=16.13), break body 62.54, vol x3.3, retest-limit above box"
2026-07-08 16:15,2026-07-08 16:20,2026-07-08 17:15,SELL,4089.68,4126.36,3979.64,TRAIL,29.02,"Box 4114.80-4133.64 (w=18.84), break body 29.15, vol x2.0, retest-limit below box"
