time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2025-10-20 12:20,2025-10-20 14:00,BUY,4238.69,4236.35,4253.14,SL,-2.54,"Mega void 14.45 (3.1ATR, age 38) limit at deep edge 4238.69"
2025-10-20 13:10,2025-10-20 14:00,BUY,4238.69,4237.16,4253.14,SL,-1.73,"Mega void 14.45 (4.7ATR, age 48) limit at deep edge 4238.69"
2025-10-25 01:20,2025-10-27 05:05,BUY,4091.13,4088.69,4105.81,SL,-2.64,"Mega void 14.68 (3.0ATR, age 51) limit at deep edge 4091.13"
2025-10-25 03:20,2025-10-27 05:05,BUY,4091.13,4088.69,4105.81,SL,-2.64,"Mega void 14.68 (3.0ATR, age 75) limit at deep edge 4091.13"
2025-10-25 04:10,2025-10-27 05:05,BUY,4091.13,4089.18,4105.81,SL,-2.15,"Mega void 14.68 (3.8ATR, age 85) limit at deep edge 4091.13"
2025-11-06 04:55,2025-11-06 06:05,BUY,3972.87,3971.37,3978.69,SL,-1.7,"Mega void 5.82 (3.2ATR, age 78) limit at deep edge 3972.87"
2025-11-14 02:45,2025-11-14 08:50,SELL,4187.68,4191.21,4165.95,SL,-3.73,"Mega void 21.73 (3.1ATR, age 15) limit at deep edge 4187.68"
2025-11-14 03:35,2025-11-14 08:50,SELL,4187.68,4190.08,4165.95,SL,-2.6,"Mega void 21.73 (4.5ATR, age 25) limit at deep edge 4187.68"
2025-11-14 04:25,2025-11-14 08:50,SELL,4187.68,4190.2,4165.95,SL,-2.72,"Mega void 21.73 (4.3ATR, age 35) limit at deep edge 4187.68"
2025-11-14 06:20,2025-11-14 07:20,SELL,4187.68,4189.65,4165.95,SL,-2.17,"Mega void 21.73 (5.5ATR, age 45) limit at deep edge 4187.68"
2025-11-14 07:10,2025-11-14 08:50,SELL,4187.68,4190.06,4165.95,SL,-2.58,"Mega void 21.73 (4.6ATR, age 55) limit at deep edge 4187.68"
2025-11-18 04:30,2025-11-18 06:40,SELL,4053.59,4055.69,4039.65,TP,13.74,"Mega void 13.94 (3.3ATR, age 24) limit at deep edge 4053.59"
2025-11-28 00:20,2025-11-28 07:05,SELL,4165.03,4166.53,4159.64,SL,-1.7,"Mega void 5.39 (3.1ATR, age 100) limit at deep edge 4165.03"
2025-11-28 13:35,2025-11-28 15:00,BUY,4171.88,4170.38,4176.22,SL,-1.7,"Mega void 4.34 (3.3ATR, age 73) limit at deep edge 4171.88"
2025-12-04 03:00,2025-12-04 09:00,SELL,4216.12,4217.62,4206.94,TP,8.98,"Mega void 9.18 (3.2ATR, age 38) limit at deep edge 4216.12"
2025-12-04 03:50,2025-12-04 09:00,SELL,4216.12,4217.62,4206.94,TP,8.98,"Mega void 9.18 (4.1ATR, age 48) limit at deep edge 4216.12"
2025-12-04 04:40,2025-12-04 09:00,SELL,4216.12,4217.62,4206.94,TP,8.98,"Mega void 9.18 (4.4ATR, age 58) limit at deep edge 4216.12"
2025-12-04 06:30,2025-12-04 09:00,SELL,4216.12,4217.62,4206.94,TP,8.98,"Mega void 9.18 (3.9ATR, age 68) limit at deep edge 4216.12"
2025-12-04 07:20,2025-12-04 09:00,SELL,4216.12,4217.62,4206.94,TP,8.98,"Mega void 9.18 (3.5ATR, age 78) limit at deep edge 4216.12"
2025-12-09 04:40,2025-12-09 12:30,BUY,4183.88,4182.38,4188.63,SL,-1.7,"Mega void 4.75 (3.0ATR, age 65) limit at deep edge 4183.88"
2025-12-09 06:30,2025-12-09 12:30,BUY,4183.88,4182.38,4188.63,SL,-1.7,"Mega void 4.75 (3.6ATR, age 75) limit at deep edge 4183.88"
2025-12-13 01:35,2025-12-15 08:35,SELL,4315.96,4318.56,4300.28,SL,-2.8,"Mega void 15.68 (3.0ATR, age 33) limit at deep edge 4315.96"
2025-12-13 02:25,2025-12-15 08:35,SELL,4315.96,4318.52,4300.28,SL,-2.76,"Mega void 15.68 (3.1ATR, age 43) limit at deep edge 4315.96"
2025-12-13 03:15,2025-12-15 08:30,SELL,4315.96,4317.73,4300.28,SL,-1.97,"Mega void 15.68 (4.4ATR, age 53) limit at deep edge 4315.96"
2025-12-13 04:05,2025-12-15 08:35,SELL,4315.96,4318.19,4300.28,SL,-2.43,"Mega void 15.68 (3.5ATR, age 63) limit at deep edge 4315.96"
2025-12-13 04:55,2025-12-15 08:30,SELL,4315.96,4317.46,4300.28,SL,-1.7,"Mega void 15.68 (6.0ATR, age 73) limit at deep edge 4315.96"
2025-12-15 06:45,2025-12-15 08:30,SELL,4315.96,4317.64,4300.28,SL,-1.88,"Mega void 15.68 (4.7ATR, age 83) limit at deep edge 4315.96"
2025-12-15 07:35,2025-12-15 08:30,SELL,4315.96,4317.73,4300.28,SL,-1.97,"Mega void 15.68 (4.4ATR, age 93) limit at deep edge 4315.96"
2025-12-16 11:40,2025-12-16 20:30,SELL,4304.14,4305.64,4295.33,SL,-1.7,"Mega void 8.81 (3.0ATR, age 22) limit at deep edge 4304.14"
2025-12-16 16:50,2025-12-16 20:30,SELL,4304.14,4305.64,4295.33,SL,-1.7,"Mega void 8.81 (3.1ATR, age 84) limit at deep edge 4304.14"
