time,exit_time,dir,entry,sl,tp,outcome,profit,ml_prob
2025-10-24 09:35,2025-10-24 09:50,BUY,4127.35,4119.0,4139.88,SL,-8.55,0.606
2025-10-24 10:25,2025-10-24 14:00,BUY,4111.91,4102.7,4125.73,SL,-9.41,0.631
2025-10-24 12:30,2025-10-24 12:45,BUY,4104.55,4098.64,4113.41,TP,8.66,0.601
2025-10-25 00:30,2025-10-25 00:40,BUY,4133.11,4125.08,4145.15,SL,-8.23,0.618
2025-10-25 02:00,2025-10-25 04:10,BUY,4105.92,4097.92,4117.92,SL,-8.2,0.613
2025-10-27 07:00,2025-10-27 07:55,BUY,4064.31,4052.73,4081.68,TP,17.17,0.636
2025-10-27 07:50,2025-10-27 08:05,BUY,4077.47,4067.83,4091.93,TP,14.26,0.621
2025-10-27 08:40,2025-10-27 09:00,BUY,4087.74,4077.96,4102.41,SL,-9.98,0.6
2025-10-27 20:00,2025-10-27 20:15,BUY,4047.19,4037.59,4061.59,SL,-9.8,0.608
2025-10-27 23:10,2025-10-28 01:05,BUY,3993.68,3982.97,4009.74,TP,15.87,0.622
2025-10-28 00:05,2025-10-28 02:25,BUY,3998.48,3990.47,4010.49,SL,-8.21,0.61
2025-10-28 01:05,2025-10-28 01:40,BUY,4008.74,4000.99,4020.36,SL,-7.95,0.608
2025-10-28 02:35,2025-10-28 03:50,BUY,3991.57,3983.46,4003.74,SL,-8.31,0.627
2025-10-28 03:35,2025-10-28 03:50,BUY,3992.08,3985.73,4001.6,SL,-6.55,0.603
2025-10-28 08:25,2025-10-28 09:20,BUY,4009.82,3998.74,4026.44,SL,-11.28,0.615
2025-10-28 09:40,2025-10-28 09:50,BUY,3994.26,3986.31,4006.18,SL,-8.15,0.601
2025-10-28 12:20,2025-10-28 12:30,BUY,3974.29,3963.32,3990.75,SL,-11.17,0.608
2025-10-28 13:45,2025-10-28 14:00,BUY,3946.57,3937.46,3960.23,SL,-9.31,0.644
2025-10-28 20:15,2025-10-28 20:35,BUY,3932.86,3923.33,3947.16,SL,-9.73,0.603
2025-10-29 12:30,2025-10-29 13:30,SELL,3965.71,3974.17,3953.02,SL,-8.66,0.614
2025-10-30 02:05,2025-10-30 02:30,BUY,3963.88,3941.0,3998.2,SL,-23.08,0.607
2025-10-30 16:15,2025-10-30 17:20,SELL,4004.35,4014.26,3989.49,TP,14.66,0.601
2025-10-30 17:40,2025-10-30 18:20,SELL,3982.36,3990.6,3970.0,TP,12.16,0.6
2025-10-31 14:05,2025-10-31 14:15,SELL,4009.05,4017.35,3996.6,SL,-8.5,0.615
2025-10-31 16:00,2025-10-31 16:20,SELL,4012.26,4019.84,4000.89,TP,11.17,0.604
2025-10-31 17:55,2025-10-31 19:15,SELL,4007.39,4013.7,3997.93,SL,-6.51,0.65
2025-11-03 17:05,2025-11-03 18:25,SELL,3996.52,4005.23,3983.46,SL,-8.91,0.609
2025-11-04 01:40,2025-11-04 02:00,SELL,4008.44,4012.8,4001.9,TP,6.34,0.628
2025-11-04 07:20,2025-11-04 07:35,SELL,3996.61,4003.4,3986.43,TP,9.98,0.61
2025-11-04 12:40,2025-11-04 13:05,SELL,3976.31,3982.51,3967.01,TP,9.1,0.601
2025-11-04 15:10,2025-11-04 15:25,SELL,3991.57,3998.34,3981.41,SL,-6.97,0.628
2025-11-04 18:15,2025-11-04 18:50,SELL,3993.22,3998.02,3986.02,SL,-5.0,0.601
2025-11-05 13:55,2025-11-05 14:55,SELL,3966.35,3972.72,3956.8,SL,-6.57,0.611
2025-11-05 15:55,2025-11-05 16:20,SELL,3979.94,3986.61,3969.93,TP,9.81,0.609
2025-11-05 16:45,2025-11-05 17:00,SELL,3970.95,3976.66,3962.38,TP,8.37,0.61
2025-11-05 17:40,2025-11-05 18:20,SELL,3967.04,3972.64,3958.64,TP,8.2,0.604
2025-11-06 00:40,2025-11-06 02:40,SELL,3983.2,3988.74,3974.89,SL,-5.74,0.602
2025-11-06 01:30,2025-11-06 02:05,SELL,3981.65,3985.59,3975.74,SL,-4.14,0.621
2025-11-06 02:35,2025-11-06 03:05,SELL,3985.8,3989.65,3980.03,SL,-4.05,0.622
2025-11-06 03:25,2025-11-06 04:50,SELL,3985.6,3988.9,3980.65,TP,4.75,0.619
2025-11-06 07:15,2025-11-06 08:00,SELL,3972.4,3976.69,3965.97,SL,-4.49,0.61
2025-11-06 11:00,2025-11-06 11:55,SELL,3985.72,3989.79,3979.61,SL,-4.27,0.633
2025-11-06 11:55,2025-11-06 13:45,SELL,3988.71,3991.78,3984.1,TP,4.41,0.648
2025-11-06 12:45,2025-11-06 13:45,SELL,3989.23,3993.11,3983.41,TP,5.62,0.679
2025-11-06 13:35,2025-11-06 13:55,SELL,3986.16,3990.28,3979.98,SL,-4.32,0.614
2025-11-06 16:15,2025-11-06 17:35,SELL,4011.38,4016.0,4004.45,TP,6.73,0.672
2025-11-06 17:10,2025-11-06 18:30,SELL,4008.75,4012.47,4003.17,SL,-3.92,0.625
2025-11-07 02:40,2025-11-07 02:50,SELL,3989.44,3993.25,3983.73,TP,5.51,0.609
