timestamp,label,entry_tf,impulse_atr_mult,max_ob_age_bars,max_violation_wick_atr,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 15:22:24,smoke60,M5,1.0,40,0.1,1.0,1.5,htf_trend,0.5,260,52.7,12.45,373.5,14.71,1.62,43.1,5,0.272,1746.78
