signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-02-06T20:20:00+07:00,2026-02-06T20:25:00+07:00,BUY,4927.33,4912.22,5248.95,SL,-15.31,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.44, half-life=4.9, trend=0.519"
2026-02-11T18:40:00+07:00,2026-02-11T19:00:00+07:00,BUY,5108.9,5100.78,5281.42,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.62, half-life=10.3, trend=0.380"
2026-02-18T19:05:00+07:00,2026-02-18T19:15:00+07:00,BUY,4923.95,4918.26,5046.94,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.35, half-life=3.2, trend=-0.255"
2026-02-23T17:50:00+07:00,2026-02-23T18:05:00+07:00,BUY,5159.98,5152.26,5325.54,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.50, half-life=8.8, trend=-0.257"
2026-02-25T20:20:00+07:00,2026-02-25T20:40:00+07:00,BUY,5191.18,5185.7,5307.69,SL,-5.68,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.30, half-life=6.4, trend=-0.209"
2026-02-26T19:30:00+07:00,2026-02-26T19:40:00+07:00,BUY,5183.01,5177.36,5304.25,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.84, half-life=3.1, trend=-0.303"
2026-02-27T18:55:00+07:00,2026-02-27T19:05:00+07:00,BUY,5185.67,5182.24,5257.17,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.43, half-life=5.2, trend=-0.173"
2026-03-04T17:05:00+07:00,2026-03-04T17:15:00+07:00,BUY,5194.8,5184.79,5409.13,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.32, half-life=3.8, trend=0.082"
2026-03-11T19:10:00+07:00,2026-03-11T19:20:00+07:00,BUY,5191.64,5187.3,5284.98,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.31, half-life=2.1, trend=-0.247"
2026-03-13T19:45:00+07:00,2026-03-13T20:10:00+07:00,BUY,5121.02,5110.81,5336.94,SL,-10.41,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.34, half-life=9.2, trend=0.034"
2026-03-16T19:25:00+07:00,2026-03-16T19:35:00+07:00,BUY,5022.85,5013.1,5228.52,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.42, half-life=15.9, trend=-0.234"
2026-03-17T19:25:00+07:00,2026-03-17T19:35:00+07:00,BUY,5020.14,5015.14,5125.08,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.41, half-life=8.7, trend=-0.294"
2026-03-27T19:45:00+07:00,2026-03-27T19:55:00+07:00,BUY,4439.68,4432.83,4585.81,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.72, half-life=6.1, trend=-0.488"
2026-03-31T19:20:00+07:00,2026-03-31T19:30:00+07:00,BUY,4575.94,4564.1,4827.91,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.28, half-life=3.5, trend=-0.061"
2026-04-09T19:45:00+07:00,2026-04-09T19:55:00+07:00,BUY,4755.87,4750.39,4880.4,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.81, half-life=2.9, trend=0.311"
2026-04-10T19:55:00+07:00,2026-04-10T20:05:00+07:00,BUY,4768.47,4763.12,4879.75,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.37, half-life=7.0, trend=-0.085"
2026-04-15T19:20:00+07:00,2026-04-15T19:30:00+07:00,BUY,4806.33,4803.2,4872.78,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.59, half-life=2.5, trend=-0.345"
2026-04-16T19:55:00+07:00,2026-04-16T20:05:00+07:00,BUY,4822.21,4816.82,4936.13,BE,-0.2,S271 BUY OU Residual Continuation 21.3R,"BUY-only survival branch; Efficient break with fresh OU residual z=2.27, half-life=6.5, trend=-0.208"
