signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-28T04:15:00+07:00,2026-05-28T04:25:00+07:00,BUY,4458.29,4455.08,4490.51,SL,-3.41,S306 BUY Controlled Rollover 10R,Drive out of 6.35 micro range at rollover; median-volume=0.98x; risk=3.22; body/range=0.83
2026-06-19T04:45:00+07:00,2026-06-19T06:15:00+07:00,SELL,4210.12,4213.72,4174.88,BE,-0.2,S306 SELL Controlled Rollover 10R,Drive out of 6.66 micro range at rollover; median-volume=1.32x; risk=3.53; body/range=0.81
2026-06-27T04:45:00+07:00,2026-06-29T06:05:00+07:00,BUY,4076.01,4070.0,4135.89,BE,-0.2,S306 BUY Controlled Rollover 10R,Drive out of 8.34 micro range at rollover; median-volume=0.94x; risk=5.99; body/range=0.87
2026-07-11T04:45:00+07:00,2026-07-13T06:05:00+07:00,BUY,4113.75,4111.47,4136.99,BE,-0.2,S306 BUY Controlled Rollover 10R,Drive out of 3.20 micro range at rollover; median-volume=1.17x; risk=2.32; body/range=0.85
