time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2025-10-31 01:30,2025-10-31 01:40,2025-10-31 02:05,BUY,4008.24,3997.89,4023.77,TP,15.33,"M15/H1/H4 all UP, M5 leg 16.11 retrace 50%"
2025-10-31 02:20,2025-10-31 03:30,2025-10-31 05:50,BUY,4016.69,4005.31,4033.76,TP,16.87,"M15/H1/H4 all UP, M5 leg 18.36 retrace 50%"
2025-10-31 03:55,2025-10-31 05:05,2025-10-31 05:50,BUY,4021.77,4014.65,4032.43,TP,10.46,"M15/H1/H4 all UP, M5 leg 10.73 retrace 50%"
2025-10-31 07:00,2025-10-31 07:05,2025-10-31 08:50,BUY,4031.03,4015.7,4054.02,SL,-15.53,"M15/H1/H4 all UP, M5 leg 24.06 retrace 50%"
2025-10-31 14:20,2025-10-31 14:40,2025-10-31 16:20,BUY,4014.14,4002.27,4031.93,SL,-12.07,"M15/H1/H4 all UP, M5 leg 18.03 retrace 50%"
2025-10-31 15:20,2025-10-31 15:25,2025-10-31 15:50,BUY,4019.38,4009.58,4034.06,SL,-10.0,"M15/H1/H4 all UP, M5 leg 14.77 retrace 50%"
2025-11-03 22:25,2025-11-03 22:40,2025-11-03 23:15,SELL,4019.51,4033.95,3997.84,TP,21.47,"M15/H1/H4 all DOWN, M5 leg 21.77 retrace 50%"
2025-11-04 21:50,2025-11-04 21:55,2025-11-05 15:05,SELL,3953.15,3982.31,3909.41,SL,-29.36,"M15/H1/H4 all DOWN, M5 leg 49.00 retrace 50%"
2025-11-07 16:15,2025-11-07 16:30,2025-11-07 18:15,BUY,4008.91,4002.14,4019.06,SL,-6.97,"M15/H1/H4 all UP, M5 leg 10.54 retrace 50%"
2025-11-10 11:05,2025-11-10 11:45,2025-11-10 12:30,BUY,4051.34,4045.76,4059.7,TP,8.16,"M15/H1/H4 all UP, M5 leg 8.15 retrace 50%"
