timestamp,label,entry_tf,lookback_bars,bucket_atr_mult,value_area_pct,touch_atr_mult,reject_atr_mult,sl_atr_mult,tp_rr,confirmation_type,risk_pct,trades,wr,avg_per_day_span,avg_per_month,max_dd_pct,profit_factor,pct_pos_days,max_losing_day_streak,sharpe_like,final_equity
2026-06-27 14:43:06,smoke60,M5,80,0.2,0.7,0.3,0.15,1.0,1.5,htf_trend,0.5,474,52.1,23.31,699.3,20.52,1.52,46.0,4,0.242,2398.75
