signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2025-07-18T17:30:00+07:00,2025-07-18T17:40:00+07:00,BUY,3353.47,3351.32,3368.36,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.0013, gap_bias=0.1034; shape=0.9201, baseline=0.8738, ratio=1.0531, displacement=0.0464, sn_ratio=1.2000, sn_rise_atr=0.0916, path=0.3544"
2025-07-21T19:40:00+07:00,2025-07-21T19:50:00+07:00,BUY,3373.75,3371.3,3390.5,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.1175, gap_bias=0.3517; shape=1.0091, baseline=0.9661, ratio=1.0444, displacement=0.0429, sn_ratio=1.0444, sn_rise_atr=0.0286, path=0.2556"
2025-07-22T20:50:00+07:00,2025-07-22T23:00:00+07:00,BUY,3403.85,3400.39,3427.91,TP,23.86,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.1307, gap_bias=0.0826; shape=0.9853, baseline=0.8856, ratio=1.1125, displacement=0.0996, sn_ratio=1.0152, sn_rise_atr=0.0046, path=0.6051"
2025-08-13T17:30:00+07:00,2025-08-13T17:40:00+07:00,BUY,3363.29,3361.54,3375.31,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.1345, gap_bias=-0.4872; shape=0.9605, baseline=0.9074, ratio=1.0586, displacement=0.0531, sn_ratio=1.0439, sn_rise_atr=0.0294, path=0.1340"
2025-08-20T15:10:00+07:00,2025-08-20T15:20:00+07:00,BUY,3326.06,3324.4,3337.44,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.1424, gap_bias=0.5443; shape=1.0602, baseline=0.9083, ratio=1.1672, displacement=0.1519, sn_ratio=1.0667, sn_rise_atr=0.0394, path=0.2878"
2025-08-28T20:05:00+07:00,2025-08-28T20:15:00+07:00,BUY,3408.07,3405.09,3429.09,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.0201, gap_bias=0.0102; shape=0.9840, baseline=0.9092, ratio=1.0823, displacement=0.0749, sn_ratio=1.4578, sn_rise_atr=0.2224, path=0.2176"
2025-08-29T20:45:00+07:00,2025-08-29T21:05:00+07:00,BUY,3415.33,3412.21,3437.25,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.1032, gap_bias=-0.0133; shape=0.9322, baseline=0.8827, ratio=1.0562, displacement=0.0496, sn_ratio=1.3200, sn_rise_atr=0.0948, path=0.3028"
2025-08-29T21:35:00+07:00,2025-08-29T21:45:00+07:00,BUY,3423.6,3420.06,3448.06,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.0392, gap_bias=-0.1794; shape=1.0832, baseline=0.8946, ratio=1.2108, displacement=0.1886, sn_ratio=3.2000, sn_rise_atr=0.3426, path=0.4621"
2025-08-29T21:50:00+07:00,2025-08-29T23:00:00+07:00,BUY,3426.5,3424.38,3441.42,TP,14.72,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.0913, gap_bias=-0.1112; shape=1.0641, baseline=0.9634, ratio=1.1045, displacement=0.1007, sn_ratio=2.6905, sn_rise_atr=0.3129, path=0.5285"
2025-09-03T20:50:00+07:00,2025-09-04T00:55:00+07:00,BUY,3548.67,3545.32,3572.44,TP,23.57,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.1351, gap_bias=0.1483; shape=1.0613, baseline=0.9201, ratio=1.1534, displacement=0.1412, sn_ratio=1.5000, sn_rise_atr=0.1967, path=0.2052"
2025-09-05T21:40:00+07:00,2025-09-05T22:25:00+07:00,BUY,3584.45,3576.81,3638.17,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.1597, gap_bias=0.4441; shape=0.9721, baseline=0.9162, ratio=1.0609, displacement=0.0558, sn_ratio=2.5275, sn_rise_atr=0.1893, path=0.3886"
2025-09-18T16:35:00+07:00,2025-09-18T21:00:00+07:00,BUY,3660.71,3656.36,3691.24,BE,-0.2,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.0984, gap_bias=-0.3499; shape=0.9012, baseline=0.8627, ratio=1.0446, displacement=0.0385, sn_ratio=1.0382, sn_rise_atr=0.0214, path=0.4975"
2025-09-19T22:20:00+07:00,2025-09-22T14:25:00+07:00,BUY,3661.77,3655.79,3703.72,TP,41.75,S413 BUY Sn-Qn Gap-Decoupled 7R,"gap_response_abs=0.1885, gap_bias=0.0646; shape=0.8494, baseline=0.7982, ratio=1.0640, displacement=0.0511, sn_ratio=1.6364, sn_rise_atr=0.1837, path=0.1917"
