label,days,date,total,base,siglevel,weight
S86_BASELINE,90,2026-05-07,-999.8417,-999.8417,0.0,0.0
S86_BASELINE,120,2026-03-09,-984.0877,-984.0877,0.0,0.0
S86_BASELINE,150,2025-12-18,-998.7615,-998.7615,0.0,0.0
S86_BASELINE,180,2025-10-14,-999.9079,-999.9079,0.0,0.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0,90,2026-05-07,-999.8417,-999.8417,0.0,0.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0,120,2026-03-09,-984.0877,-984.0877,-0.0,0.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0,150,2025-12-18,-998.7615,-998.7615,-0.0,0.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x0,180,2025-10-14,-999.9079,-999.9079,0.0,0.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x1,90,2026-05-07,-995.2017,-999.8417,4.64,1.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x1,120,2026-03-09,-990.9277,-984.0877,-6.84,1.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x1,150,2025-12-18,-1014.3415,-998.7615,-15.58,1.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x1,180,2026-03-09,-1006.4777,-999.6377,-6.84,1.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x2,90,2026-03-09,-997.7677,-984.0877,-13.68,2.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x2,120,2026-03-09,-997.7677,-984.0877,-13.68,2.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x2,150,2025-12-18,-1029.9215,-998.7615,-31.16,2.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x2,180,2026-03-09,-1013.3177,-999.6377,-13.68,2.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x3,90,2026-03-09,-1004.6077,-984.0877,-20.52,3.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x3,120,2026-03-09,-1004.6077,-984.0877,-20.52,3.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x3,150,2025-12-18,-1045.5015,-998.7615,-46.74,3.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x3,180,2025-12-18,-1025.6615,-978.9215,-46.74,3.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x4,90,2026-03-09,-1011.4477,-984.0877,-27.36,4.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x4,120,2026-03-09,-1011.4477,-984.0877,-27.36,4.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x4,150,2025-12-18,-1061.0815,-998.7615,-62.32,4.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x4,180,2025-12-18,-1041.2415,-978.9215,-62.32,4.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x5,90,2026-03-09,-1018.2877,-984.0877,-34.2,5.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x5,120,2026-03-09,-1018.2877,-984.0877,-34.2,5.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x5,150,2025-12-18,-1076.6615,-998.7615,-77.9,5.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x5,180,2025-12-18,-1056.8215,-978.9215,-77.9,5.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x6,90,2026-03-09,-1025.1277,-984.0877,-41.04,6.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x6,120,2026-03-09,-1025.1277,-984.0877,-41.04,6.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x6,150,2025-12-18,-1092.2415,-998.7615,-93.48,6.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x6,180,2025-12-18,-1072.4015,-978.9215,-93.48,6.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x7,90,2026-03-09,-1031.9677,-984.0877,-47.88,7.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x7,120,2026-03-09,-1031.9677,-984.0877,-47.88,7.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x7,150,2025-12-18,-1107.8215,-998.7615,-109.06,7.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x7,180,2025-12-18,-1087.9815,-978.9215,-109.06,7.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x8,90,2026-03-09,-1038.8077,-984.0877,-54.72,8.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x8,120,2026-03-09,-1038.8077,-984.0877,-54.72,8.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x8,150,2025-12-18,-1123.4015,-998.7615,-124.64,8.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x8,180,2025-12-18,-1103.5615,-978.9215,-124.64,8.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x9,90,2026-03-09,-1045.6477,-984.0877,-61.56,9.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x9,120,2026-03-09,-1045.6477,-984.0877,-61.56,9.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x9,150,2025-12-18,-1138.9815,-998.7615,-140.22,9.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x9,180,2025-12-18,-1119.1415,-978.9215,-140.22,9.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x10,90,2026-03-09,-1052.4877,-984.0877,-68.4,10.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x10,120,2026-03-09,-1052.4877,-984.0877,-68.4,10.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x10,150,2025-12-18,-1154.5615,-998.7615,-155.8,10.0
S85SIG_M5_lb72_age8_t0.08_a0.04_w0.18_wb0.8_dj0_pv1_tr1_tl12_tm0.8_sl0.25_rr1x10,180,2025-12-18,-1134.7215,-978.9215,-155.8,10.0
