days,date,total
550,2024-05-28,925.39437
550,2024-05-29,1589.39905
550,2024-05-30,191.37381
550,2024-05-31,2834.02427
550,2024-06-03,1842.99629
550,2024-06-04,0.00437
550,2024-06-05,-988.43038
550,2024-06-06,-355.6664
550,2024-06-07,-711.78792
550,2024-06-10,5268.10374
550,2024-06-11,-210.15438
550,2024-06-12,4374.33591
550,2024-06-13,1697.80389
550,2024-06-14,2428.00168
550,2024-06-17,-882.52438
550,2024-06-18,203.67648
550,2024-06-19,-181.23624
550,2024-06-20,2372.72033
550,2024-06-21,6268.13355
550,2024-06-24,2875.16106
550,2024-06-25,2016.64406
550,2024-06-26,6295.83939
550,2024-06-27,930.23628
550,2024-06-28,-999.99716
550,2024-07-01,-999.99866
550,2024-07-02,-999.99902
550,2024-07-03,10100.48659
550,2024-07-04,2401.86078
550,2024-07-05,-958.75347
550,2024-07-06,0.0
550,2024-07-08,12108.74793
550,2024-07-09,-999.99946
550,2024-07-10,4498.68639
550,2024-07-11,6246.38415
550,2024-07-12,6532.42205
550,2024-07-15,1128.26577
550,2024-07-16,5987.77708
550,2024-07-17,-999.99641
550,2024-07-18,6044.06178
550,2024-07-19,5923.33191
550,2024-07-22,4763.97252
550,2024-07-23,-999.99423
550,2024-07-24,-819.88482
550,2024-07-25,3569.47183
550,2024-07-26,4438.5881
550,2024-07-29,6210.20535
550,2024-07-30,-999.99259
550,2024-07-31,-949.95782
550,2024-08-01,1293.72101
550,2024-08-02,-769.5102
550,2024-08-05,608.6774
550,2024-08-06,-955.08306
550,2024-08-07,2637.38488
550,2024-08-08,-999.99825
550,2024-08-09,7739.82936
550,2024-08-12,-879.81557
550,2024-08-13,5091.89448
550,2024-08-14,-745.80535
550,2024-08-15,236.9317
550,2024-08-16,3370.85056
550,2024-08-19,8692.40042
550,2024-08-20,-631.67032
550,2024-08-21,7612.72489
550,2024-08-22,-999.9974
550,2024-08-23,-765.51804
550,2024-08-26,2433.91648
550,2024-08-27,1963.73181
550,2024-08-28,3628.12362
550,2024-08-29,4892.95012
550,2024-08-30,6600.46312
550,2024-09-02,696.65342
550,2024-09-03,296.02895
550,2024-09-04,5881.01586
550,2024-09-05,64.35721
550,2024-09-06,-999.99802
550,2024-09-09,483.98494
550,2024-09-10,3172.38266
550,2024-09-11,-989.22106
550,2024-09-12,1214.35367
550,2024-09-13,-442.27806
550,2024-09-16,7214.71156
550,2024-09-17,-999.99671
550,2024-09-18,-999.99442
550,2024-09-19,1321.96709
550,2024-09-20,-999.99492
550,2024-09-23,1570.36957
550,2024-09-24,3215.31774
550,2024-09-25,3949.69634
550,2024-09-26,3610.12691
550,2024-09-27,1953.53166
550,2024-09-30,5158.98184
550,2024-10-01,6145.36779
550,2024-10-02,1248.33408
550,2024-10-03,10361.53256
550,2024-10-04,1687.16054
550,2024-10-07,3250.68115
550,2024-10-08,3248.37706
550,2024-10-09,-695.43585
