weight,pass_floor_streak,avg_day,min_day,worst_day
125.633,True,1899.576,1799.3162,-999.90966
125.634,False,1899.5764,1799.3163,-999.92092
125.635,False,1899.5768,1799.3164,-999.95591
125.636,False,1899.5772,1799.3165,-999.9909
125.637,False,1899.5777,1799.3166,-1000.02589
125.638,False,1899.5781,1799.3167,-1000.06088
125.639,False,1899.5785,1799.3168,-1000.09587
125.64,False,1899.5789,1799.3169,-1000.13086
125.641,False,1899.5794,1799.317,-1000.16585
125.642,False,1899.5798,1799.3171,-1000.20084
125.643,False,1899.5802,1799.3172,-1000.23583
125.644,False,1899.5807,1799.3173,-1000.27082
125.645,False,1899.5811,1799.3174,-1000.30581
125.646,False,1899.5815,1799.3175,-1000.3408
125.647,False,1899.5819,1799.3176,-1000.37579
125.648,False,1899.5824,1799.3178,-1000.41078
125.649,False,1899.5828,1799.3179,-1000.44577
125.65,False,1899.5832,1799.318,-1000.48076
125.651,False,1899.5836,1799.3181,-1000.51575
125.652,False,1899.5841,1799.3182,-1000.55074
125.653,False,1899.5845,1799.3183,-1000.58573
125.654,False,1899.5849,1799.3184,-1000.62072
125.655,False,1899.5853,1799.3185,-1000.65571
125.656,False,1899.5858,1799.3186,-1000.6907
125.657,False,1899.5862,1799.3187,-1000.72569
125.658,False,1899.5866,1799.3188,-1000.76068
125.659,False,1899.587,1799.3189,-1000.79567
125.66,False,1899.5875,1799.319,-1000.83066
125.661,False,1899.5879,1799.3191,-1000.86565
125.662,False,1899.5883,1799.3192,-1000.90064
125.663,False,1899.5887,1799.3193,-1000.93563
125.664,False,1899.5892,1799.3195,-1000.97062
125.665,False,1899.5896,1799.3196,-1001.00561
125.666,False,1899.59,1799.3197,-1001.0406
125.667,False,1899.5904,1799.3198,-1001.07559
125.668,False,1899.5909,1799.3199,-1001.11058
125.669,False,1899.5913,1799.32,-1001.14557
125.67,False,1899.5917,1799.3201,-1001.18056
125.671,False,1899.5921,1799.3202,-1001.21555
125.672,False,1899.5926,1799.3203,-1001.25054
125.673,False,1899.593,1799.3204,-1001.28553
125.674,False,1899.5934,1799.3205,-1001.32052
125.675,False,1899.5938,1799.3206,-1001.35551
125.676,False,1899.5943,1799.3207,-1001.3905
125.677,False,1899.5947,1799.3208,-1001.42549
125.678,False,1899.5951,1799.3209,-1001.46048
125.679,False,1899.5955,1799.3211,-1001.49547
125.68,False,1899.596,1799.3212,-1001.53046
125.681,False,1899.5964,1799.3213,-1001.56545
125.682,False,1899.5968,1799.3214,-1001.60044
125.683,False,1899.5972,1799.3215,-1001.63543
