time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2024-06-07 08:10,2024-06-07 09:45,2024-06-07 10:40,SELL,2375.22,2380.06,2360.7,SL,-5.04,"Swept 2378.29 (age 9), disp 2.66/1.48ATR, confirm: FVG"
2024-06-11 08:05,2024-06-11 08:15,2024-06-11 09:20,SELL,2307.05,2312.29,2291.31,TRAIL,5.48,"Swept 2310.08 (age 8), disp 3.01/1.39ATR, confirm: FVG"
2024-06-14 08:25,2024-06-14 08:40,2024-06-14 12:30,SELL,2304.39,2308.66,2291.6,SL,-4.47,"Swept 2305.68 (age 7), disp 2.16/1.14ATR, confirm: FVG"
2024-06-17 22:30,2024-06-17 23:55,2024-06-18 07:30,SELL,2316.85,2324.15,2294.97,SL,-7.5,"Swept 2321.12 (age 32), disp 5.19/2.33ATR, confirm: FVG"
2024-06-19 19:25,2024-06-19 19:45,2024-06-20 08:00,SELL,2328.24,2332.16,2316.47,SL,-4.12,"Swept 2329.87 (age 25), disp 2.06/1.41ATR, confirm: FVG"
2024-06-20 08:00,2024-06-20 08:15,2024-06-20 08:55,BUY,2332.28,2327.38,2346.96,TRAIL,3.94,"Swept 2328.95 (age 18), disp 4.05/0.88ATR, confirm: FVG"
2024-06-21 18:40,2024-06-21 18:50,2024-06-21 20:05,SELL,2366.42,2370.19,2355.12,TRAIL,4.17,"Swept 2368.08 (age 38), disp 2.43/1.19ATR, confirm: RSIx75"
2024-06-26 08:35,2024-06-26 09:15,2024-06-26 17:35,SELL,2315.9,2321.77,2298.3,TRAIL,5.26,"Swept 2319.76 (age 33), disp 4.44/1.78ATR, confirm: FVG"
2024-06-26 13:30,2024-06-26 14:15,2024-06-26 17:20,BUY,2313.78,2308.77,2328.8,SL,-5.21,"Swept 2310.60 (age 55), disp 2.88/1.82ATR, confirm: FVG"
2024-06-26 18:40,2024-06-26 20:00,2024-06-26 20:10,BUY,2309.77,2304.57,2325.38,SL,-5.4,"Swept 2307.72 (age 14), disp 2.84/1.77ATR, confirm: FVG"
