Time,Ticket,Type,Volume,Price,S / L,T / P,Profit
2026-09-01 12:18,579930079,BUY,0.01,4430.1,4426.39,4447.4,-3.68
2026-09-01 13:38,579961051,SELL,0.01,4437.34,4443.77,4416.0,-6.25
2026-09-01 13:42,579963706,SELL,0.01,4442.85,4450.4,4412.59,30.26
2026-09-01 14:22,579980385,BUY,0.01,4431.87,4427.8,4454.78,-4.07
2026-09-01 17:01,580068218,BUY,0.01,4369.95,4343.97,4474.07,-25.39
2026-09-02 01:25,580367948,BUY,0.01,4344.32,4331.43,4393.57,-12.21
2026-09-02 02:13,580378452,BUY,0.01,4335.46,4330.77,4350.28,-4.58
2026-09-02 02:42,580389940,BUY,0.01,4329.01,4325.18,4349.7,-3.7199999999999998
2026-09-02 09:34,580460582,BUY,0.01,4308.33,4300.45,4338.05,-7.66
2026-09-02 09:47,580465057,BUY,0.01,4305.22,4297.74,4336.46,-7.45
2026-09-02 10:33,580484781,SELL,0.01,4306.35,4312.4,4279.23,-6.02
2026-09-02 13:30,580489186,SELL,0.01,4314.73,4321.42,4290.27,-6.64
2026-09-02 11:05,580495842,BUY,0.01,4299.21,4293.65,4321.72,-5.54
2026-09-02 15:07,580568966,SELL,0.01,4325.96,4331.06,4307.56,-5.07
2026-09-02 15:38,580572347,SELL,0.01,4331.07,4337.37,4305.25,25.95
2026-09-02 18:04,580625992,BUY,0.01,4304.86,4300.93,4329.5,24.79
2026-09-02 18:04,580627658,BUY,0.01,4304.86,4292.39,4348.13,43.42
2026-09-02 20:20,580694656,SELL,0.01,4336.45,4352.72,4285.87,-16.18
2026-09-02 21:11,580735788,SELL,0.01,4344.32,4365.14,4275.38,-20.65
2026-09-02 21:29,580760982,SELL,0.01,4358.15,4366.03,4323.28,-7.88
2026-09-02 21:35,580768953,SELL,0.01,4367.31,4376.86,4317.62,-9.36
2026-09-02 22:58,580848402,BUY,0.01,4375.61,4369.84,4393.63,-5.76
2026-09-03 09:07,580899813,SELL,0.01,4397.61,4428.1,4265.01,-30.44
2026-09-03 03:23,580926525,SELL,0.01,4380.76,4386.65,4357.74,-5.83
2026-09-03 03:23,580927396,SELL,0.01,4380.76,4386.84,4357.74,-6.02
2026-09-03 07:29,580961004,BUY,0.01,4382.33,4380.74,4389.58,7.25
2026-09-03 13:50,581069643,SELL,0.01,4438.55,4457.9,4348.06,-19.35
2026-09-03 14:23,581076854,BUY,0.01,4422.72,4417.01,4440.03,17.73
2026-09-03 20:58,581280254,SELL,0.01,4494.4,4504.0,4446.77,-9.1
2026-09-04 20:30,581323081,BUY,0.01,4456.88,4447.49,4498.17,-7.35
2026-09-03 23:44,581412716,BUY,0.01,4495.35,4488.65,4518.79,-6.67
2026-09-04 01:26,581444420,SELL,0.01,4491.36,4495.23,4481.33,10.05
2026-09-04 01:36,581445772,SELL,0.01,4494.02,4498.0,4479.68,14.38
2026-09-04 04:15,581468696,BUY,0.01,4471.74,4467.63,4486.33,14.6
2026-09-04 06:05,581471437,SELL,0.01,4476.86,4479.29,4467.62,-2.42
2026-09-04 06:14,581471642,SELL,0.01,4477.06,4479.8,4468.48,-2.74
2026-09-04 07:50,581481969,SELL,0.01,4478.35,4481.24,4468.03,-2.77
2026-09-04 08:14,581486120,SELL,0.01,4483.08,4486.87,4469.94,-3.7
2026-09-04 09:14,581502684,BUY,0.01,4475.09,4469.29,4494.72,-5.76
2026-09-04 15:34,581624178,SELL,0.01,4475.34,4479.57,4461.33,-4.09
2026-09-04 15:41,581626578,SELL,0.01,4476.38,4480.38,4460.98,-3.87
2026-09-04 16:52,581656884,BUY,0.01,4474.72,4472.0,4487.47,-2.69
2026-09-04 21:43,581893343,SELL,0.01,4420.49,4431.95,4366.25,-11.41
2026-09-04 22:25,581947957,SELL,0.01,4436.98,4449.36,4396.74,6.92
2026-09-04 22:25,581955074,SELL,0.01,4436.98,4465.42,4321.42,6.5
2026-09-08 09:23,582150853,SELL,0.01,4435.24,4437.68,4423.06,-2.21
