mt5_ticket,mt5_time,mt5_type,mt5_entry,mt5_sl,mt5_tp,comment,position_id
580460582,2026-09-02 09:34,BUY,4308.33,4300.45,4338.05,M1_S20.149,580460582
580465057,2026-09-02 09:47,BUY,4305.22,4297.74,4336.46,M1_S20.149,580465057
580495842,2026-09-02 11:05,BUY,4299.21,4293.65,4321.72,M1_S20.149,580495842
580625992,2026-09-02 18:04,BUY,4304.86,4300.93,4329.5,M1_S20.149,580625992
580627658,2026-09-02 18:04,BUY,4304.86,4292.39,4348.13,M5_S20.149,580627658
