Pattern,TF,Time (BKK),Type,Limit_Price,Entry,SL,TP,be_trig,be_act,RSI,ATR,Lot,dist_sma50,dist_sma200,body,range,Bars_Waited,Reason,P&L,CloseTime (BKK),Balance,Date,Month
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3047.98,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,4,SL,-5.17,2025-03-20 11:00,10042.68,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3047.98,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,3,SL,-5.17,2025-03-20 11:00,10037.51,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 09:00,BUY,3039.61,3039.61,3034.44,3047.98,3049.95,False,60.9,7.12,0.01,0.2,,0.31,5.27,2,SL,-5.17,2025-03-20 11:00,10032.34,2025-03-20,2025-03
Naiya,H1,2025-03-20 11:00,BUY,3033.06,3033.06,3029.43,3038.93,3040.32,False,34.29,6.55,0.01,-0.09,,7.21,15.72,15,SL,-3.63,2025-03-20 11:00,10028.710000000001,2025-03-20,2025-03
Naiya,H1,2025-03-20 15:00,SELL,3034.47,3034.47,3042.26,2982.31,3018.89,False,38.82,8.02,0.01,0.07,,7.3,10.07,1,SL,-7.79,2025-03-20 17:00,10020.92,2025-03-20,2025-03
Naiya Doji,H1,2025-03-20 19:00,SELL,3043.48,3043.48,3046.33,2982.31,3037.78,False,41.3,7.78,0.01,0.14,,1.54,4.43,8,SL,-2.85,2025-03-21 00:00,10018.07,2025-03-21,2025-03
Naiya Doji,H1,2025-03-20 19:00,SELL,3043.48,3043.48,3046.33,2982.31,3037.78,False,41.3,7.78,0.01,0.14,,1.54,4.43,7,SL,-2.85,2025-03-21 00:00,10015.22,2025-03-21,2025-03
Naiya Doji,H1,2025-03-20 19:00,SELL,3043.48,3043.48,3046.33,2982.31,3037.78,False,41.3,7.78,0.01,0.14,,1.54,4.43,5,SL,-2.85,2025-03-21 00:00,10012.37,2025-03-21,2025-03
Naiya Doji,H1,2025-03-20 19:00,SELL,3043.48,3043.48,3046.33,2982.31,3037.78,False,41.3,7.78,0.01,0.14,,1.54,4.43,4,SL,-2.85,2025-03-21 00:00,10009.52,2025-03-21,2025-03
Naiya Doji,H1,2025-03-20 19:00,SELL,3043.48,3043.48,3046.33,2982.31,3037.78,False,41.3,7.78,0.01,0.14,,1.54,4.43,2,SL,-2.85,2025-03-21 00:00,10006.67,2025-03-21,2025-03
Naiya,H1,2025-03-21 01:00,SELL,3046.91,3046.91,3051.5,2982.31,3037.73,False,51.53,6.49,0.01,0.09,,3.67,5.14,16,SL,-4.59,2025-03-27 11:00,10002.08,2025-03-27,2025-03
Naiya Doji,H1,2025-03-21 02:00,BUY,3038.59,3038.59,3033.99,3046.03,3047.79,False,51.78,6.0,0.01,-0.14,,7.02,8.79,6,SL,-4.6,2025-03-21 03:00,9997.48,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 02:00,BUY,3038.59,3038.59,3033.99,3046.03,3047.79,False,51.78,6.0,0.01,-0.14,,7.02,8.79,5,SL,-4.6,2025-03-21 03:00,9992.880000000001,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 02:00,BUY,3038.59,3038.59,3033.99,3046.03,3047.79,False,51.78,6.0,0.01,-0.14,,7.02,8.79,4,SL,-4.6,2025-03-21 03:00,9988.28,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 02:00,BUY,3038.59,3038.59,3033.99,3046.03,3047.79,False,51.78,6.0,0.01,-0.14,,7.02,8.79,3,SL,-4.6,2025-03-21 03:00,9983.68,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 02:00,BUY,3038.59,3038.59,3033.99,3046.03,3047.79,False,51.78,6.0,0.01,-0.14,,7.02,8.79,2,SL,-4.6,2025-03-21 03:00,9979.08,2025-03-21,2025-03
Naiya Hidden,H1,2025-03-21 06:00,BUY,3025.18,3025.18,3011.97,3046.55,3051.59,False,29.8,4.89,0.01,-0.39,,1.65,8.53,40,SL,-13.21,2025-03-21 14:00,9965.87,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,76,SL,-4.32,2025-03-21 14:00,9961.550000000001,2025-03-21,2025-03
Naiya,H1,2025-03-21 14:00,BUY,3014.39,3014.39,3006.13,3027.75,3030.91,False,15.94,7.79,0.01,-1.06,,27.42,32.58,76,SL,-8.26,2025-03-21 14:00,9953.29,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,75,SL,-4.32,2025-03-21 14:00,9948.97,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,74,SL,-4.32,2025-03-21 14:00,9944.65,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,73,SL,-4.32,2025-03-21 14:00,9940.33,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,72,SL,-4.32,2025-03-21 14:00,9936.01,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,71,SL,-4.32,2025-03-21 14:00,9931.69,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,70,SL,-4.32,2025-03-21 14:00,9927.37,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,69,SL,-4.32,2025-03-21 14:00,9923.050000000001,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,68,SL,-4.32,2025-03-21 14:00,9918.73,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,67,SL,-4.32,2025-03-21 14:00,9914.41,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,66,SL,-4.32,2025-03-21 14:00,9910.09,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,65,SL,-4.32,2025-03-21 14:00,9905.77,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,64,SL,-4.32,2025-03-21 14:00,9901.45,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,63,SL,-4.32,2025-03-21 14:00,9897.130000000001,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,62,SL,-4.32,2025-03-21 14:00,9892.81,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,61,SL,-4.32,2025-03-21 14:00,9888.49,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,60,SL,-4.32,2025-03-21 14:00,9884.17,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,59,SL,-4.32,2025-03-21 14:00,9879.85,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,58,SL,-4.32,2025-03-21 14:00,9875.53,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,57,SL,-4.32,2025-03-21 14:00,9871.210000000001,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,56,SL,-4.32,2025-03-21 14:00,9866.89,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,55,SL,-4.32,2025-03-21 14:00,9862.57,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,54,SL,-4.32,2025-03-21 14:00,9858.25,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,53,SL,-4.32,2025-03-21 14:00,9853.93,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,52,SL,-4.32,2025-03-21 14:00,9849.61,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,51,SL,-4.32,2025-03-21 14:00,9845.29,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,50,SL,-4.32,2025-03-21 14:00,9840.970000000001,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,49,SL,-4.32,2025-03-21 14:00,9836.65,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3010.45,3010.45,3006.13,3017.44,3019.09,False,15.94,7.79,0.01,-1.06,,27.42,32.58,48,SL,-4.32,2025-03-21 14:00,9832.33,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3026.06,3026.06,3021.79,3057.4,3034.6,False,15.94,7.79,0.01,-1.06,,27.42,32.58,6,SL,-4.27,2025-03-21 14:00,9828.06,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3026.06,3026.06,3021.79,3057.4,3034.6,False,15.94,7.79,0.01,-1.06,,27.42,32.58,5,SL,-4.27,2025-03-21 14:00,9823.79,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3026.06,3026.06,3021.79,3057.4,3034.6,False,15.94,7.79,0.01,-1.06,,27.42,32.58,3,SL,-4.27,2025-03-21 14:00,9819.52,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3026.06,3026.06,3021.79,3057.4,3034.6,False,15.94,7.79,0.01,-1.06,,27.42,32.58,2,SL,-4.27,2025-03-21 14:00,9815.25,2025-03-21,2025-03
Naiya Doji,H1,2025-03-21 14:00,BUY,3026.06,3026.06,3021.79,3057.4,3034.6,False,15.94,7.79,0.01,-1.06,,27.42,32.58,1,SL,-4.27,2025-03-21 14:00,9810.98,2025-03-21,2025-03
Naiya Doji,H1,2025-03-24 02:00,SELL,3024.85,3024.85,3026.35,2999.42,3021.85,False,42.96,8.97,0.01,-0.46,0.91,2.31,7.34,1,SL,-1.5,2025-03-24 08:00,9809.48,2025-03-24,2025-03
