entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-14 23:15:00,2026-07-15 06:35:00,SELL,4062.98,,,REV,80.4,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 06:35:00,2026-07-15 07:20:00,BUY,4054.74,,,REV,-28.2,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 07:20:00,2026-07-15 07:35:00,SELL,4052.12,,,REV,-38.6,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 07:35:00,2026-07-15 08:35:00,BUY,4055.78,,,REV,-51.2,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 08:35:00,2026-07-15 13:05:00,SELL,4050.86,,,REV,194.6,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 13:05:00,2026-07-15 13:20:00,BUY,4031.2,,,REV,-46.7,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 13:20:00,2026-07-15 13:50:00,SELL,4026.73,,,REV,-34.6,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 13:50:00,2026-07-15 14:05:00,BUY,4029.99,,,REV,26.2,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 14:05:00,2026-07-15 15:50:00,SELL,4032.81,,,REV,29.7,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 15:50:00,2026-07-15 16:35:00,BUY,4029.64,,,REV,-30.5,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 16:35:00,2026-07-15 17:05:00,SELL,4026.79,,,REV,-38.6,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 17:05:00,2026-07-15 17:35:00,BUY,4030.45,,,REV,-2.8,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 17:35:00,2026-07-15 17:50:00,SELL,4030.37,,,REV,17.4,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 17:50:00,2026-07-15 18:05:00,BUY,4028.43,,,REV,3.2,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 18:05:00,2026-07-15 18:20:00,SELL,4028.95,,,REV,-6.6,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 18:20:00,2026-07-15 22:20:00,BUY,4029.41,,,REV,163.9,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-15 22:20:00,2026-07-16 00:35:00,SELL,4046.0,,,REV,-90.4,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-16 00:35:00,2026-07-16 02:35:00,BUY,4054.84,,,REV,-53.1,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-16 02:35:00,2026-07-16 03:05:00,SELL,4049.73,,,REV,-86.0,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-16 03:05:00,2026-07-16 05:50:00,BUY,4058.13,,,REV,12.9,S427 BUY Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
2026-07-16 05:50:00,2026-07-16 15:05:00,SELL,4059.62,,,REV,294.4,S427 SELL Open Close Cross,OCC SMMA8 altTFx3 ATR=n/a
