TF,Direction,Open_Time,Close_Time,Entry,SL,TP,Profit,Outcome
M30,BUY,2026-08-12 16:30:00,2026-08-13 00:30:00,4413.17,,,-6.75,REV
M30,SELL,2026-08-13 00:30:00,2026-08-13 02:00:00,4406.62,,,-6.6,REV
M30,BUY,2026-08-13 02:00:00,2026-08-13 12:30:00,4413.02,,,-6.68,REV
M30,SELL,2026-08-13 12:30:00,2026-08-13 18:30:00,4406.54,,,18.25,REV
M30,BUY,2026-08-13 18:30:00,2026-08-13 20:00:00,4388.09,,,13.8,REV
M30,SELL,2026-08-13 20:00:00,2026-08-14 20:00:00,4402.09,,,28.17,REV
