entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-15 08:00:00,2026-07-15 19:00:00,SELL,4046.78,,,REV,-155.5,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 19:00:00,2026-07-16 09:00:00,BUY,4062.13,,,REV,-353.8,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-16 09:00:00,2026-07-16 18:00:00,SELL,4026.95,,,REV,-109.8,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-16 18:00:00,2026-07-17 02:00:00,BUY,4037.73,,,REV,-641.5,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 02:00:00,2026-07-17 10:00:00,SELL,3973.78,,,REV,-225.5,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 10:00:00,2026-07-17 19:00:00,BUY,3996.13,,,REV,-209.9,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 19:00:00,2026-07-17 22:00:00,SELL,3975.34,,,REV,-320.3,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 22:00:00,2026-07-20 21:00:00,BUY,4007.17,,,REV,-51.8,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-20 21:00:00,2026-07-21 07:00:00,SELL,4002.19,,,REV,-160.8,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-21 07:00:00,2026-07-21 18:00:00,BUY,4018.07,,,REV,409.3,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-21 18:00:00,2026-07-22 01:00:00,SELL,4059.2,,,REV,-244.0,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-22 01:00:00,2026-07-22 19:00:00,BUY,4083.4,,,REV,257.1,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-22 19:00:00,2026-07-22 20:00:00,SELL,4109.31,,,REV,-261.3,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-22 20:00:00,2026-07-23 08:00:00,BUY,4135.24,,,REV,-188.7,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-23 08:00:00,2026-07-24 14:00:00,SELL,4116.57,,,REV,654.6,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-24 14:00:00,2026-07-24 20:00:00,BUY,4050.91,,,REV,3.1,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-24 20:00:00,2026-07-24 20:00:00,SELL,4051.42,,,REV,-126.9,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-24 20:00:00,2026-07-27 12:00:00,BUY,4063.91,,,REV,210.8,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-27 12:00:00,2026-07-28 22:00:00,SELL,4085.19,,,REV,468.5,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-28 22:00:00,2026-07-29 05:00:00,BUY,4038.14,,,REV,-166.5,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-29 05:00:00,2026-07-29 08:00:00,SELL,4021.69,,,REV,-90.5,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-29 08:00:00,2026-07-29 19:00:00,BUY,4030.54,,,REV,-102.1,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-29 19:00:00,2026-07-30 00:00:00,SELL,4020.53,,,REV,-274.6,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-30 00:00:00,2026-07-31 14:00:00,BUY,4047.79,,,REV,240.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-31 14:00:00,2026-08-01 00:00:00,SELL,4072.05,,,REV,194.9,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-01 00:00:00,2026-08-03 14:00:00,BUY,4052.36,,,REV,15.9,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-03 14:00:00,2026-08-04 07:00:00,SELL,4054.15,,,REV,-42.8,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-04 07:00:00,2026-08-04 16:00:00,BUY,4058.23,,,REV,-72.2,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-04 16:00:00,2026-08-04 18:00:00,SELL,4051.21,,,REV,-218.9,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-04 18:00:00,2026-08-05 03:00:00,BUY,4072.9,,,REV,21.4,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-05 03:00:00,2026-08-05 08:00:00,SELL,4075.24,,,REV,-108.2,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-05 08:00:00,2026-08-06 20:00:00,BUY,4085.86,,,REV,1612.4,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-06 20:00:00,2026-08-07 06:00:00,SELL,4247.3,,,REV,-41.8,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-07 06:00:00,2026-08-07 07:00:00,BUY,4251.28,,,REV,-184.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-07 07:00:00,2026-08-07 08:00:00,SELL,4233.02,,,REV,-203.4,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-07 08:00:00,2026-08-10 08:00:00,BUY,4253.16,,,REV,745.1,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-10 08:00:00,2026-08-10 12:00:00,SELL,4327.87,,,REV,-213.1,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-10 12:00:00,2026-08-11 12:00:00,BUY,4348.98,,,REV,445.7,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-11 12:00:00,2026-08-12 07:00:00,SELL,4393.75,,,REV,151.1,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-12 07:00:00,2026-08-12 19:00:00,BUY,4378.44,,,REV,53.2,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-12 19:00:00,2026-08-12 19:00:00,SELL,4383.96,,,REV,-404.1,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-12 19:00:00,2026-08-13 01:00:00,BUY,4424.17,,,REV,-278.2,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-13 01:00:00,2026-08-13 07:00:00,SELL,4396.55,,,REV,-220.9,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-08-13 07:00:00,2026-08-13 11:00:00,BUY,4418.44,,,REV,-202.7,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
