entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-15 01:30:00,2026-07-15 17:00:00,SELL,4054.47,,,REV,199.8,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 17:00:00,2026-07-15 23:00:00,BUY,4034.29,,,REV,51.7,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 23:00:00,2026-07-16 01:00:00,SELL,4039.66,,,REV,-345.1,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-16 01:00:00,2026-07-16 07:30:00,BUY,4073.97,,,REV,-262.0,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-16 07:30:00,2026-07-16 15:30:00,SELL,4047.97,,,REV,112.5,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-16 15:30:00,2026-07-16 18:00:00,BUY,4036.52,,,REV,-136.9,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-16 18:00:00,2026-07-16 18:30:00,SELL,4023.03,,,REV,-149.0,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-16 18:30:00,2026-07-16 19:00:00,BUY,4037.73,,,REV,-165.8,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-16 19:00:00,2026-07-17 06:00:00,SELL,4021.35,,,REV,409.3,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 06:00:00,2026-07-17 09:30:00,BUY,3980.22,,,REV,-12.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 09:30:00,2026-07-17 10:00:00,SELL,3979.16,,,REV,-171.7,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 10:00:00,2026-07-17 19:00:00,BUY,3996.13,,,REV,-63.4,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 19:00:00,2026-07-17 20:30:00,SELL,3989.99,,,REV,-90.4,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-17 20:30:00,2026-07-20 19:00:00,BUY,3998.83,,,REV,159.3,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-20 19:00:00,2026-07-20 22:00:00,SELL,4014.96,,,REV,-26.2,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-20 22:00:00,2026-07-21 05:30:00,BUY,4017.38,,,REV,-142.8,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-21 05:30:00,2026-07-21 07:00:00,SELL,4003.3,,,REV,-76.9,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-21 07:00:00,2026-07-21 18:00:00,BUY,4010.79,,,REV,500.1,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-21 18:00:00,2026-07-21 21:00:00,SELL,4061.0,,,REV,-50.0,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-21 21:00:00,2026-07-22 19:30:00,BUY,4065.8,,,REV,467.0,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-22 19:30:00,2026-07-22 22:30:00,SELL,4112.7,,,REV,-509.0,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-22 22:30:00,2026-07-23 03:30:00,BUY,4163.4,,,REV,-345.8,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-23 03:30:00,2026-07-23 08:00:00,SELL,4129.02,,,REV,-59.0,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-23 08:00:00,2026-07-23 08:30:00,BUY,4134.72,,,REV,-183.5,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-23 08:30:00,2026-07-24 07:30:00,SELL,4116.57,,,REV,656.3,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-24 07:30:00,2026-07-24 08:00:00,BUY,4050.74,,,REV,-96.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-24 08:00:00,2026-07-24 13:00:00,SELL,4041.28,,,REV,88.4,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-24 13:00:00,2026-07-24 20:00:00,BUY,4032.24,,,REV,189.8,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
